Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18
33,NaN,NaN,0.75,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.281621147399479,-0.564106288732656,-0.873848768264648,-0.613665085457775,-0.722694438253036,0.18175360198038,-0.237018230346872,-0.735084137434315,-0.25684174903692,1.10602516090384,0.585657795290098,-0.427819597738579,-0.633488604147822,-0.152768275914171,1.22496627304413,0.325474112483225,0.355209390518296,-0.100731539352796
34,NaN,NaN,1,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,0.0842080348778753,-0.561974727583188,-0.855277541749912,-0.607803292296739,-0.731540417023326,-0.0670262286768417,-0.0578605157341316,-0.626134718182159,-0.64446614406758,1.07868788916192,-0.227426205174269,3.0080704636024,-0.195346209874783,0.455419409057635,3.51676753192282,0.446253696114925,0.675396519682678,-0.0807747980909069
35,NaN,NaN,1,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.173004784576928,-0.585891509793073,-0.892226822050213,-0.776796124677957,-0.73683934481833,0.421907271110851,-0.0442551605847963,-0.616969005239449,-0.581451867586447,1.01681932679863,-0.146366931337176,0.59061367496261,-0.466021170214192,-0.164125500163677,2.15780737390131,-0.00873802293179456,0.0711755367874593,-0.426064390354565
36,NaN,NaN,1,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.101463121590167,-0.458664048843213,-0.872692396341062,-0.759037555851456,-0.698151034160596,0.198910385418076,-0.0283992955611348,-0.53984607776436,-0.519550570534073,1.14874012379549,-0.198881556295543,0.288210617231338,-0.527668773426188,-0.243531672202174,1.79819635516467,-0.0974040201441096,0.125846559389044,-0.434309440166869
37,NaN,NaN,1,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.0145128958772544,-0.473832270036375,-0.864787830367161,-0.689605557432054,-0.69174192661419,0.21301042202017,0.125419285552617,-0.663969127246429,-0.594537128827027,1.17544473857219,-0.217467968180121,0.514238476701268,-0.540059714682573,-0.198240645540902,1.81742367780389,0.098714670775924,0.158533007875716,-0.381968395204551
38,NaN,NaN,1,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.144591074454526,-0.560141584994646,-0.862037255045161,-0.680899853014852,-0.677348139249552,0.366855707748699,0.121787457942987,-0.680899853014852,-0.410969606852039,1.14112930858414,-0.0131776651384198,0.0400980413410828,-0.485555595923343,-0.194315067168729,1.39685269968575,0.125339171708287,0.0862703202899851,-0.453590172035641
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.200839137134776,-0.534347578642395,-0.865840863403745,-0.704628323702177,-0.709666215567851,0.288843952208737,0.0883358559549113,-0.592787124284214,-0.516211167925969,1.05359593741805,0.0288887319399582,0.0540781912683282,-0.447695838552803,-0.201846715507911,1.70146883134373,0.0419872507907105,-0.00839166786602942,-0.38421840104531
40,NaN,NaN,1,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.378795258625202,-0.554291703498858,-0.880213672549933,-0.65875387306651,-0.75485906906875,0.218728351301768,0.151872562778471,-0.763216042634162,-0.420580126452263,1.07113965497381,-0.0737657234876581,0.32319052086942,-0.479078941410148,-0.0528732895741276,1.92355095864585,0.193657430605531,0.0808382874724672,-0.295225522971081
41,NaN,NaN,1,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.102582873713217,-0.597373343086069,-0.880285715425496,-0.71494731600635,-0.734542978159731,0.0443845924371347,-0.00460456294631586,-0.662283973969141,-0.518990694472548,1.14541585968019,0.16073383647283,-0.193212811172601,-0.449181148051131,-0.0976839581748722,1.64755470236056,0.246464858393869,0.246464858393869,-0.215257931095154
42,NaN,NaN,1,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.186323711196803,-0.608089720826199,-0.878907895430337,-0.719080775991829,-0.750158271438206,0.155528738713338,0.0312187569278324,-0.683563638338827,-0.448262601387691,1.22992215271664,0.235442298432592,-0.177444426783553,-0.563693298759947,-0.0886515826510485,1.53625746497378,0.199925160779591,0.204364802986216,-0.195202995610054
43,NaN,NaN,1,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.265743977337543,-0.68011058328923,-0.865588968810461,-0.719574069570343,-0.755091207223345,0.184139766267145,-0.0723728945600894,-0.707735023686009,-0.403866179321439,1.17072692329497,0.203871509407702,-0.182870656147206,-0.522256638164778,0.0539102615394724,1.70743033671811,0.527472096912829,0.649808904384279,-0.0250167110227536
44,NaN,NaN,1,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.0751261610448182,-0.45177301615572,-0.864762988865043,-0.517851411789212,-0.663223882182893,0.542706838128328,-0.0156556049746757,-0.679743481091266,-0.0420869632280723,1.77506891669295,1.08124576254128,-0.270057428163618,-0.544282770042608,0.09667766760226,1.93365706621333,0.734334185465454,0.773981222845549,0.166059983017426
45,NaN,NaN,1.25,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,0.33053657021321,-0.47719188286312,-0.843820400571525,-0.534477588755058,-0.689148994663291,0.141493740769814,0.152950881948201,-0.557391871111833,-0.580306153468609,1.57363638806827,-0.0590062298519704,3.98536460611887,-0.0189062357276136,0.79455078793791,4.62123594151939,0.783093646759522,1.06952217621921,0.124308029002232
46,NaN,NaN,1.25,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,0.0090205458947063,-0.507087860625475,-0.8900070009469,-0.74571862923158,-0.695772654407047,0.75266061550443,0.16995757588487,-0.545934729933446,-0.501538307867194,1.49630068511415,0.0423178624443954,0.963543620319128,-0.357249936151874,0.0201196514112693,2.9225357439925,0.214353997951123,0.31424594760019,-0.30730396132734
47,NaN,NaN,1.25,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,0.0984476246281572,-0.34805353443815,-0.865588968810461,-0.723520418198454,-0.647412266084879,0.473914508388461,0.189777407164447,-0.449531070589584,-0.424161686551726,1.66120168136023,-0.0233254187535631,0.585539798155038,-0.434309440166869,-0.0791380636368515,2.4730219705717,0.103521501435729,0.382584725852171,-0.31761027359272
48,NaN,NaN,1.25,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,0.207135406769298,-0.367013810929602,-0.855708261343085,-0.636730420174202,-0.639400881651871,0.491539554141078,0.382050633556637,-0.60468488244217,-0.517894884417918,1.6945824498311,-0.0465584336092861,0.86807462249245,-0.449798116737351,-0.0225242803102624,2.49705612387072,0.348669865085771,0.423442786460511,-0.252183967389822
49,NaN,NaN,1.25,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,0.044537683547708,-0.474900454627442,-0.852270042190586,-0.6258482896527,-0.621408647446074,0.683846161301739,0.377510849044599,-0.6258482896527,-0.288435481949183,1.65168816234604,0.208804445192841,0.275399078292219,-0.381667968288313,-0.017617307345045,1.97134240122305,0.381950491251224,0.333114426978347,-0.341711188428686
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.0257723948026047,-0.442657946687129,-0.857024552638815,-0.655508878011855,-0.661806242843948,0.586331466876787,0.335696346559505,-0.515707378739402,-0.419987433291596,1.54227144838843,0.261387441540814,0.292874265701276,-0.334343271575137,-0.0270318677690232,2.35211256579552,0.277760590104254,0.214786941783329,-0.254996474690772
51,NaN,NaN,1.25,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.248217546665637,-0.467588102757707,-0.87499056407155,-0.598165814717272,-0.718297309720072,0.498686965743076,0.415117230088954,-0.728743526676837,-0.300448631449463,1.56420109533313,0.133069372256293,0.629264677702641,-0.37357215014682,0.159184914648206,2.62971522492318,0.46734831487278,0.32632438595645,-0.143755377097985
52,NaN,NaN,1.25,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,0.0970479344743441,-0.52144015224172,-0.875080617666005,-0.668407618392072,-0.692902196083798,0.280757267162284,0.219520822932971,-0.602578440845561,-0.423461841474819,1.6570463512161,0.426193822206903,-0.0162394873498855,-0.336199908448048,0.103171578897275,2.28471990456656,0.533357599608202,0.533357599608202,-0.0437958872530765
53,NaN,NaN,1.25,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.00762811238013826,-0.534835624416883,-0.873358342672055,-0.673574443373921,-0.712421312681891,0.419687450007539,0.264299972775656,-0.629178021307669,-0.335051725118748,1.76267921751167,0.519579399656606,0.00347099313642478,-0.479340096834067,0.114462048302055,2.14559835783309,0.475182977590354,0.480732530348636,-0.0187272178967013
54,NaN,NaN,1.25,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.106903445056063,-0.624861702495672,-0.856709684397211,-0.674191060347063,-0.718587482413315,0.455451234449797,0.134810408415754,-0.659392252991646,-0.279556197535933,1.68868518073458,0.480115913375493,-0.00331179356814149,-0.427544271090107,0.292664353540206,2.3595644475135,0.884616647756902,1.03753765709621,0.194005637837424
55,NaN,NaN,1.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,0.131368825309843,-0.339439743578784,-0.855677209465437,-0.422037738120649,-0.603753326112751,0.903660074276276,0.205707020397521,-0.624402824748217,0.172667822580775,2.44411267248205,1.57683372979247,-0.112295258588657,-0.455076935937395,0.346123611118691,2.64234785938252,1.14319425844768,1.1927530551728,0.432851505387648
56,NaN,NaN,1.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,0.576865105548544,-0.392409038143051,-0.832363259393137,-0.461151885213377,-0.646757572303257,0.350013710216469,0.363762279630534,-0.488649024041507,-0.516146162869638,2.06858488697462,0.109413745470328,4.96265874863534,0.157533738419556,1.13368216681818,5.72570435111596,1.11993359740412,1.46364783275575,0.329390856095371
57,NaN,NaN,1.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,0.19104587636634,-0.428284211457877,-0.887787179843587,-0.714641133785204,-0.654705963995764,1.08341395989801,0.384170312354537,-0.474900454627442,-0.42162474814794,1.97578204342968,0.231002656225967,1.33647356567565,-0.248478702089556,0.204364802986216,3.6872641140837,0.43744601883404,0.55731635841292,-0.188543532300116
58,NaN,NaN,1.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,0.298358370846481,-0.237443020033088,-0.858485541279861,-0.688003280545453,-0.596673498009162,0.748918631358846,0.407954109890029,-0.359216063414808,-0.328772802569378,2.17366323892497,0.152230718788417,0.882868979078738,-0.34095010690755,0.0852555449284707,3.14784758597873,0.304447023015567,0.639322892315298,-0.200911107018572
59,NaN,NaN,1.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,0.42878370941585,-0.26019535182283,-0.846628692319009,-0.58385528291635,-0.587059836689553,0.770068686261987,0.638681981560657,-0.545400637637912,-0.441252640008809,2.21372016109001,0.124351100961549,1.22191076828363,-0.359536518792128,0.153192084920378,3.17668856993756,0.598625059395617,0.688352565045306,-0.122399539575094
60,NaN,NaN,1.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,0.233666441549942,-0.389659324260238,-0.84250282933601,-0.570796726290547,-0.565469155642597,1.00083661485478,0.633234240146212,-0.570796726290547,-0.165901357046327,2.16224701610794,0.430786555524102,0.510700115243356,-0.277780340653283,0.159080452478639,2.54583210276036,0.638561810794162,0.579958533666709,-0.22983220482173
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,0.149294347529567,-0.350968314731862,-0.848208241873886,-0.606389432321534,-0.613946270120045,0.883818981544837,0.583056837164098,-0.438627633194589,-0.323763698657222,2.03094695935881,0.493886151141669,0.531670340134224,-0.220990704597473,0.147782979969865,3.00275630024732,0.513533929417797,0.437965551432687,-0.125774548336234
62,NaN,NaN,1.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.117639834706072,-0.380884502016555,-0.869767455593167,-0.537577756368034,-0.681735550371394,0.778645580184384,0.678361897399437,-0.694271010719512,-0.180317136446663,2.05726253569245,0.339904468000244,0.935338834535862,-0.268065358883491,0.37124311887054,3.33587949120051,0.741039199140029,0.571810484440432,0.00771476877511057
63,NaN,NaN,1.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,0.296678742661906,-0.445506961397372,-0.869875519906513,-0.621867920777794,-0.651261414007865,0.517129941887434,0.443646208812258,-0.54287290772198,-0.32793298847709,2.16867684275201,0.691653807940977,0.16073383647283,-0.223218668844965,0.304027115969423,2.92188510677257,0.820250340822535,0.820250340822535,0.127666156589001
64,NaN,NaN,1.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,0.171067486436527,-0.461581528007567,-0.867808789913774,-0.628068110756012,-0.674684353925577,0.683846161301739,0.49738118862348,-0.57479240427651,-0.221840848849805,2.29543628230669,0.80371650088062,0.184386413056402,-0.394986894908188,0.317575679255159,2.7549392506924,0.750440794401117,0.757100257711055,0.157748559816651
