Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17
51,NaN,NaN,1.25,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,0.416740291845652,-0.372212944922914,1.01656090336148,0.465374395482071,-0.420847048559332,-0.572153148761523,-0.620787252397942,-0.226310634013659,0.432951659724459,0.270837980936397,0.762582806593517,1.27594278942238,-0.00475527300330762,-0.664017566741425,-0.685632723913166,-0.350597787751172,1.83793687588766
52,NaN,NaN,1.25,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,0.122829108099387,-0.610529211706268,0.678686688079469,0.283202583555825,-0.697722557585496,-0.490638361122328,-0.585616827169345,-0.264869876256469,0.152412564736983,0.210022453978616,0.577480125898222,1.10686829730782,-0.015746030887244,-0.693051485484823,-0.716406845988188,-0.428357399780022,1.75926136736848
53,NaN,NaN,1.25,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,0.0111558843592243,-0.693137986820021,0.623585337558568,0.16426324765906,-0.708448723150005,-0.540030623520185,-0.56044493862683,-0.289955263463786,0.169366826435721,0.210195456649011,0.700139019208486,0.883867855168289,0.368406398725508,-0.739070195809972,-0.754380932139955,-0.412441154103655,1.80761561374397
54,NaN,NaN,1.25,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,0.199451080277093,-0.467774692419034,0.49438421168625,0.271975620787541,-0.68534831395038,-0.511289416725304,-0.661173467113564,-0.274375917724505,-0.056802296193159,0.300985436991721,0.238130835215999,0.70228789448287,0.339665191930627,-0.627328681542021,-0.68534831395038,-0.211521315948783,1.70312655352706
55,NaN,NaN,1.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.0975896018819411,-0.799527975164266,0.401775952265216,0.090850229871703,-0.889036895247247,-0.479180261183071,-0.648776109761351,-0.427359307450819,-0.149410555614193,0.28871205321303,-0.0740346229127358,0.434752922822104,0.448885910203627,-0.498024244358435,-0.5168682275338,0.0201852929640864,1.74912074930377
56,NaN,NaN,1.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,3.20538376909594,1.08392814321341,4.16567315171251,3.35236683786378,0.0942421468432688,0.339213928123006,-0.033143179422195,0.231426344359922,2.29898817836091,1.97072599144606,2.83302666155073,3.91580193480717,1.15252024197173,-0.253617782573959,-0.439796336346559,0.123638760596837,3.28867417473105
57,NaN,NaN,1.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,1.27249944461711,0.149617163448828,2.3184719804999,1.70832133456827,-0.209294981216834,-0.173403766750268,-0.414387635311498,-0.0913667051124023,1.06740679052245,0.893078034541985,1.43657356789284,2.26719881697623,0.364964450248225,-0.686135401986928,-0.696390034691661,-0.132385235931335,2.13901590816707
58,NaN,NaN,1.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,1.30217573017172,0.453682560466447,2.057134219752,1.40907250745742,-0.334681172015617,-0.0741202773817145,-0.401491657819182,-0.140930763185279,1.05497693269853,0.680838212198567,1.38902936171635,2.26424672574305,0.273294248796822,-0.715500941095936,-0.762268281158432,-0.160973908926349,2.22416043426091
59,NaN,NaN,1.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,0.861493765811406,0.316480546820247,1.77866811492274,1.21778072450466,-0.417258932468823,-0.286737967402979,-0.565417865786809,-0.0239322404460769,0.559884508699793,0.575758680126721,1.32008094036708,2.08909635616043,1.12253569594309,-0.614804176892804,-0.687119846726582,-0.226768875345699,1.83158201967917
60,NaN,NaN,1.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,0.80221059474171,0.208154025138347,1.69635759641275,0.985939430701513,-0.35528107180505,-0.257292359293155,-0.56963138042482,-0.183800824909233,0.642978936909881,0.557238813461972,1.10842532134138,1.76372483626468,0.0734195454344909,-0.594128558552794,-0.630874325744754,-0.557382791360833,2.19854974803621
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,0.523759336687075,-0.196457700275353,1.31420161761636,0.860187249644581,-0.51328787073048,-0.338541333417601,-0.48225811176838,-0.108267859014648,0.569487402525959,0.479664416056722,1.19498201739356,1.87926985976829,0.118739324971242,-0.679868682000702,-0.723963602631055,-0.157262215270595,2.18630115897223
62,NaN,NaN,1.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,0.719352492250034,-0.227391391872246,1.43913722606903,0.777713416613736,-0.285752316235948,-0.467319636478577,-0.525680560842279,-0.052308618781139,0.738806133704602,0.544269719158928,1.13436350994747,1.75039548934211,0.213557814431282,-0.577556938054459,-0.603495126660548,-0.201453203266156,2.42478839310044
63,NaN,NaN,1.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,0.366659071754516,-0.51337091201227,1.03368816773061,0.559107242302242,-0.618002927067344,-0.369501891311543,-0.483476050567963,-0.0985797094725112,0.40215921971963,0.47129108680959,0.912240293113117,1.54750609880464,0.200368904970558,-0.612397640546537,-0.640424073150575,-0.294764737700776,2.33037778287743
64,NaN,NaN,1.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,0.23265120326632,-0.612501442148774,0.967566547105533,0.416380039226123,-0.630874325744754,-0.428772606188971,-0.453269784316945,-0.128682174121292,0.422504333758117,0.471498690014064,1.05943096508543,1.2799055682372,0.661351820505861,-0.667620092936715,-0.685992976532695,-0.275665242889135,2.38840287852801
