Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14
22,NaN,NaN,0.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.534700761643312,-0.623380409727036,-0.591709106839992,0.280835287698086,-0.613879018860923,-0.536284326787664,-0.439686852982178,-0.599626932561753,-0.528366501065903,0.445526062710718,-0.582207715973878,-0.0152913942957807,-0.495111633034506,-0.400097724373372
23,NaN,NaN,0.75,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.515697979911085,-0.539451457076368,-0.527574718493727,2.91430412275584,-0.487193807312745,-0.468191025580518,-0.442062200698706,-0.575081672824293,-0.615462584005275,0.405936934101912,0.030631994890434,0.161276119299493,0.19453098733089,-0.275787860541722
24,NaN,NaN,0.75,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.518145307861447,-0.609920106000042,-0.54513789554927,1.90398956065912,-0.554135424778543,-0.413773968801869,-0.35798928758037,-0.597323565079059,-0.617118129383462,0.280835287698086,-0.0430757645557788,0.0936866797291864,0.761303348541319,-0.289608065437887
25,NaN,NaN,0.75,NaN,NaN,-5,-0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.570330977391237,-0.626745485658785,-0.519854838415009,1.8881539092156,-0.579238531328218,-0.460471145501801,-0.371395606131988,-0.582207715973878,-0.617837931721804,0.350116262763496,-0.0388469258180201,0.157119260795568,0.480760387172555,-0.359518867549346
26,NaN,NaN,0.75,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.502685205464017,-0.625067250859064,-0.521791263183918,1.70742093078409,-0.551741299609711,-0.472735169038224,-0.321952227032512,-0.577560296528497,-0.603895673385659,0.339530474026794,-0.0167716834524578,0.0999301826204565,1.01030801397686,-0.315755667772003
27,NaN,NaN,0.75,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.446165074027255,-0.618917635229316,-0.532541354628286,1.43791754658273,-0.56223320108489,-0.443465815258473,-0.343593240813531,-0.589225788772712,-0.591925047541494,0.441891060902091,-0.141148833154866,0.339319227688367,0.552560670422162,-0.286908806669105
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.527348494901676,-0.62236240356281,-0.538659674504192,1.14840276321106,-0.571462095351488,-0.425547878479033,-0.393311016611863,-0.594650013536646,-0.590691100675765,0.404692704345635,-0.151817332098148,0.154715635130034,0.474256458901108,-0.282461456507207
29,NaN,NaN,0.75,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.517090425124222,-0.625619243206983,-0.543710701257729,1.14155754934815,-0.570330977391237,-0.429038742528775,-0.39013218510288,-0.578521831586162,-0.562140123196311,0.56410232860592,-0.367607336066835,0.222134165967788,-0.0276868869774343,-0.250887663789149
30,NaN,NaN,0.75,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.529340463698934,-0.624459476241329,-0.541952929450411,1.09924417646065,-0.590826234237388,-0.455242227409001,-0.361699773085539,-0.595555908894193,-0.582943443142715,0.460212578385772,-0.409522039059893,0.0566136743384786,-0.249764139541173,-0.312300948892251
31,NaN,NaN,0.75,NaN,NaN,5,0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.489173263743185,-0.609920106000042,-0.534700761643312,0.969686125491305,-0.582207715973878,-0.487193807312745,-0.506988371617148,-0.598043367417401,-0.588146085265199,0.660890922342621,-0.431769027260417,0.126437686123744,-0.142768388416135,-0.24372066636859
32,NaN,NaN,0.75,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.507116078483628,-0.608643037335242,-0.553090550416434,0.684388985774944,-0.59523381635484,-0.445816782573219,-0.394095501648811,-0.570330977391237,-0.478382033525623,0.674810970788943,-0.482213239520024,0.274449944374085,-0.325133793749601,-0.202535201928784
33,NaN,NaN,0.75,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.487193807312745,-0.620213279438332,-0.572706325107765,0.736110266699352,-0.605961193139162,-0.489569155029273,-0.344672944321044,-0.584583063690407,-0.477692416446631,0.983146429218299,-0.558454238808595,0.291920243708552,-0.427810114399536,-0.285289251407836
34,NaN,NaN,1,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.477692416446631,-0.509363719333676,-0.493528067890154,4.0956437204426,-0.439686852982178,-0.414349810672542,-0.379511377496793,-0.556870673664243,-0.610711888572219,0.751154135570698,0.250747549955394,0.424939715834139,0.469279539876001,-0.157812257287481
35,NaN,NaN,1,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.480955520380448,-0.603321917898575,-0.516945637297544,2.74855763764698,-0.528942342936576,-0.341793734967677,-0.267414160005678,-0.58652653000393,-0.6129192824098,0.584351940365597,0.152470537360443,0.33482046307373,1.22497602148991,-0.176239197149034
36,NaN,NaN,1,NaN,NaN,-5,-0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.550536413086834,-0.625755757443565,-0.483234894451864,2.72744343572228,-0.562413151669476,-0.404056637234253,-0.285289251407836,-0.566372064530356,-0.613879018860923,0.676726573786143,0.158108989010788,0.419397237828906,0.850918739664888,-0.269453599964313
37,NaN,NaN,1,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.460342050517207,-0.623518111043937,-0.485816794143743,2.48646613114694,-0.525750176044799,-0.420408668616151,-0.219364745941868,-0.560175505269847,-0.595289341079397,0.662612188803873,0.187542645498205,0.343145133595424,1.55698224207063,-0.211102666927856
38,NaN,NaN,1,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.384981875268192,-0.615318623537607,-0.500150249402899,2.12712828554512,-0.539739378011705,-0.381382863576482,-0.248219430983227,-0.575729494928801,-0.579328506620511,0.79909297130427,0.0217064458949941,0.662330527019305,0.946652450664364,-0.172640185457325
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.493226436434087,-0.619911647982265,-0.508308009237441,1.74110857438289,-0.552044570367169,-0.357492281203896,-0.314509798714335,-0.582961794614046,-0.577683244132872,0.749495162562329,0.00748178063728473,0.416192403608193,0.84224683530296,-0.16671038524146
40,NaN,NaN,1,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.479549010064148,-0.624254100841162,-0.515042711575491,1.73198162256569,-0.550536413086834,-0.362146766603551,-0.310271356702358,-0.561457552013401,-0.539615274160267,0.962041328242708,-0.280238224654298,0.506083778058532,0.172989040798236,-0.124611994950717
41,NaN,NaN,1,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.49588239483043,-0.622707744886958,-0.5126990158324,1.67556379204902,-0.577863422215036,-0.397084746443852,-0.272361474012571,-0.584169655090775,-0.567353034088804,0.823521661282511,-0.336124495311709,0.285389789219453,-0.123113962620082,-0.206496375088186
42,NaN,NaN,1,NaN,NaN,5,0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.442326128222765,-0.603321917898575,-0.503029458756267,1.50281972408989,-0.566372064530356,-0.439686852982178,-0.466079605388048,-0.587486266455053,-0.574289890252117,1.09109278655831,-0.365787146245741,0.378488471599807,0.0195470388799683,-0.115055998389971
43,NaN,NaN,1,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.466249881210022,-0.601619159678841,-0.527549177120431,1.12242353780141,-0.583740198371639,-0.38451748666281,-0.3155557787636,-0.550536413086834,-0.427937821266016,1.10965285115341,-0.433046095925217,0.575838149266929,-0.223606834897987,-0.0601420458035631
44,NaN,NaN,1,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.439686852982178,-0.617046149149628,-0.553703543375538,1.19138524570062,-0.598043367417401,-0.442853983270882,-0.24965903565991,-0.569539194819061,-0.42701833182736,1.52076679572588,-0.534700761643312,0.599131881712884,-0.360508595764567,-0.170480778442299
45,NaN,NaN,1.25,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.439686852982178,-0.479275981590984,-0.459481417286581,5.27698331812937,-0.392179898651611,-0.360508595764566,-0.31696055429488,-0.538659674504192,-0.605961193139162,1.09637133703948,0.470863105020353,0.688603312368785,0.744028092421113,-0.0398366540332402
46,NaN,NaN,1.25,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.443765732899449,-0.596723729797107,-0.488753379045819,3.59312571463483,-0.503749261094609,-0.269813501133484,-0.176839032430986,-0.575729494928801,-0.608720435436139,0.887868593033107,0.348016839276665,0.575954246418274,1.6886486944385,-0.0628703288601817
47,NaN,NaN,1.25,NaN,NaN,-5,-0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.530741848782431,-0.624766029228345,-0.446614950488719,3.56673296222896,-0.545587772010733,-0.347642128966705,-0.199182896683683,-0.550536413086834,-0.609920106000042,1.00333688480879,0.355064903839597,0.681675214862244,1.22107709215722,-0.17938833237928
48,NaN,NaN,1.25,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.417998895570397,-0.621968971228809,-0.449842325103567,3.26551133150979,-0.499759052479887,-0.368082168194077,-0.116777264851223,-0.542790714011198,-0.586683008773135,0.985693903580953,0.391856974448867,0.586360084570391,2.1036564701644,-0.106449666083709
49,NaN,NaN,1.25,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.323798676509128,-0.611719611845897,-0.467759144177513,2.81633902450751,-0.51724555493852,-0.319299911894491,-0.152845621152922,-0.56223320108489,-0.566731965699527,1.15629488170645,0.184561724944854,0.985341826350242,1.34074423090657,-0.0583715642455447
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.459104377966497,-0.61746089240172,-0.47795634397069,2.33381438555473,-0.53262704538285,-0.289436683928758,-0.235708580816807,-0.571273575691446,-0.564675387589979,1.09429762077902,0.166780893372717,0.677669172086353,1.21023721170481,-0.0509593139757142
51,NaN,NaN,1.25,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.442007595004073,-0.622888958475341,-0.486374721893252,2.32240569578322,-0.530741848782431,-0.295254790678328,-0.230410528301836,-0.54439327244064,-0.517090425124222,1.3599803278795,-0.192869113241762,0.790033390149277,0.373664968573906,0.0016636738877148
52,NaN,NaN,1.25,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.462424325961926,-0.620956013532586,-0.483445102214389,2.25188340763739,-0.564900610192684,-0.338927265478704,-0.183023174939602,-0.572783401287357,-0.551762625034894,1.18683074417925,-0.262726951563525,0.514165904100428,0.00353621430100887,-0.100691801284121
53,NaN,NaN,1.25,NaN,NaN,5,0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.395478992702345,-0.596723729797107,-0.471358155869222,2.03595332268847,-0.550536413086834,-0.392179898651611,-0.425170839158949,-0.576929165492704,-0.560433695239035,1.521294650774,-0.299805265231064,0.63053925707587,0.181862466176072,0.0136086695886475
54,NaN,NaN,1.25,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.425383683936416,-0.59459528202244,-0.502007803824427,1.56045808982787,-0.572246580388437,-0.323218190752401,-0.237016055878389,-0.530741848782431,-0.377493609006409,1.54449473151787,-0.38387895233041,0.877226354159772,-0.122079876046372,0.0822511103216575
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.392179898651611,-0.613879018860923,-0.534700761643312,1.64666022470188,-0.59012554169564,-0.396138811512492,-0.154645126998777,-0.554495325947714,-0.376344247208089,2.05838716223346,-0.510947284478028,0.906343519717216,-0.293207077129597,-0.0556723054767625
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.401681289517724,-0.449188243848291,-0.425434766683008,6.45832291581613,-0.344672944321044,-0.306667380856591,-0.254409731092967,-0.520448675344142,-0.601210497706105,1.44158853850827,0.690978660085313,0.952266908903431,1.01877664496622,0.0781389492210008
57,NaN,NaN,1.5,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.406575945418449,-0.59012554169564,-0.460561120794094,4.43769379162269,-0.478556179252642,-0.197833267299292,-0.0862639048562941,-0.564932459853672,-0.604521588462478,1.19138524570062,0.543563141192888,0.817088029762818,2.15232136738708,0.0504985394286711
58,NaN,NaN,1.5,NaN,NaN,-5,-0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.510947284478028,-0.623776301013124,-0.409995006525574,4.40602248873564,-0.528762392351991,-0.291227620699156,-0.113076541959531,-0.534700761643312,-0.605961193139162,1.32994719583144,0.552020818668405,0.943953191895582,1.59123544464955,-0.0893230647942474
59,NaN,NaN,1.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.375655740623588,-0.620419831413682,-0.413867856063391,4.04455653187263,-0.473767928914976,-0.315755667772003,-0.0141897837605791,-0.525405922752548,-0.578076676466873,1.30877561835803,0.59617130339953,0.829575035545358,2.65033069825817,-0.00179666523956168
60,NaN,NaN,1.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.262615477750065,-0.608120600154188,-0.435368038952126,3.5055497634699,-0.494751731865335,-0.257216960212501,-0.0574718113226173,-0.548736907240979,-0.554135424778543,1.51349679210863,0.347417003994714,1.30835312568118,1.73483601114877,0.0558970569662354
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.424982319498907,-0.615010136821175,-0.447604678703939,2.92652019672656,-0.513209520398531,-0.221381086653621,-0.15690736291928,-0.559585356768847,-0.551667531047085,1.43910007899572,0.32608000610815,0.939145940564512,1.57822758810666,0.064791757290032
62,NaN,NaN,1.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.404466179943999,-0.62152381610952,-0.457706732211014,2.91282976900076,-0.510947284478028,-0.228362814753105,-0.150549699901314,-0.527328992867879,-0.494565576088178,1.75791932751629,-0.105500001829225,1.07398300224002,0.574340896349577,0.127939342726147
63,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.428966257093422,-0.619204282178214,-0.454191188596377,2.82820302322575,-0.551937798170331,-0.280769784513556,-0.0936848758666334,-0.56139714748394,-0.536172215980984,1.55013982707599,-0.189329407815341,0.742942018981402,0.1301863912221,0.00511277251994369
64,NaN,NaN,1.5,NaN,NaN,5,0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.348631857181925,-0.59012554169564,-0.439686852982178,2.56908692128706,-0.534700761643312,-0.344672944321044,-0.38426207292985,-0.566372064530356,-0.546577500225953,1.95149651498969,-0.233823384216388,0.882590042551933,0.344177893472175,0.142273337567266
65,NaN,NaN,1.5,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.38451748666281,-0.587571404366039,-0.476466430528423,1.99849264185433,-0.560752962405235,-0.261918894841992,-0.158476332993177,-0.510947284478028,-0.327049396746802,1.97933661188233,-0.334711808735603,1.17861455905262,-0.0205529171947574,0.224644266446878
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.344672944321044,-0.610711888572219,-0.515697979911085,2.10193520370315,-0.582207715973878,-0.349423639754101,-0.0596312183376431,-0.539451457076368,-0.325670162588817,2.59600752874104,-0.487193807312745,1.21355515772155,-0.225905558494627,0.0591361674887741
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.325670162588817,-0.389012768362907,-0.357341465475862,8.82100211118965,-0.24965903565991,-0.198984951040639,-0.129308084689141,-0.48402667702404,-0.591709106839992,2.13202294144584,1.13120977021523,1.47959410197272,1.56827375005645,0.314090155729483
68,NaN,NaN,2,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.332196370456451,-0.576929165492704,-0.404176604290643,6.1268299455984,-0.428170015568707,-0.0538727996309077,0.0948863502930896,-0.543338389703415,-0.596123894515156,1.79841855103564,0.934655745025332,1.29935559645191,3.07966671328426,0.277236276006377
69,NaN,NaN,2,NaN,NaN,-5,-0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.471358155869222,-0.621796844582684,-0.336755118599283,6.084601541749,-0.495111633034506,-0.17839860416406,0.0591361674887741,-0.503029458756267,-0.598043367417401,1.98316781787673,0.945932648326022,1.46850914596226,2.33155214963422,0.0908074703758186
70,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.290969430729969,-0.617321551783428,-0.34191891798304,5.60264693259833,-0.421785681785153,-0.211102666927856,0.19098517842071,-0.49063634023525,-0.560864011854348,1.95493904791219,1.00479996130085,1.31600493749529,3.74367915444571,0.207509336448733
71,NaN,NaN,2,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.140249080231938,-0.600922576770768,-0.370585828501353,4.88397124139468,-0.449764085718965,-0.133051056848519,0.133275808337992,-0.521744319553157,-0.528942342936576,2.22790061291299,0.673127562094433,1.95437572434305,2.52301957163317,0.284434299389796
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.356738202563728,-0.610108625660084,-0.386901348170437,4.11193181907023,-0.474374470429893,-0.0852698921033457,0.000695072875775205,-0.536208918923647,-0.525651817961299,2.1287049954291,0.644678231579015,1.46209947752083,2.31420834091036,0.296293899821524
73,NaN,NaN,2,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.32938334982385,-0.618793531377878,-0.400370752846536,4.09367791543582,-0.471358155869222,-0.0945788629026577,0.00917195689972963,-0.493200433722357,-0.449515878016088,2.55379732678986,0.0692382209958487,1.64188222642151,0.975692751900917,0.380490680403011
74,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.362050119356414,-0.61570081946947,-0.395683361360355,3.98084225440249,-0.526012174125627,-0.16445482258326,0.0849917222793039,-0.538624639877105,-0.504991397873164,2.27675799286947,-0.0425343203189729,1.20049424874335,0.383486745064281,0.216721920128073
75,NaN,NaN,2,NaN,NaN,5,0.0871557427476582,0.996194698091746,NaN,1,NaN,-0.254937586141085,-0.576929165492704,-0.376344247208089,3.63535411848422,-0.503029458756267,-0.24965903565991,-0.302444540471651,-0.54525786260566,-0.518865110199789,2.81190024342106,-0.101859622187036,1.38669161350406,0.668808748064382,0.399602673524503
76,NaN,NaN,2,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.302785092115598,-0.573523649053237,-0.425383683936416,2.87456174590726,-0.537765726438832,-0.139320303021175,-0.00139688722275463,-0.471358155869222,-0.226160972227587,2.84902037261126,-0.236377521545989,1.7813909688383,0.182501000508472,0.509430578697319
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.24965903565991,-0.60437762799481,-0.477692416446631,3.01248516170568,-0.566372064530356,-0.255993296237319,0.130396598984624,-0.509363719333676,-0.224321993350275,3.67124826175621,-0.439686852982178,1.82797843373021,-0.0913025212246876,0.288753113419847
