Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.050406524675486,0.615174329850785,1.30672674435115,1.67555469875135,2.53999521687681,1.24909737647612,0.926372916375951,0.86874354850092,0.638226077000798,1.15689038787607,-0.134007452524612,3.30070287282721,4.25735037955272,4.19972101167769,5.21399788627823
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.134929597558864,0.81111418062589,0.227136586158913,-0.741036794141601,-0.848611614174991,-0.0955878739412582,-0.203162693974649,-0.52588715407482,-0.710301131274918,-0.00338088534120924,-0.725668962708259,-0.233898356841332,0.396182731925669,-0.310737514008039,0.488389720525718
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.105192768587097,0.858178164390498,0.498955104636141,-0.54605743283108,-0.709340641810334,0.564268388227842,-0.137849410382947,0.00910547769838073,-0.660355679116558,-0.0888644476891712,-0.611370716422782,0.172388686677634,1.46232603761374,0.678566634513319,1.78889245557224
69,NaN,NaN,2,NaN,NaN,-6,-0.104528463267653,0.994521895368273,NaN,1,NaN,0.0431616898569108,1.26731923374708,1.26731923374708,-0.344985824059486,-0.62863208422916,0.401451702702815,0.311879199491339,0.0431616898569108,-0.688347086370144,0.431309203773307,-0.434558327270962,0.252164197350355,1.55096549391676,0.476095455379045,1.19267548107085
70,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.113291615752468,0.898280520515803,1.00278177426252,-0.384994875493945,-0.435155477292372,0.802139367068818,0.425934853580619,0.225292446386912,-0.719398887483456,-0.00879036200574538,-0.380814825344076,0.446835104329963,1.96419330873237,0.246192697136256,2.37801827356939
71,NaN,NaN,2,NaN,NaN,-2,-0.034899496702501,0.999390827019096,NaN,1,NaN,-0.0464108133545654,0.789599216619211,1.06130247636069,-0.548016831338832,-0.443515577592109,0.225292446386912,0.413394703131012,-0.0882113148532542,-0.631617834336209,0.225292446386912,-0.652518085085554,0.204392195637568,0.956801222613967,0.246192697136256,1.41660673909954
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.114480437354724,0.777135764337492,1.39551474293048,-0.0281949984812835,-0.186384969749257,0.738786680393741,0.441581279829669,0.230661318139037,-0.603431257637552,0.225867682646068,-0.440447650876609,0.61415215757655,1.7933864888469,0.825072119267181,2.34944820603129
73,NaN,NaN,2,NaN,NaN,2,0.034899496702501,0.999390827019096,NaN,1,NaN,0.0422569170971988,0.818099558550136,1.10310297785938,0.0897574869820725,0.40642795288123,1.37227287387366,0.675597848895515,0.833933081845094,-0.401081735161622,0.501429092650978,-0.369414688571706,2.10061494544173,2.49645302781567,3.12979395961399,3.87396955447701
74,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,0.18670736808043,0.632847335999128,0.82175344854128,0.251015831924567,0.564519593164733,1.20358495261584,0.857926959453607,0.57255815114525,-0.0343529763837898,0.656963009940679,-0.580974919058951,1.74216833731049,2.32496379089797,2.23653965311229,3.47447758211192
75,NaN,NaN,2,NaN,NaN,6,0.104528463267653,0.994521895368273,NaN,1,NaN,0.19640092329223,0.718907192025841,1.47193093225957,0.519125383392401,1.22604562932611,1.37972394365952,1.34898828079284,0.841849843492573,0.350079237625645,1.91759804382648,-0.587358479808186,2.17885117819328,3.11628889562711,3.57732383862736,4.69917553326129
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,0.449970141942365,1.23372954504278,2.27874208251,1.46885736597291,1.91298769439647,2.04361426157988,1.2076042316061,1.2076042316061,0.345468888195642,1.73011050033971,-0.333789261158051,3.92463682902088,4.08138870964096,4.31651653057108,5.64890751584179
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.396182731925669,1.1492064721594,2.07127635815989,2.56304696402682,3.71563432152743,1.99443720099318,1.56413792085962,1.48729876369292,1.17994213502609,1.87149454952645,0.150297428992206,4.72991119612797,6.00544120509531,5.9286020479286,7.28097121406266
