Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21
47,NaN,NaN,1.25,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.0396263602986688,0.31112683099007,0.0521090897306935,0.2085989750749,0.332711642761684,0.37048506336201,-0.76271755464776,-0.298644101558045,-0.147550419156742,0.607917992849772,0.04671288678779,0.0790901044452121,0.359692657476203,0.122259727988441,0.305730628047166,-0.363398536872889,-0.983961875306811,2.24836368749249,0.489201528105891,0.715842051707845,1.05580283711078
48,NaN,NaN,1.25,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.100471285917094,0.442061113717883,0.193632148044582,0.566275596554534,0.473114734427046,0.473114734427046,-0.713133576662966,0.143946354909922,0.131524906626257,0.640804286256524,0.342689527448563,0.379953872299558,0.0756283893497645,0.106682010058927,0.423428941292386,-0.315647231585685,-0.973983990619933,2.54128587365728,0.26195011360474,0.653225734540189,0.740175872525845
49,NaN,NaN,1.25,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.00558877250496881,0.431192346469676,-0.10054118967337,0.196976384120954,0.310919284723035,0.462843152192477,-0.752547787563058,-0.201823767986331,0.0640430000851924,0.912284593456242,0.0387223555069517,0.253947834421994,0.234957350988314,-0.0245792559386489,0.513484441348957,-0.315766668588412,-0.841170043586899,2.34290101212682,0.646417825384719,0.633757503095599,1.1085195889376
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,0.0197318720732716,0.49373433857793,0.0921489155670387,0.394983824722793,0.368650354361423,0.533234544119985,-0.671521724912688,-0.0197683334687833,0.138232488699436,0.737318939420602,0.250149737735258,0.269899840506286,-0.0592685390108383,-0.474020697202414,0.658318528336492,-0.487187432383099,-0.987523369249128,2.10007603062149,0.487150970987588,0.605651587613752,0.980903540263273
51,NaN,NaN,1.25,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.474020697202414,0.0432438991816374,-0.309436507443852,0.22350277367911,0.0667559262900037,0.207828088940199,-0.912911869891913,-0.356460561660584,-0.184039029532567,0.568345837935145,-0.215388399010388,-0.105665605838014,-0.238900426118754,-0.395647273507861,1.07777309194974,-0.293761822704942,-0.905074527522457,1.35208007488068,0.521321783718413,0.599695207412966,0.960212956407911
52,NaN,NaN,1.25,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.277165097687271,0.0455489998785362,-0.328799353297801,-0.154533740612265,-0.0770823571964706,0.29081171402855,-0.483702120129388,-0.393342172810962,0.0455489998785362,0.335991687687763,0.000369026219323237,-0.264256533784639,-0.102899485001735,-0.541790657691234,0.529620146227248,-0.322345071346484,-0.909684728916255,1.32995110819045,0.361808815493028,0.594162965740409,1.48485387502204
53,NaN,NaN,1.25,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.207551056640933,0.0510812415510928,-0.215388399010388,0.121617322876191,0.152966692354012,0.176478719462378,-0.61509285985261,-0.434833985355138,-0.184039029532567,0.254852143156932,-0.0351295245129156,-0.14485231768529,-0.513207409049691,-0.575906148005333,0.732930027693707,-0.066478893990737,-0.920749212261368,2.01041683391493,0.552671153196234,0.615369892151877,1.17965854275266
54,NaN,NaN,1.25,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.0525246014792678,0.196358807423923,-0.0846385897248409,0.332843257467609,0.23650129273089,0.597783660493587,-0.437892460426144,0.140159327994171,0.372985742774575,1.34443388720316,-0.0525246014792678,0.421156725142935,0.284672275099249,-0.269294022136886,1.0634364900544,-0.18098055446156,-0.759032342881875,2.07502711978995,0.300729269222036,0.894838051765137,1.4166903607557
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.227144412564571,0.396903973603309,0.575203512508418,0.650637932814426,0.787791424279894,0.465480719336044,-0.412301626042953,0.13631233981892,0.0745932686594591,1.46670120703396,-0.110563944818923,0.403761648176583,0.1157393160991,-0.282005809150759,0.746645376840253,-0.0419871990861891,-0.933484893611733,1.58328167477961,0.369473275310216,0.876941193732449,1.23354027154267
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.524456720666195,1.05112612789359,1.10598752447978,1.01820928994188,0.941403334721219,2.25807685278971,-0.14485231768529,-0.166796876319765,-0.00221268656120345,0.787791424279894,0.162371503197359,0.195288341149071,0.0745932686594591,-0.199713714271478,0.732930027693707,-0.265547390174902,-0.792216797402301,6.51532122787785,1.347377669459,1.01820928994188,2.0496035457622
57,NaN,NaN,1.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.222297028699194,0.89835823893821,0.829992498576961,0.943935399179043,1.01989733291376,1.93144053773041,0.131142708217529,-0.00558877250496881,0.047584581109336,0.594510503999326,0.617299084119742,-0.149916446600938,-0.248666960456076,-0.560110888768431,1.20220597387709,-0.225878380335659,-0.77280430322565,5.26616942868466,1.09585926664848,1.01230113954029,1.87826718411611
58,NaN,NaN,1.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.211836696840642,0.632740526387128,0.321919236875877,0.509707099288925,0.658642300513066,0.703970405233457,-0.655872736378268,-0.098984592670609,0.0823278262109541,0.988889920618771,0.315443793344393,0.354296454533299,0.691019518170488,0.406100002785174,0.626265082855644,-0.176689915048422,-0.921365921169128,2.95742475419003,0.846430162926114,1.11839879124846,1.52635173373198
59,NaN,NaN,1.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.379953872299558,0.789861665660505,0.491746906852544,0.938919045064486,0.8271260105115,0.8271260105115,-0.596371962796515,0.432123955090951,0.417218217150553,1.02835347270687,0.67061576213732,0.715332975958515,0.350142396418762,0.387406741269757,0.767503058749908,-0.119388348703777,-0.909392459544874,3.30893137758778,0.573728465524733,1.04325921064727,1.14759937623006
60,NaN,NaN,1.5,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,0.252681802193082,0.776819144962657,0.138738901591001,0.495759990144189,0.632491470866687,0.814800111830017,-0.643669015876624,0.0171998076154477,0.336239929301276,1.35412984134654,0.305855155807387,0.564125730505438,0.541337150385022,0.229893222072666,0.875569658817794,-0.11953167310705,-0.750015723105234,3.07086954375123,1.03508971966071,1.01989733291376,1.58961183592417
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,0.283066575686971,0.851869535492561,0.369967027879491,0.733368918866396,0.701768754432752,0.899269782143027,-0.546437740696182,0.235666329036505,0.425267315638369,1.14417105650377,0.559568014481355,0.583268137806588,0.188266082386039,-0.309436507443852,1.04937056320284,-0.325236589660674,-0.925639713899908,2.77947956594484,0.84396949438415,0.986170234335547,1.43647257751497
62,NaN,NaN,1.5,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.309436507443852,0.31128100821701,-0.111935479733578,0.527591657613977,0.339495440747049,0.508782035927284,-0.836105914671251,-0.168364344793656,0.0385414937599644,0.941403334721219,0.000922250386578906,0.132589602193428,-0.0272921821434604,-0.215388399010388,1.55271603953873,-0.0931258580468852,-0.826701103827904,1.88188441905586,0.88497446966114,0.979022578094604,1.41164387688854
63,NaN,NaN,1.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.0732097880256809,0.314047129053288,-0.135170894758316,0.0739478404643274,0.16688950056328,0.608362386033305,-0.321054214956221,-0.21262227817411,0.314047129053288,0.662578354424361,0.259831160662233,-0.0577195113425222,0.135908947196962,-0.390760460030436,0.894932504671742,-0.127425756416737,-0.832233345500461,1.85532965902759,0.693558907790678,0.972383888087536,2.04121297922549
64,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,0.010327061229925,0.320685819060356,0.000922250386578906,0.405329116650474,0.44294836002386,0.471162792553899,-0.478723102624087,-0.26241245322712,0.0385414937599644,0.565210900987363,0.217232899783546,0.0855655479766964,-0.356460561660584,-0.431699048407355,1.13890436243149,0.17961365641016,-0.845510725514597,2.67188852989696,0.922593713034525,0.997832199781297,1.67497858050224
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,0.196358807423923,0.495018898107753,0.157822021529236,0.658800238160176,0.543189880476112,0.976728721791349,-0.266082623312329,0.42757952279205,0.706971220528535,1.87270899384284,0.196358807423923,0.764776399370567,0.600995059318144,-0.0637644973652182,1.53551211726432,0.0422116638451727,-0.651450482259205,2.74942087294698,0.620263452265488,1.33319399131721,1.95941676210588
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.0131849658784408,0.735673097523016,0.949632544209147,1.04015384857636,1.20473803833492,0.817965192402297,-0.235373622052499,0.422963136981748,0.348900251590396,2.0194297776398,0.126711595416337,0.743902307010944,0.398275508517964,-0.0790186417818655,1.15536278140735,0.209003690295618,-0.860793543135035,2.15932633893458,0.702756259571304,1.31171776167798,1.73963665505024
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,1.13158950955333,1.83381538585653,1.90696391463811,1.78992626858758,1.68751832829337,3.44308301905136,0.239177458418021,0.209918046905388,0.429363633250137,1.48270244770493,0.648809219594886,0.692698336863836,0.531771573544353,0.166028929636438,1.40955391892335,0.0782506950985381,-0.62397518120466,9.11940885250221,2.22881744127708,1.78992626858758,3.16511860968134
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.728709920264,1.63012486724935,1.53897054676769,1.69089441423713,1.79217699255009,3.00756793230563,0.607170826288447,0.424862185325116,0.495759990144189,1.22499455399751,1.2553793274914,0.23242528653049,0.100757934723641,-0.3145006363595,2.0352551805012,0.131142708217529,-0.598091855635792,7.45387312024462,1.89345957086305,1.7820487347188,2.93667012748655
69,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.714762811119264,1.27596791718125,0.861539531166244,1.11192334771697,1.31050361601583,1.37094108897635,-0.442183099839283,0.300334425104263,0.542084316946347,1.75083377615677,0.852905606457598,0.904709154709474,1.35367323955906,0.97378055237864,1.2673339924726,0.196727328600512,-0.796174012893763,4.37554688758511,1.56088743256656,1.92351227032969,2.46744952697438
70,NaN,NaN,2,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.938919045064486,1.48546276954575,1.08797642446847,1.68420594208439,1.53514856268041,1.53514856268041,-0.362848735063612,1.00847915545301,0.988604838199146,1.80345184560757,1.32646823151484,1.38609118327643,0.899170410556757,0.948856203691418,1.45565129366495,0.273129417060039,-0.780209397394758,4.84422238544878,1.19728516936472,1.82332616286144,1.96244638363849
71,NaN,NaN,2,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,0.769222951589184,1.46807274194862,0.617299084119743,1.09332720219066,1.27563584315399,1.5187140311051,-0.425911472503758,0.455246958819005,0.880633787733442,2.23782033712712,0.840120756408257,1.18448152267233,1.15409674917844,0.738838178095296,1.59974009375547,0.272938317855675,-0.567707082141903,4.52680660700004,1.81243350821269,1.79217699255009,2.5517963298973
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.809735982914369,1.56813992932182,0.925603252504396,1.4101391071536,1.36800555457541,1.63134025818911,-0.296269772263167,0.746535654047081,0.999336969516233,1.9578752906701,1.17840456797355,1.21000473240719,0.683335325179793,0.0197318720732716,1.83147463293552,-0.00133490421582432,-0.80187240320147,4.13828663659153,1.55760654117727,1.74720752777914,2.34761065201837
73,NaN,NaN,2,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,0.0197318720732716,0.847355226287754,0.283066575686971,1.13576942548371,0.88497446966114,1.11068992990145,-0.682494004229926,0.2078280889402,0.483702540345027,1.68751832829337,0.433543549180513,0.609100018256313,0.395924305807128,0.145129349984557,2.50260193471672,0.308146071269228,-0.669954256438797,2.94149310740622,1.61227984154659,1.73767731945788,2.31450571784979
74,NaN,NaN,2,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,0.3347008312975,0.851043387402792,0.252086022320653,0.530911002617511,0.654833216082781,1.24346373004281,0.00424159539011292,0.148817511099595,0.851043387402792,1.31575168789756,0.778755429548052,0.355354533541712,0.613525811594358,-0.0887000647088398,1.62555722156073,0.262412873442759,-0.677330578668873,2.90608676070186,1.35705909238598,1.72882573278179,3.1539311876324
75,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,0.446083296971642,0.859894974078883,0.433543549180513,0.97275270419904,1.02291169536355,1.06053093873694,-0.205983588167042,0.0824306110289143,0.483702540345027,1.18592841664822,0.721957748376469,0.54640127930067,-0.042966866882371,-0.143284849211399,1.95085303190707,0.671798757211955,-0.695033752021055,3.99483192186102,1.66243883271111,1.76275681504014,2.66561865600139
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,0.694125625230306,1.09233907947541,0.642743244037389,1.31071419954531,1.15656705596656,1.73461884438687,0.0775370509153032,1.00241991238781,1.37494217603645,2.92925920712219,0.694125625230306,1.45201574782583,1.23364062775593,0.347294552178117,2.47966337168417,0.488596100458638,-0.436286761013866,4.09820837926105,1.25933181835239,2.20990587042135,3.04486956480625
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.41473392749382,1.41321134536243,1.6984906076106,1.81918568010022,2.03863126644496,1.5229341385348,0.118482385928409,0.996264731307406,0.897514217452269,3.12488691885147,0.601262675886857,1.42418362467967,0.963347893355694,0.326955692955921,1.97279759054154,0.710985469059232,-0.715410842181638,3.31141566724451,1.36932222809348,2.18127089756905,2.7518294220654
