Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22,Unit_23,Unit_24,Unit_25,Unit_26,Unit_27,Unit_28,Unit_29,Unit_30,Unit_31,Unit_32,Unit_33,Unit_34,Unit_35,Unit_36,Unit_37,Unit_38,Unit_39,Unit_40,Unit_41,Unit_42,Unit_43,Unit_44,Unit_45,Unit_46
20,NaN,NaN,0.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.499979052547057,-0.56093876554582,-0.579226679445449,-0.32116389441735,-0.466451210397737,-0.481691138647428,0.11977802960704,-0.55077881337936,-0.586338645961972,-0.593450612478494,-0.315067923117474,-0.553826799029298,-0.25918818620194,-0.470515191264321,-0.410571473482203,-0.337419817883687,-0.410571473482203,-0.0255092863733464,-0.536554880346315,-0.59446660769514,-0.572114712928927,-0.558906775112528,-0.609706535944831,-0.579226679445449,-0.101708927621801,0.136033953073377,-0.295764014001199,-0.21550039188616,-0.201276458853115,-0.593450612478494,-0.371963655249653,-0.380091616982822,1.1621891218859,-0.280524085751508,-0.534522889913023,1.30239646178306,-0.477627157780844,-0.55077881337936,-0.420731425648664,-0.536554880346315,-0.458323248664568,-0.0123013485569476,-0.524362937746562,0.0445943835752317,-0.468483200831029,-0.607674545511539
21,NaN,NaN,0.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.492828009291433,-0.553006187508161,-0.57019995271294,-0.292950488785871,-0.523991708725095,-0.341307953424313,0.0853123457192777,-0.583095276616525,-0.591692159218915,-0.614258976050188,-0.269309061629299,-0.504648722869719,-0.353128667002599,-0.467037361484263,-0.376770094159171,-0.307995033340053,-0.420829117496418,0.171281171743175,-0.535812422303381,-0.607811314098395,-0.46166430985777,-0.553006187508161,-0.583095276616525,-0.519693267423901,0.35181570639336,0.496888100308687,-0.309069643665352,0.300234410779021,-0.174743353003012,-0.579871445640629,-0.305845812689456,-0.317666526267742,1.22010084923472,-0.208056273087272,-0.515394826122706,1.61233361796876,-0.472410413110757,-0.548707746206966,-0.391814638713353,-0.551931577182862,-0.433724441400003,0.0853123457192777,-0.515394826122706,0.104655331574655,-0.479932685387848,-0.58739371791772
22,NaN,NaN,0.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.487662338604909,-0.542561729258766,-0.574913155894075,-0.235713349354171,-0.528836881595302,-0.208263654027242,-0.00337128533695334,-0.590598696080891,-0.581775579725807,-0.581775579725807,-0.10532729655126,-0.514131687670162,-0.403352560100771,-0.426880870380995,-0.35923697832535,-0.270025468512832,-0.469035759633064,0.554445737556704,-0.572952463370723,-0.60824492879106,-0.549424153090498,-0.490603377389937,-0.597461119912624,-0.500406840006697,0.94756458848879,0.894625890358284,-0.0778776012243311,0.940702164657057,0.0387836039151157,-0.558247269445583,-0.227870579260763,-0.320023127858309,1.33676205437417,-0.205322615242214,-0.52197445776357,1.92496981137979,-0.510210302623457,-0.548443806828822,-0.385706327390602,-0.561188308230611,-0.389627712437307,0.0378032576534397,-0.390608058698983,0.00839286980315897,-0.451389526922896,-0.594520081127595
23,NaN,NaN,0.75,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.23485285625032,-0.210714519681432,-0.426880870380995,0.405433105781949,-0.504818398184239,-0.578344367809941,0.339259733118817,-0.356295939540322,-0.478349049118987,-0.54158138299709,-0.216596597251488,-0.478349049118987,0.0598610485411502,-0.240124907531713,-0.401882040708257,-0.0916024488877954,0.401021547604406,-0.20630296150389,-0.547463460567146,-0.600402158697652,-0.397470482530715,-0.556286576922231,-0.594520081127595,-0.531287747249492,-0.478349049118987,-0.237183868746685,-0.61069579444525,-0.550404499352174,-0.463643855193846,-0.607754755660222,-0.520994111501894,-0.194538806363778,2.59062492305781,1.24509967890746,-0.309239318979873,0.837765807181075,-0.398941001923229,0.101035591531543,-0.344531784400209,-0.44305658369865,-0.0533689446824306,0.701007503677269,-0.260712179026909,0.287791554380826,-0.448938661268706,-0.38129476921306
24,NaN,NaN,0.75,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.0542412866949389,-0.39804373585322,-0.447767230566195,0.160280076209609,-0.449187901843708,-0.572786302987388,0.391849494444319,-0.434981189068573,-0.47760132739398,-0.575627645542415,-0.264500635766946,-0.473339313561439,0.127604636826797,-0.302858760259812,-0.372471652857976,-0.14232290590078,-0.0755513558576422,-0.21051512722143,-0.494649382724142,-0.592675700872578,-0.450608573121222,-0.574206974264902,-0.594096372150091,-0.487546026336574,-0.379575009245544,-0.136640220790725,-0.572786302987388,-0.520221465719386,-0.211935798498944,-0.599779057260146,-0.470497971006412,-0.145164248455807,2.29839034886752,0.406056207219454,-0.409409106073329,1.0709303650958,-0.342637556030191,-0.282969362374622,-0.21051512722143,-0.500332067834196,-0.342637556030191,0.613474213736434,-0.379575009245544,0.417421577439563,-0.464815285896358,-0.547214219992144
25,NaN,NaN,0.75,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.104248915663416,-0.515726978405071,-0.506583021455256,-0.0371932313647761,-0.456291258231276,-0.566018741629051,0.50534821432422,-0.457815251056245,-0.543158849254514,-0.590402626828556,-0.241408269910634,-0.506583021455256,0.214265584755124,-0.29931999725946,-0.264268162285171,-0.18197254973684,0.0771062305079057,-0.107296901313354,-0.51725097123004,-0.593450612478494,-0.323703882458965,-0.552302806204329,-0.598022590953402,-0.538586870779607,-0.296272011609522,0.0969181372325038,-0.468483200831029,-0.444099315631523,-0.229216327310882,-0.607166547903216,-0.288652047484676,-0.169780607137087,2.63893816928095,0.0222424888090184,-0.389235573932636,1.61024301242681,-0.364851688733131,-0.462387229531153,-0.217024384711129,-0.51725097123004,-0.358755717433254,0.380380802676755,-0.438003344331647,0.544972027773417,-0.419715430432018,-0.566018741629051
26,NaN,NaN,0.75,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.108226795240454,-0.498911396556683,-0.554317576379712,-0.135219549513212,-0.356844268805327,-0.496070054001656,0.580798774353622,-0.476180656116466,-0.564262275322307,-0.601199728537659,-0.275866005987054,-0.488966697614088,0.195796858147448,-0.270183320877,-0.332692857087596,-0.207673784666403,-0.129536864403158,-0.0158831622020727,-0.490387368891602,-0.584151673207497,-0.422195147570951,-0.555738247657225,-0.574206974264902,-0.524483479551927,-0.204832442111376,0.190114173037393,-0.434981189068573,-0.402305749685761,-0.197729085723808,-0.555738247657225,-0.339796213475164,-0.204832442111376,2.35521719996806,0.0395230176209561,-0.444925888011168,1.64772290376631,-0.319906815589974,-0.446346559288681,-0.271603992154513,-0.523062808274414,-0.380995680523058,0.244099681582909,-0.487546026336574,0.421683591272104,-0.454870586953763,-0.586993015762524
27,NaN,NaN,0.75,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.347818827748182,-0.528606211886672,-0.536823820256604,-0.147309183521857,-0.369184609510004,-0.472726474971139,0.552831049596296,-0.472726474971139,-0.558189602018425,-0.600921165542068,-0.280434439114745,-0.476013518319111,0.102506110924057,-0.285365004136704,-0.316591915942443,-0.165387921935706,-0.127586923434021,0.0285476355946748,-0.526962690212686,-0.597634122194096,-0.464508866601208,-0.554902558670453,-0.589416513824164,-0.515458038494782,-0.122656358412062,0.181395151275398,-0.351105871096155,-0.38397630457588,-0.165387921935706,-0.591060035498151,-0.31330487259447,-0.231128788895157,2.34262615256735,-0.00925336290700945,-0.462865344927221,1.69672213469074,-0.336314176030278,-0.471082953297153,-0.262355700700896,-0.5253191685387,-0.369184609510004,0.18961275964533,-0.446430128187358,0.455863270831106,-0.446430128187358,-0.59599060052011
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.377128297600937,-0.529245359204334,-0.529245359204334,-0.214145731597298,-0.370919437943656,-0.43145581960215,0.620945892307061,-0.488887771432004,-0.563394087319382,-0.585125096119867,-0.294860907141958,-0.51372321006113,0.190982361040318,-0.322800775599724,-0.324352990514045,-0.164474854339046,-0.238981170226424,0.0931928214381349,-0.51372321006113,-0.59599060052011,-0.481126696860402,-0.530797574118654,-0.59754281543443,-0.532349789032974,-0.127221696395358,0.276354181327939,-0.350740644057491,-0.324352990514045,-0.158265994681765,-0.594438385605789,-0.329009635257006,-0.170683713996328,2.26163705674369,-0.0232232971358928,-0.478022267031761,1.76182385433253,-0.369367223029335,-0.487335556517684,-0.270025468512832,-0.523036499547052,-0.394202661658461,0.105610540752698,-0.484231126689043,0.36327821652988,-0.457843473145597,-0.602199460177391
29,NaN,NaN,0.75,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.488084901648735,-0.547336691653999,-0.554562519703421,-0.188935620402647,-0.353684499929478,-0.394149137006243,0.487401885023291,-0.521323710676078,-0.583465831901111,-0.602252984829609,-0.314665028462597,-0.516988213846424,0.0336198835195636,-0.414381455544626,-0.294432709924214,-0.157141976985188,-0.287206881874792,0.0639683613271377,-0.490975232868504,-0.584910997510995,-0.508317220187118,-0.541556029214461,-0.592136825560418,-0.55745285092319,-0.0285222377054692,0.259065718661543,-0.386923308956821,-0.333452181391095,-0.102225683809578,-0.600807819219724,-0.303103703583521,-0.139799989666574,2.11754869297299,-0.15136131454565,-0.490975232868504,1.71001199098556,-0.391258805786474,-0.493865564088273,-0.308884366023059,-0.525659207505731,-0.369581321638207,-0.0762127028316572,-0.50253655774758,0.38045962989184,-0.450510595791738,-0.583465831901111
30,NaN,NaN,0.75,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.51372321006113,-0.541663078518897,-0.568050732062343,-0.207936871940017,-0.361606148457734,-0.380232727429578,0.453306681560461,-0.476470052117441,-0.591333955777148,-0.608408319834672,-0.315039701028122,-0.498201060917926,0.00161214149323315,-0.367815008115015,-0.282443187827395,-0.139639415709921,-0.285547617656035,0.0962972512667758,-0.510618780232489,-0.592886170691469,-0.491992201260645,-0.572707376805304,-0.592886170691469,-0.544767508347537,-0.0589242401652613,0.316711769100268,-0.226563450911861,-0.266921038684191,-0.114803977080795,-0.588229525948508,-0.277786543084434,-0.283995402741715,2.01483488536675,-0.141191630624241,-0.490439986346324,1.96361179319418,-0.34763621422885,-0.505962135489528,-0.38799380200118,-0.530797574118654,-0.405068166058704,-0.103938472680552,-0.474917837203121,0.273249751499298,-0.42835138977351,-0.602199460177391
31,NaN,NaN,0.75,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.438003344331647,-0.529442913829793,-0.556874784679236,-0.169780607137087,-0.387711581107667,-0.410571473482203,0.491632278899498,-0.514202985580102,-0.56754273445402,-0.578210684228804,-0.160636650187272,-0.518774964055009,-0.0768170448139725,-0.393807552407543,-0.303891975734367,-0.194164492336593,-0.303891975734367,0.273701304928918,-0.492867086030534,-0.579734677053773,-0.546206834904453,-0.526394928179854,-0.602594569428309,-0.556874784679236,0.159401843056237,0.516016164099004,-0.13168078651286,-0.0112853533403015,0.0100505462092657,-0.578210684228804,-0.245980248385542,-0.258172190985294,2.05524891731779,-0.108820894138323,-0.489819100380596,2.26555992716352,-0.404475502182327,-0.514202985580102,-0.319131903984058,-0.492867086030534,-0.375519638507914,0.293513211653517,-0.474579172130905,0.378856809851786,-0.390759566757605,-0.599546583778371
32,NaN,NaN,0.75,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.427276779448211,-0.517544046773303,-0.543334694580472,-0.127460498689868,-0.474022328598705,-0.199996695647532,0.439933753067855,-0.562677680435849,-0.575573004339434,-0.609423229586344,-0.0919983579550108,-0.44500784981564,-0.217727766014961,-0.388590807737457,-0.253189906749818,-0.150027315521141,-0.31927844175569,0.568886992103701,-0.491753398966134,-0.599751736658655,-0.380531230297717,-0.517544046773303,-0.562677680435849,-0.467574666646913,0.839688794078978,1.05729738495197,-0.15163923100909,0.76231685065747,0.04985020498442,-0.557841933972005,-0.146803484545245,-0.164534554912674,2.14211650834102,-0.000119175141970359,-0.46112700469512,2.73046566144207,-0.396650385177197,-0.511096384821511,-0.275756723581091,-0.515932131285355,-0.338621427611067,0.439933753067855,-0.46112700469512,0.46894823185092,-0.407933793592834,-0.569125342387642
33,NaN,NaN,0.75,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.419528273418425,-0.501877359399211,-0.550404499352174,-0.0416047895423182,-0.481290087904015,-0.000430246551925191,0.306908306483508,-0.573932809632399,-0.560698135099773,-0.560698135099773,0.153974289662049,-0.459232297016304,-0.293063605662218,-0.328356071082555,-0.226890232999087,-0.0930729682803095,-0.391588404960659,1.14363384082399,-0.547463460567146,-0.600402158697652,-0.51217099514681,-0.423939831595967,-0.584226445379997,-0.438645025521108,1.73331211722212,1.65390407002636,0.195148832652442,1.72301848147452,0.370140640361612,-0.525405669679436,-0.0298406344022059,-0.168069457298525,2.31710831605019,0.00398131162561684,-0.470996452156417,3.19941995155862,-0.453350219446248,-0.510700475754295,-0.266594256596966,-0.529817227856978,-0.272476334167022,0.368670120969098,-0.273946853559536,0.324554539193676,-0.365119055895406,-0.579814887202455
34,NaN,NaN,1,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.521113964659719,-0.072975869915951,-0.361197670848702,0.748554297368557,-0.46511437458636,-0.563149000753963,0.660323133817715,-0.267084429727804,-0.429821909166024,-0.514131687670162,-0.0808186400093592,-0.429821909166024,0.287791554380826,-0.112189720382992,-0.327865897951717,0.0858402244755648,0.742672219798501,-0.0670937923458948,-0.52197445776357,-0.592559388604244,-0.321983820381661,-0.533738612903682,-0.584716618510835,-0.500406840006697,-0.429821909166024,-0.108268335336288,-0.606284236267708,-0.525895842810274,-0.410214983932503,-0.602362851221004,-0.486681992343233,-0.0514082521590785,3.6621433870697,1.86810972820258,-0.204342268980538,1.32499789923406,-0.323944512905013,0.342690945034683,-0.251398889540987,-0.382765288605574,0.136818230082718,1.14265349456232,-0.139639415709921,0.591698895500393,-0.390608058698983,-0.300416202624788
35,NaN,NaN,1,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.135655107399374,-0.322748158145002,-0.389046151095634,0.421683591272104,-0.390940379465652,-0.555738247657225,0.730442815585051,-0.371998095765472,-0.428824946866014,-0.559526704397261,-0.144690691363302,-0.42314226175596,0.378116338761688,-0.19583485735379,-0.288652047484676,0.0182129484582527,0.107241681849102,-0.0727100133026151,-0.451555687306231,-0.582257444837478,-0.392834607835671,-0.557632476027243,-0.584151673207497,-0.442084545456141,-0.298123189334767,0.025789861938325,-0.555738247657225,-0.485651797966556,-0.0746042416726332,-0.591728586687569,-0.419353805015924,0.0144244917182165,3.27249728814931,0.749385099285231,-0.337901985105146,1.63588397645369,-0.248873251714297,-0.169315660173537,-0.0727100133026151,-0.459132600786303,-0.248873251714297,1.02594244130787,-0.298123189334767,0.764538926245376,-0.411776891535851,-0.5216421369969
36,NaN,NaN,1,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.0689782687747372,-0.479659148214136,-0.467467205614383,0.158385847839591,-0.400411521315743,-0.546714832512776,0.881774442091586,-0.402443511749035,-0.516234976013394,-0.579226679445449,-0.113900870221554,-0.467467205614383,0.493664269332791,-0.191116506686654,-0.144380726720936,-0.034653243323161,0.3107851303365,0.064914287908153,-0.481691138647428,-0.583290660312034,-0.223628353619328,-0.528426918613147,-0.58938663161191,-0.510139004713517,-0.18705252582007,0.337201005969297,-0.41666744478208,-0.384155597849406,-0.0976449467552167,-0.601578574211663,-0.176892573653609,-0.018397319856824,3.72656104870056,0.237633474737983,-0.31100394225089,2.35496750622837,-0.278492095318216,-0.408539483048911,-0.0813890232888798,-0.481691138647428,-0.270364133585047,0.715151226561632,-0.376027636116237,0.934606193357181,-0.351643750916732,-0.546714832512776
37,NaN,NaN,1,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.0636744293386866,-0.457238372416285,-0.53111327884699,0.027684090308343,-0.267815535414477,-0.453449915676249,0.982375188797455,-0.426930718495996,-0.544372877437117,-0.593622815057587,-0.159844518323447,-0.443978773826159,0.469039300522556,-0.152267604843374,-0.23561365312417,-0.068921556562579,0.0352610037884154,0.186799273389862,-0.445873002196177,-0.57089207461737,-0.354950040435309,-0.533007507217008,-0.557632476027243,-0.491334483076611,-0.0651330998225428,0.461462387042483,-0.371998095765472,-0.328430843255056,-0.0556619579724524,-0.533007507217008,-0.24508479497426,-0.0651330998225428,3.34826642295004,0.260674179820567,-0.385257694355598,2.40494069468103,-0.218565597794007,-0.387151922725616,-0.154161833213392,-0.489440254706593,-0.300017417704785,0.53344306510317,-0.442084545456141,0.77022161135543,-0.398517292945725,-0.574680531357406
38,NaN,NaN,1,NaN,NaN,-0.75,-0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.255781614004951,-0.496831459522938,-0.507788270682846,0.0115645782968167,-0.284269323020713,-0.42232514363556,0.945084889121021,-0.42232514363556,-0.536275979698608,-0.593251397730132,-0.165935762493701,-0.426707868099523,0.344651637558035,-0.172509849189646,-0.214145731597298,-0.012540406254982,0.0378609250805971,0.246040337118859,-0.494640097290956,-0.588868673266169,-0.411368332475651,-0.531893255234645,-0.57791186210626,-0.479300561667084,0.0444350117765422,0.449837024693157,-0.260164338468914,-0.303991583108548,-0.012540406254982,-0.580103224338242,-0.209763007133335,-0.10019489553425,3.33147835974909,0.195639005783279,-0.40917697024367,2.47027300258028,-0.240442078381079,-0.420133781403578,-0.141830777941902,-0.492448735058974,-0.284269323020713,0.460793835853065,-0.387263347923853,0.8157945174341,-0.387263347923853,-0.586677311034187
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.294860907141958,-0.497683655946486,-0.497683655946486,-0.0775508191371057,-0.286582427598916,-0.367297603143575,1.03590467940204,-0.443873538916713,-0.543215293433217,-0.572189971833864,-0.185171053196651,-0.476987457088881,0.462619971046383,-0.22242421114034,-0.224493831026101,-0.0113229827927699,-0.110664737309274,0.332233918243472,-0.476987457088881,-0.586677311034187,-0.433525439487911,-0.499753275832247,-0.588746930919948,-0.501822895718007,0.0383478944654819,0.57644906476321,-0.259677369084029,-0.224493831026101,-0.00304450324972799,-0.584607691148427,-0.230702690683382,-0.0196014623358119,3.22349289865088,0.177012426811435,-0.42938619971639,2.557075295436,-0.284512807713155,-0.441803919030953,-0.152057135024484,-0.489405176403444,-0.317626725885323,0.348790877329556,-0.437664679259432,0.692347778365798,-0.402481141201503,-0.594955790577229
40,NaN,NaN,1,NaN,NaN,0.75,0.0130895955713444,0.999914327574007,NaN,1,NaN,-0.442803045872354,-0.521805432546039,-0.531439869945269,-0.0439373375442371,-0.263602510246678,-0.317555359682366,0.85784600302368,-0.487121457908812,-0.569977619542189,-0.595027156780186,-0.211576548290837,-0.481340795469274,0.252803334352043,-0.344531784400209,-0.184600123572993,-0.00154581298762558,-0.174965686173763,0.293267971428809,-0.446656820832046,-0.571904507022035,-0.469779470590198,-0.514097882626656,-0.581538944421265,-0.535293644904961,0.169947172718666,0.553397781208016,-0.307920922283136,-0.236626085528835,0.0716759112465216,-0.593100269300341,-0.196161448452069,0.0215768367705261,3.03137508028994,0.00616173693175839,-0.446656820832046,2.48799281097338,-0.313701584722674,-0.450510595791738,-0.203868998371453,-0.49290212034835,-0.284798272524984,0.106359885883749,-0.462071920670814,0.715256329515078,-0.392703971396359,-0.569977619542189
41,NaN,NaN,1,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.476987457088881,-0.51424061503257,-0.549424153090498,-0.0692723395940638,-0.274164708284353,-0.299000146913479,0.812385731739907,-0.427316579830629,-0.580468451376906,-0.603234270120271,-0.212076111711538,-0.456291258231276,0.210126344983603,-0.282443187827395,-0.168614094110567,0.0217909353793979,-0.172753333882088,0.336373158014993,-0.47284821731736,-0.582538071262666,-0.448012778688234,-0.55563301274778,-0.582538071262666,-0.518379854804091,0.129411169438944,0.630259181792983,-0.0941077782231897,-0.147917895252963,0.0549048535515659,-0.576329211605385,-0.162405234453286,-0.170683713996328,2.89442333681496,0.0197213154936375,-0.445943158802474,2.82612588058487,-0.255538129312508,-0.466639357660079,-0.309348246342281,-0.499753275832247,-0.332114065085647,0.0693921927518893,-0.425246959944869,0.572309824991689,-0.363158363372054,-0.594955790577229
42,NaN,NaN,1,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.376027636116237,-0.497947062113765,-0.534522889913023,-0.018397319856824,-0.308971951817597,-0.339451808316979,0.863486528191957,-0.477627157780844,-0.548746822946068,-0.562970755979113,-0.00620537725707127,-0.48372312908072,0.105554096573995,-0.317099913550766,-0.197212477986531,-0.050909166789498,-0.197212477986531,0.572911896231183,-0.449179291714754,-0.565002746412405,-0.520298956879978,-0.49388308124718,-0.595482602911786,-0.534522889913023,0.420512613734274,0.895998375124631,0.0324024409754791,0.192929685205557,0.221377551271646,-0.562970755979113,-0.11999684152143,-0.136252764987767,2.94830871274967,0.0628822974748609,-0.44511531084817,3.22872339254399,-0.331323846583811,-0.477627157780844,-0.217532382319452,-0.449179291714754,-0.29271602835126,0.599327771863981,-0.424795406515248,0.71311923612834,-0.313035932684182,-0.591418622045202
43,NaN,NaN,1,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.361725549604989,-0.482081906038445,-0.516469436448004,0.0380294914061342,-0.424052948472315,-0.0586854378707505,0.794555160416432,-0.542260084255174,-0.559453849459953,-0.604587483122499,0.0853123457192777,-0.385366976761561,-0.0823268650273223,-0.310144253990651,-0.129609719340466,0.00794040229777007,-0.217727766014961,0.966492812464226,-0.447694375628886,-0.591692159218915,-0.299398150737663,-0.482081906038445,-0.542260084255174,-0.415456065869925,1.3275618817646,1.61770666959525,0.00579118164717264,1.22439929053592,0.274443762971852,-0.535812422303381,0.0122388435989649,-0.0114025835576069,3.06413216744732,0.207817922803332,-0.406859183267535,3.84859770491539,-0.320890357243638,-0.473485023436056,-0.15969880844883,-0.479932685387848,-0.24351841382213,0.794555160416432,-0.406859183267535,0.833241132127186,-0.33593490179782,-0.550856966857563
44,NaN,NaN,1,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.351394208231942,-0.461192989539656,-0.525895842810274,0.152503770269534,-0.433743294212728,0.207403160923392,0.617187898303969,-0.557266923183907,-0.539620690473738,-0.539620690473738,0.413275875875357,-0.404332906362447,-0.182774651223666,-0.229831271784115,-0.0945434876728235,0.0838795319522127,-0.314141050288253,1.73282194409128,-0.52197445776357,-0.592559388604244,-0.474917837203121,-0.357276285801998,-0.570991770847371,-0.376883211035518,2.51905964595545,2.41318224969444,0.468175266529214,2.50533479829199,0.701497676808108,-0.492564069913289,0.168189310456351,-0.0161157867387416,3.29745457772622,0.213285238493448,-0.420018446549263,4.47387009173745,-0.396490136269039,-0.472957144679769,-0.147482185803329,-0.498446147483345,-0.155324955896737,0.699536984284756,-0.157285648420089,0.640716208584194,-0.278848584867916,-0.565109693277315
45,NaN,NaN,1.25,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.807375073069118,0.0647627798495302,-0.295514471316408,1.09167548895517,-0.425410350988481,-0.547953633697984,0.981386534516612,-0.177872919915285,-0.38129476921306,-0.486681992343233,0.05495931723277,-0.38129476921306,0.515722060220501,0.0157454667657291,-0.253849755195177,0.263282897838925,1.08432289199259,0.0721153768121005,-0.496485454959993,-0.584716618510835,-0.246497158232607,-0.511190648885133,-0.574913155894075,-0.469525932763902,-0.38129476921306,0.0206471980741092,-0.601872678090166,-0.501387186268373,-0.35678611267116,-0.596970946781786,-0.452369873184572,0.091722302045621,4.73366185108159,2.49111977749769,-0.0994452189812036,1.81222999128704,-0.248948023886797,0.584346298537823,-0.158265994681765,-0.322473993512499,0.327005404847867,1.58429948544737,-0.0185666523929317,0.89560623661996,-0.332277456129259,-0.219537636036516
46,NaN,NaN,1.25,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.325551501493686,-0.247452580436783,-0.330325071625074,0.683087106334598,-0.332692857087596,-0.538690192327063,1.06903613672578,-0.30901500246237,-0.380048566338048,-0.543425763252108,-0.0248807469596586,-0.372945209950481,0.628628040696579,-0.0888109544477688,-0.204832442111376,0.178748802817285,0.290034719555847,0.0650951006162002,-0.40846199188832,-0.571839188802379,-0.335060642550119,-0.541057977789585,-0.574206974264902,-0.396623064575707,-0.216671369423989,0.188219944667375,-0.538690192327063,-0.451082130213726,0.0627273151536776,-0.583678116114992,-0.368209639025435,0.17401323189224,4.24660422743111,1.09271399135101,-0.266394864136964,2.20083758781158,-0.155108947398402,-0.0556619579724524,0.0650951006162002,-0.41793313373841,-0.155108947398402,1.43841066887931,-0.216671369423989,1.11165627505119,-0.358738497175345,-0.496070054001656
47,NaN,NaN,1.25,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.242205453212891,-0.4435913180232,-0.42835138977351,0.353964927043957,-0.344531784400209,-0.5274109233965,1.25820066985895,-0.347071772441825,-0.489311102772273,-0.568050732062343,0.0136065294675269,-0.42835138977351,0.773062953910457,-0.0829130161138489,-0.0244932911567004,0.112666063090518,0.544464030165093,0.23712547712966,-0.446131306064816,-0.573130708145573,-0.123552824779691,-0.504551031021964,-0.580750672270419,-0.481691138647428,-0.0778330400306185,0.577483874706091,-0.364851688733131,-0.324211880067288,0.0339264338004482,-0.59599060052011,-0.0651330998225428,0.132985967423439,4.81418392812016,0.453024460666948,-0.232772310569143,3.09969200002994,-0.1921325019033,-0.35469173656667,0.0542463381333694,-0.446131306064816,-0.18197254973684,1.04992165044651,-0.314051927900828,1.32424035894095,-0.283572071401446,-0.5274109233965
48,NaN,NaN,1.25,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,0.235575653917827,-0.415565348275887,-0.507908981314269,0.190587730129898,-0.178786802023628,-0.410829777350842,1.38395160324129,-0.377680780875526,-0.524483479551927,-0.586045901577515,-0.0438230306598394,-0.398990850038229,0.742281742897663,-0.034351888809749,-0.138534449160743,0.0698306715412453,0.200058871979988,0.389481708981796,-0.401358635500752,-0.557632476027243,-0.287704933299667,-0.510276766776791,-0.541057977789585,-0.458185486601294,0.0745662424662906,0.732810601047573,-0.30901500246237,-0.254555936824351,0.0864051697789035,-0.510276766776791,-0.150373376473356,0.0745662424662906,4.34131564593201,0.481825342020178,-0.325589500700029,3.16215848559576,-0.11722437999804,-0.327957286162551,-0.0367196742722716,-0.455817701138772,-0.219039154886512,0.822786448623432,-0.396623064575707,1.11875963143876,-0.342163998937687,-0.562368046952289
