Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8
11,NaN,NaN,0.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.783339841017975,-0.693488688571581,-0.70608464452201,-0.471799863844028,-0.764445907092332,-0.771583615464242,-0.465082020670466,-0.504549349315144
12,NaN,NaN,0.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.767444944223386,-0.568788724662333,-0.587790623924694,-0.400362799382309,-0.718212750679995,-0.598155296249619,0.784664736434064,0.0781395729517078
13,NaN,NaN,0.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.75947211935806,-0.593593068687793,-0.627699041722801,-0.378880465717401,-0.716064517313504,-0.61374659820848,0.722587436163202,0.0474441972202005
14,NaN,NaN,0.5,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.763224481060775,-0.509015188243023,-0.632684573938146,-0.340000361126356,-0.719253143924731,-0.680778223930693,0.45354486375068,0.0282595873880085
15,NaN,NaN,0.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.764898069613629,-0.614521733959275,-0.631574720476779,-0.299816619136246,-0.733892639581804,-0.677307729773722,0.409432592841764,0.00558686667723605
16,NaN,NaN,0.5,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.766448341115221,-0.51065354335266,-0.631574720476779,-0.189747342523265,-0.700174234422193,-0.715289381562708,0.32300495662805,-0.149052715606494
17,NaN,NaN,0.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.757146712105673,-0.569951428288526,-0.67226934739355,-0.192072749775652,-0.728079121450836,-0.708313159805548,0.374163916180562,-0.128124050335012
18,NaN,NaN,0.5,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.769548884118403,-0.594368204438589,-0.648627706994283,-0.177345170510535,-0.743194268591351,-0.679633137026109,0.366024990797208,-0.117659717699271
19,NaN,NaN,0.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.778450443063024,-0.576590090928405,-0.675082340037567,-0.130937042979028,-0.732617416249849,-0.707262975885115,0.18209277844712,-0.241131341487298
20,NaN,NaN,0.5,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.767723564447175,-0.522955697849158,-0.649727899672832,-0.161167337260058,-0.718965025284223,-0.700436780402302,0.176241753747566,-0.251858220103148
21,NaN,NaN,0.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.761729132279494,-0.610577660874345,-0.655033975993506,-0.0735453742348717,-0.726164080184165,-0.712827185648416,0.142512317244254,-0.154455867751746
22,NaN,NaN,0.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.756048603125379,-0.57634629823259,-0.601538210133448,-0.132968648777484,-0.718260735274092,-0.732536152017911,-0.11953296243036,-0.198467619719716
23,NaN,NaN,0.75,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.745851876879793,-0.447867547538213,-0.476370396431755,-0.195228659618177,-0.672003586564706,-0.491917404919142,1.58231264410638,0.522524898882848
24,NaN,NaN,0.75,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.733892639581804,-0.485074063576403,-0.536233023128916,-0.163005159120815,-0.66878123651497,-0.515304357857433,1.48919669370009,0.476481835285587
25,NaN,NaN,0.75,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.739521182135876,-0.358207242909249,-0.543711321451933,-0.104685002234248,-0.673564176431811,-0.615851796440754,1.08563283508131,0.447704920537299
26,NaN,NaN,0.75,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.742031564965158,-0.516467061483627,-0.542046541259883,-0.0444093892490827,-0.69552341991742,-0.610646055205297,1.01946442871793,0.41369583947114
27,NaN,NaN,0.75,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.744356972217545,-0.360664775573703,-0.542046541259883,0.120694525670389,-0.644945812178004,-0.667618532888776,0.889822974397361,0.181736466045545
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.730404528703223,-0.449611602977503,-0.603088481635039,0.117206414791808,-0.686803142720969,-0.657154200253035,0.96656141372613,0.213129463952768
29,NaN,NaN,0.75,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.749007786722319,-0.486236767202597,-0.567626021036139,0.139297783689484,-0.709475863431741,-0.614134166083877,0.954353025651098,0.22882596290638
30,NaN,NaN,0.75,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.76236012513925,-0.459569596937321,-0.607307970601064,0.208909974986744,-0.693610584919488,-0.655578924372386,0.678454707125966,0.0436185272243382
31,NaN,NaN,0.75,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.746269807215476,-0.379118007318451,-0.569276310053962,0.163564533565199,-0.673131998471049,-0.645339631148166,0.669678170076635,0.0275282093005642
32,NaN,NaN,0.75,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.737278158963955,-0.510550951856231,-0.577235424534973,0.294997478102979,-0.683930580820961,-0.663925239017338,0.619084015321667,0.173631737827667
33,NaN,NaN,0.75,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.728757365232783,-0.459203907893599,-0.496991775744886,0.205862566289059,-0.672075563455851,-0.693488688571581,0.226016095809746,0.107614109875712
34,NaN,NaN,1,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.724258809536201,-0.326946370414093,-0.364950168938816,0.0099054801459546,-0.625794422449418,-0.385679513588666,2.3799605517787,0.966910224813988
35,NaN,NaN,1,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.708313159805548,-0.376555058465014,-0.44476700453503,0.0528701474757701,-0.621497955716436,-0.416862117506387,2.25580595123698,0.905519473350973
36,NaN,NaN,1,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.715817883210978,-0.207399297575475,-0.45473806896572,0.13063035665786,-0.627875208938891,-0.550925368950815,1.71772080641193,0.867150253686589
37,NaN,NaN,1,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.719165060316686,-0.418412389007979,-0.452518362042987,0.21099784063808,-0.657154200253035,-0.543984380636872,1.6294962645941,0.821804812265044
38,NaN,NaN,1,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.722265603319869,-0.210676007794747,-0.452518362042987,0.431136393864042,-0.589717389933815,-0.619947684214845,1.45664099216667,0.512525647697584
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.703662345300774,-0.32927177766648,-0.533907615876529,0.426485579359268,-0.645527163991101,-0.605995240700523,1.5589589112717,0.554382978240548
40,NaN,NaN,1,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.728466689326234,-0.378105329966605,-0.486624335077995,0.455940737889502,-0.675757458272131,-0.548635195141646,1.54268106050499,0.575311643512031
41,NaN,NaN,1,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.746269807215476,-0.342549102946238,-0.539533601164562,0.548756992952516,-0.654603753589127,-0.603894872859658,1.17481663580481,0.328368395935975
42,NaN,NaN,1,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.724816049983777,-0.235280316787744,-0.488824720435092,0.488296404390456,-0.627298971657874,-0.590242481894031,1.1631145864057,0.306914638704276
43,NaN,NaN,1,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.712827185648416,-0.410524242838117,-0.49943687307644,0.663540330440828,-0.641697081457758,-0.615023292386261,1.09565571339908,0.50171934340708
44,NaN,NaN,1,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.701466127340186,-0.342061517554608,-0.392445341356325,0.544693781355603,-0.625890391637611,-0.654441225125251,0.571565154049852,0.41369583947114
45,NaN,NaN,1.25,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.702665742192608,-0.206025193289973,-0.253529941445878,0.215039619910086,-0.579585258334129,-0.279441622258189,3.17760845945102,1.41129555074513
46,NaN,NaN,1.25,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.682733680029291,-0.268036053353625,-0.353300985941145,0.268745454072356,-0.574214674917902,-0.318419877155341,3.02241520877386,1.33455711141636
47,NaN,NaN,1.25,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.69211458428608,-0.0565913522417005,-0.365764816479507,0.365945715549968,-0.582186241445971,-0.485998941460876,2.34980877774256,1.28659558683588
48,NaN,NaN,1.25,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.696298555668215,-0.32035771653233,-0.36299018282609,0.466405070525243,-0.618784980588651,-0.477322706068447,2.23952810047027,1.22991378505895
49,NaN,NaN,1.25,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.700174234422193,-0.0606872400157911,-0.36299018282609,0.741578262057696,-0.534488967689626,-0.572276835540913,2.02345900993598,0.843314829349623
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.676920161898324,-0.208931952355457,-0.464726750118018,0.735764743926728,-0.604251185261233,-0.554836281148011,2.15135640881726,0.895636492528329
51,NaN,NaN,1.25,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.70792559193015,-0.269973892730614,-0.405622649119851,0.772583692089521,-0.64203905311252,-0.483136224199414,2.13100909535888,0.921797324117681
52,NaN,NaN,1.25,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.730179489291702,-0.225528608955154,-0.471759231728059,0.888604010918288,-0.615596922258766,-0.552210821346929,1.67117856448366,0.613118264647612
53,NaN,NaN,1.25,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.703362292752079,-0.0914426262570374,-0.408373130816222,0.813028275215713,-0.5814659448447,-0.535145332639896,1.65655100273477,0.586301068107988
54,NaN,NaN,1.25,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.688376212332877,-0.310497533820003,-0.421638321617907,1.03208318277868,-0.599463582094554,-0.566121345755183,1.57222741147649,0.829806948986493
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.67417488944759,-0.224919127215617,-0.287898906967763,0.883524996422147,-0.579705219819371,-0.61539376167892,0.917114212289958,0.719777569066568
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.681072674849015,-0.0851040161658537,-0.142109713952939,0.420173759674218,-0.53337609421884,-0.173203730927712,3.97525636712334,1.85568087667627
57,NaN,NaN,1.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.657154200253035,-0.159517048242235,-0.261834967347259,0.484620760668941,-0.526931394119368,-0.219977636804295,3.78902446631075,1.76359474948175
58,NaN,NaN,1.5,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.668411285361181,0.0942165930920737,-0.276791563993293,0.601261074442076,-0.536497273953051,-0.421072513970936,2.98189674907318,1.70604091998517
59,NaN,NaN,1.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.673432051019744,-0.222303044056682,-0.273462003609194,0.721812300412407,-0.580415760924267,-0.410661031500022,2.84955993634644,1.63802275785285
60,NaN,NaN,1.5,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.678082865524518,0.0893015277631651,-0.273462003609194,1.05202013025135,-0.479260545445436,-0.524605986866981,2.59027702770529,1.17410401100166
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.650177978495875,-0.088592127044434,-0.395545884359507,1.04504390849419,-0.562975206531365,-0.503677321595499,2.74375390636283,1.23689000681611
62,NaN,NaN,1.5,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.687384494534065,-0.161842455494622,-0.324620963161706,1.08922664628954,-0.60832064795291,-0.417637253257183,2.71933713021277,1.26828300472333
63,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.714089171367928,-0.10850811496407,-0.403984862291557,1.22845102888406,-0.576590090928405,-0.5005267698342,2.1675404931625,0.897868133359248
64,NaN,NaN,1.5,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.68190853552038,0.0523950642736694,-0.327921541197352,1.13776014604097,-0.535632918031525,-0.480048183385761,2.14998741906384,0.8656874975117
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.663925239017338,-0.21047082480189,-0.343839770159375,1.40062603511653,-0.55723008273135,-0.517219399124105,2.04879910955391,1.15789455456591
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.646883651554993,-0.107776736876626,-0.183352472579201,1.22235621148869,-0.533520048001131,-0.57634629823259,1.26266327053006,1.025859298662
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.637886540161829,0.156738338082386,0.080730741032939,0.830442039202481,-0.440957765988263,0.0392720517332408,5.57055218246797,2.74445152853855
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.605995240700523,0.0575209619805439,-0.0789029301594886,0.916371373862112,-0.4323648325223,-0.0230931561022026,5.32224298138452,2.62167002561252
69,NaN,NaN,2,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.621004687511384,0.395832483759622,-0.0988450590208673,1.07189179222629,-0.44511933896721,-0.291219658991058,4.24607269173443,2.54493158628375
70,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.627699041722801,-0.0261936991053851,-0.0944056451754014,1.23262676018673,-0.503677321595499,-0.277337682363172,4.06962360809877,2.45424070344066
71,NaN,NaN,2,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.633900127729166,0.389279063321077,-0.0944056451754014,1.67290386663866,-0.368803700957058,-0.429264289519117,3.72391306324392,1.83568237430574
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.596693611690976,0.152087523577612,-0.257184152842486,1.66360223762911,-0.48042324907163,-0.401359402490474,3.92854890145397,1.91939703539167
73,NaN,NaN,2,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.646302299741896,0.0544204189773614,-0.162617591245418,1.72251255468958,-0.54088383763369,-0.28663931137272,3.89599319992055,1.96125436593463
74,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.68190853552038,0.125532873018097,-0.268436123418551,1.9081450648156,-0.498576428267682,-0.397158666808743,3.1602643505202,1.46736787078252
75,NaN,NaN,2,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.639001021056983,0.340070445335083,-0.167018361959612,1.78722388769148,-0.443966864405177,-0.36985388487749,3.13686025172198,1.42446035631912
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.615023292386261,-0.0104174067656622,-0.188242667242309,2.13771173979223,-0.472763084004943,-0.419415505861949,3.00194250570873,1.81406976572473
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.5923011757698,0.126508043801356,0.0257403961979227,1.90001864162178,-0.441149704364651,-0.498251371339929,1.95376138701028,1.63802275785285
