Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22,Unit_23,Unit_24
48,NaN,NaN,1.25,NaN,NaN,-2,-0.034899496702501,0.999390827019096,NaN,1,NaN,-0.505102771854113,-0.183529498717073,3.83987563960217,-0.0616307928534969,0.139539464062465,-0.463971306685421,-0.696551046093839,-0.707020873591324,-0.400404496879262,-0.421344151874232,-0.4437794965117,-0.439292427584207,0.34594463472717,-0.206712688175789,2.02709979289477,0.239750670109822,-0.223165274243266,-0.141650188727132,-0.224660963885764,0.144774377811208,0.348936014012166,0.568802391459352,0.283873514563509,0.358657996688402
49,NaN,NaN,1.25,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.512187617529102,-0.168336440769594,4.1011490039943,-0.00459778516982847,0.0322434123401189,-0.377103226659296,-0.725047869808798,-0.729141336198792,-0.418037890559237,-0.340262029149348,-0.475346420019155,-0.467159487239167,0.445683517729528,-0.11512137769967,2.214060998207,0.421122719389563,-0.205177638279542,-0.168336440769594,-0.172429907159588,0.208262467109867,0.363814189929645,0.376094589099627,0.650356837229235,0.531646311919405
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.55346340362821,-0.222915992636183,3.6431924516137,-0.0760060321952818,-0.117054403494945,-0.176466519849722,-0.680929398716639,-0.724138210611022,-0.446521594189613,-0.367665512482365,-0.427077628837141,-0.498372168462872,0.425216185779557,-0.186188502525958,2.4571105651129,0.386328255074613,-0.276927007504161,-0.158102774794609,-0.238039076799217,0.153000670844946,0.44249971053731,0.204851245118205,0.121674282221519,0.444660151132029
51,NaN,NaN,1.25,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.585870012548997,-0.15486211390253,3.46495610254938,-0.109492861413428,-0.070604930708484,-0.0835675742767987,-0.605313977901469,-0.721977770016302,-0.261803923341127,-0.530778777383659,-0.388189698132196,-0.436799611513377,0.545120638786469,-0.115974183197586,2.5640523745515,0.373365611506298,-0.30393251493815,-0.226156653528262,-0.213194009959947,0.240498514931071,0.16920397530534,0.538639317002311,0.136797366384553,0.240498514931071
52,NaN,NaN,1.25,NaN,NaN,2,0.034899496702501,0.999390827019096,NaN,1,NaN,-0.566426047196525,-0.171065418362924,3.00964324721232,-0.013083199874087,-0.150811287787432,-0.00903237375898881,-0.641771412937355,-0.713065952563086,-0.325806975959682,-0.435989446290357,-0.398721846031452,-0.310413836722308,0.347440324369668,-0.211573679513907,2.28778603350179,0.39361974208179,-0.307173175830229,-0.261803923341127,-0.142709635557235,0.390379081189711,0.436558498901832,0.588869560829531,0.140038027276631,0.459243125146383
53,NaN,NaN,1.25,NaN,NaN,4.5,0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.564265606601806,-0.292050091667195,3.09552076085241,-0.00255105197483134,-0.0327972203008992,-0.166744537173485,-0.521056794707423,-0.741421735368775,-0.20563246787843,-0.477847982813041,-0.283408329288319,-0.43031828972922,0.438178829347872,-0.253162160962251,2.53812708741487,0.321515037233038,-0.244520398583374,-0.166744537173485,-0.244520398583374,0.330156799611915,0.0665830470561809,0.693110819524729,0.140038027276631,0.170284195602699
54,NaN,NaN,1.25,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.558419708521978,-0.293066769594122,2.95064415626536,0.040911929401283,-0.0139886786527561,0.21933890557691,-0.512669201810278,-0.727696583355265,-0.142090097445514,-0.439468391071559,-0.338817276305821,-0.38914283368869,0.512142148531786,-0.206140806841893,2.69444131867984,0.297114766986799,-0.37541768167518,-0.329667174963481,-0.187840604157213,0.470966692491256,0.0043115240319235,0.928471759608249,-0.0414389826797757,-0.0231387799950961
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.669628632528877,-0.220921739779519,1.95081962112737,-0.10126656837969,-0.158102774794609,0.293595497239745,-0.484163116859143,-0.690568287523847,-0.334594152609356,-0.376473462599297,-0.277757946194438,-0.286732084049425,0.120095498709993,-0.191007946929562,2.46533685814664,0.29060411795475,-0.361516566174318,-0.295706221904412,-0.0683613962447373,0.383336875789617,0.117104119424998,0.664526528579215,0.0213799823051345,-0.0444303619647715
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.213742429495529,0.0411230855861062,6.39481268691702,0.145223084703957,0.195478256691885,-0.569118288553021,-0.727063114800795,-0.666038977386882,-0.281945877193432,-0.285535532335427,-0.378866566027293,-0.475787254861155,0.439574806347536,-0.0414389826797757,2.43183341015469,0.47906101290948,-0.0916941546677038,0.0841989472900447,-0.00195277611783217,0.561623081175362,0.514957564329429,0.482650668051475,0.766233424269069,1.53800927979797
57,NaN,NaN,1.5,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.448095629480051,-0.216990212719239,5.96507968563249,0.400772343622163,0.254109290677802,-0.416985284916096,-0.710311390804819,-0.741421735368775,-0.319209916286521,-0.412540949978388,-0.203657207906115,-0.474761639106299,0.671876774822347,-0.123659179027373,2.64071715222696,0.436327023123827,-0.0481054850863377,-0.199212872968407,-0.216990212719239,0.382995003871331,0.476326037563198,0.685209779635471,0.351884659307376,1.10297726378002
58,NaN,NaN,1.5,NaN,NaN,-4.5,-0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.461428634293175,-0.20908917282998,5.75027016364328,0.278306225338656,0.288676340193308,-0.285136681764094,-0.679201046240864,-0.613523652161402,-0.212545877781531,-0.364640895649758,-0.20908917282998,-0.516735913517985,0.544472506608053,-0.101931319331911,2.80515754492215,0.478795112528591,-0.139955073798968,-0.0569941549617535,-0.0224271054462474,0.385464078836725,0.285219635241757,0.458054882819288,0.568669441268907,0.824465607683653
59,NaN,NaN,1.5,NaN,NaN,-2,-0.034899496702501,0.999390827019096,NaN,1,NaN,-0.45783897915118,-0.0719510513867321,4.75613511459636,0.0743273956495587,0.315731703948713,-0.408481220948751,-0.687576908238852,-0.700140701235834,-0.33220104918136,-0.357328635175324,-0.384251048740285,-0.378866566027293,0.563417908746359,-0.0997708787371923,2.58080409854747,0.435985151205542,-0.119513982018164,-0.0216958793988039,-0.121308809589162,0.322013600447204,0.567007563888354,0.830847216824977,0.488932564549966,0.578673943099837
60,NaN,NaN,1.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.466340793961168,-0.0537193818497582,5.06966315186691,0.142767004869961,0.186976441881898,-0.3042395249174,-0.721773096696803,-0.726685256364796,-0.35336112159733,-0.260030087905463,-0.422131356949231,-0.412307037613245,0.683104568349188,0.0101386938341504,2.80515754492215,0.65363161034123,-0.097928818861695,-0.0537193818497582,-0.0586315415177512,0.398199307605596,0.584861374989329,0.599597853993308,0.928712551748837,0.786259921377041
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.515871737280097,-0.119214844089664,4.5201152890102,0.0570771084394166,0.00781906287982057,-0.0634754767459108,-0.668830931386212,-0.720681505659471,-0.387541565953781,-0.292914267905083,-0.364208807530814,-0.449762255081692,0.658543770009223,-0.0751418559573942,3.09681702520924,0.61187825316329,-0.184028061931238,-0.0414389826797757,-0.137362545085305,0.33188515208769,0.679283999718527,0.394105841215601,0.294293485739577,0.68187652843219
62,NaN,NaN,1.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.554759667985042,-0.0375501896092813,4.30623167013301,0.0168929133776409,0.0635584302235741,0.0480032579415964,-0.578092426408008,-0.718088976945808,-0.165880360935598,-0.488650185786636,-0.317543290684881,-0.375875186742297,0.802429113617517,0.00911532723665198,3.22514719653555,0.596323080881312,-0.216434670852025,-0.123103637160159,-0.107548464878181,0.43688256499104,0.351329117440163,0.794651527476529,0.312441186735218,0.43688256499104
63,NaN,NaN,1.5,NaN,NaN,2,0.034899496702501,0.999390827019096,NaN,1,NaN,-0.531426909562075,-0.0569941549617535,3.75985624372854,0.13258450722485,-0.0326891982711632,0.137445498562968,-0.621841348451071,-0.707394796001948,-0.242684024077863,-0.374902988474674,-0.330181868163988,-0.224212256993014,0.565212736317357,-0.105604068342934,2.8936275872759,0.620628037571902,-0.22032346392252,-0.165880360935598,-0.0229672155949271,0.616739244501408,0.672154545755954,0.854927820069192,0.316329979805713,0.699376097249415
64,NaN,NaN,1.5,NaN,NaN,4.5,0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.528834380848412,-0.202175762926879,3.86290926009664,0.145223084703957,0.108927682712676,-0.0518090975344275,-0.476983806575153,-0.741421735368775,-0.0984746143803608,-0.425133232301894,-0.191805648072227,-0.368097600601309,0.674098942291201,-0.155510246080946,3.1940368519716,0.534102391753401,-0.145140131226294,-0.0518090975344275,-0.145140131226294,0.544472506608053,0.228184003541172,0.98001733050343,0.316329979805713,0.352625381796994
65,NaN,NaN,1.5,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.521819303152618,-0.203395776439191,3.68905733459218,0.197378662355294,0.131497932690448,0.411491033766047,-0.466918695098579,-0.724951552952563,-0.022223769860862,-0.379077722212116,-0.25829638449323,-0.318687053352673,0.762854925311898,-0.0990846211365168,3.38161392948956,0.504822067457914,-0.302216870936462,-0.247316262882422,-0.0771243779149012,0.713444378063262,0.153458175912063,1.26245045860365,0.0985575678580241,0.12051781107964
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.655270011960898,-0.116821740661668,2.4892678924266,0.0267644650181267,-0.0414389826797757,0.500598943761449,-0.432711393157216,-0.680397597954862,-0.253228636057473,-0.303483808045401,-0.18502518835957,-0.195794153785555,0.292398945525747,-0.0809251892417193,3.10668857684972,0.497009288619454,-0.285535532335427,-0.20656311921154,0.0662506715800702,0.608288598021295,0.288809290383752,0.945716181368812,0.173940325839916,0.0949679127160293
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.0378493275377808,0.301971359237733,8.77355749434562,0.440771358061535,0.507778254045439,-0.511683806281103,-0.722276907944802,-0.640911391392918,-0.128787257801651,-0.133573464657644,-0.258014842913466,-0.387242428025281,0.833240320252973,0.191888601549891,3.48958512532917,0.885888595668898,0.124881705565986,0.359405841509651,0.244536876965815,0.995971353356741,0.93375066422883,0.890674802524891,1.26878514414835,2.29781961818688
68,NaN,NaN,2,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.350320260850477,-0.0421797051693938,8.20058015929958,0.781503703285809,0.58595296602666,-0.30883980143187,-0.699941275950167,-0.741421735368775,-0.178472643259104,-0.302914021514926,-0.024402365418562,-0.38587494035214,1.14297627821939,0.0822616730864283,3.76809678142554,0.828909942621361,0.182999931674475,-0.0184765855016181,-0.0421797051693938,0.757800583618034,0.882241961873856,1.16075361797022,0.716320124199426,1.71777693016295
69,NaN,NaN,2,NaN,NaN,-4.5,-0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.368097600601309,-0.031644985317049,7.91416746331396,0.618215545574466,0.632042365380668,-0.133041663895867,-0.65846081653156,-0.570890957758944,-0.0362539252524498,-0.239047282410086,-0.031644985317049,-0.441840639567722,0.973103920600329,0.111232152680376,3.98735063835246,0.885534061827713,0.0605338133909674,0.171148371840587,0.217237771194595,0.761092683571891,0.627433425445268,0.857880422215308,1.00536650014813,1.34642805536779
70,NaN,NaN,2,NaN,NaN,-2,-0.034899496702501,0.999390827019096,NaN,1,NaN,-0.363311393745315,0.151205843273949,6.58865406458474,0.34624377265567,0.66811618372121,-0.29750104947541,-0.669628632528877,-0.686380356524853,-0.195794153785555,-0.229297601777507,-0.265194153197456,-0.258014842913466,0.998364456784737,0.114112740140002,3.68821270985289,0.82845411339698,0.0877886024320395,0.218212739257853,0.0853954990040429,0.676492045719198,1.00315066364073,1.35493686755623,0.899050664522879,1.01870583592271
71,NaN,NaN,2,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.374647146825299,0.175514735989914,7.00669144761214,0.437496584949539,0.496442500965455,-0.158512121433608,-0.715223550472812,-0.721773096696803,-0.224007583673515,-0.0995662054176926,-0.315701230809384,-0.302602138361402,1.15794666958851,0.260658836901792,3.98735063835246,1.11864939224457,0.116568819973998,0.175514735989914,0.168965189765923,0.778072988597052,1.0269557451087,1.04660438378067,1.48542398078804,1.29548714029231
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.440688404583871,0.0881874530033723,6.27396096380319,0.323243389708814,0.257565995629352,0.16250660946171,-0.644633996725358,-0.71376809575637,-0.269581509482116,-0.143411778750519,-0.238471164918161,-0.352542428319331,1.12519893846856,0.146951437179733,4.37622994540191,1.06297824934064,0.00176982921460694,0.191888601549891,0.063990518342518,0.689654114573179,1.15285257808096,0.772615033410393,0.639531892775695,1.15630928303251
73,NaN,NaN,2,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.492538978857131,0.197073658977217,5.98878280530027,0.269664462959779,0.33188515208769,0.311144922378387,-0.523649323421086,-0.710311390804819,0.0259667638754612,-0.40439300259259,-0.17625047579025,-0.254026337200138,1.31704606327961,0.259294348105127,4.54733684050366,1.04223801963134,-0.0414389826797757,0.0830023955760463,0.10374262528535,0.829650665110979,0.715579401709808,1.30667594842496,0.663728827436549,0.829650665110979
74,NaN,NaN,2,NaN,NaN,2,0.034899496702501,0.999390827019096,NaN,1,NaN,-0.461428634293175,0.171148371840587,5.26028223676098,0.423919921422725,0.203554980761374,0.430401243206883,-0.581981219478503,-0.696052482879673,-0.0764381203142257,-0.252730072843307,-0.193101912429059,-0.0518090975344275,1.00075756021273,0.106335153999013,4.10531069482413,1.07464462855213,-0.0466240401071017,0.0259667638754612,0.216517624329689,1.0694595711248,1.1433466394642,1.38704433854851,0.668913884863875,1.17964204145548
75,NaN,NaN,2,NaN,NaN,4.5,0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.457971929341625,-0.0224271054462474,5.39768625858511,0.440771358061535,0.392377488739826,0.178061781743688,-0.388837830310612,-0.741421735368775,0.115841092615777,-0.3197037312796,-0.00860028564004486,-0.243656222345487,1.14593916817786,0.0397935836816636,4.50585638108505,0.959277100794126,0.0536204034878662,0.178061781743688,0.0536204034878662,0.973103920600329,0.551385916511154,1.55383035246083,0.668913884863875,0.717307754185584
76,NaN,NaN,2,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.448618492413899,-0.02405379012933,5.16588369124584,0.510312128263318,0.422471155376855,0.795795290144321,-0.37541768167518,-0.719461492147159,0.217508885308442,-0.25829638449323,-0.0972546008680488,-0.17777549268064,1.26428047887212,0.115027750274236,4.75595915110901,0.920236668400143,-0.155815249459024,-0.0826144387203051,0.144308074569723,1.19839974920727,0.451751479672342,1.93040785659446,0.378550668933624,0.407830993229111
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.626552770824939,0.0913782575740344,3.56616443502506,0.28282653181376,0.191888601549891,0.914605836804857,-0.329807945753363,-0.660056218816891,-0.0904976029537056,-0.15750449893761,0.000440327310164399,-0.0139182932578151,0.637005839157254,0.139240326133966,4.38939201425589,0.909819629948864,-0.133573464657644,-0.0282769138257945,0.335474807229685,1.05819204248465,0.632219632301261,1.50809548694801,0.47906101290948,0.373764462077631
