Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22
11,NaN,NaN,0.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-1.01325369692872,-1.00233030491467,-0.647320064458166,-0.788231821439363,-0.426667545774431,-0.897465741579826,-0.717229773348062,-0.719414451750871,-0.63421199404131,-0.50203895067135,-0.677905562097496,-0.42885222417724,-0.474730470636235,-0.805709248661837,-0.152490406221869,0.0222838660028709,-0.154675084624679,-0.510777664282587,0.0714391300660793,-0.908389133593872,-0.63421199404131,-0.731430182966322
12,NaN,NaN,0.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.911246020736007,-0.779871225243997,-0.162657563404174,0.521482881044786,-0.100688320247565,-0.948427566629972,-0.859191856484456,-0.836882928948077,-0.415492075483138,-0.598921035226699,-0.658411508657044,-0.531994252617562,-0.725338291266181,-0.782349994970261,-0.400619457125552,-0.251893273549691,-0.279159740538598,-0.737732139897503,0.199242816630421,-0.886458323473364,-0.650975199478251,-0.678241666467158
13,NaN,NaN,0.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.99707342250791,-0.932625409625037,-0.570105337158876,-0.278075278783358,-0.368705296899898,-0.938667410832806,-0.644623352054698,-0.62851134883398,-0.284117279991127,-0.604343344002903,-0.72115536735311,-0.243837271939331,-0.664763356080596,-0.781575379430803,-0.481489319444926,-0.187445260666818,-0.278075278783358,-0.819841387080009,-0.143137251809842,-0.880261399157703,-0.755393374197136,-0.827897388690368
14,NaN,NaN,0.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-1.004138932117,-0.961877940062653,-0.653372698065949,-0.450519936205103,-0.490667878656728,-0.942860493638198,-0.653372698065949,-0.708311987736595,-0.321623910439357,-0.657598797271383,-0.763251277407241,-0.40825894415076,-0.718877235750181,-0.818190567077887,-0.456859085013254,-0.275136819179579,-0.294154265604034,-0.832981914296907,-0.190614835070893,-0.879469005556684,-0.70408588853116,-0.759025178201806
15,NaN,NaN,0.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.975801223661097,-0.918668931159523,-0.53825147133197,-0.424683621603231,-0.334108035930004,-0.92215260753157,-0.680385467311495,-0.67481158511622,-0.325747212637091,-0.576571911424489,-0.71173855465992,-0.301361478032761,-0.633704203926063,-0.745181847831573,-0.318779859892997,-0.0561106614406384,-0.293000654739847,-0.819035786918973,-0.156440540955598,-0.889406049634327,-0.706861407739054,-0.763296964966218
16,NaN,NaN,0.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.997146658886186,-0.945588248579888,-0.699514017572554,-0.629207094427602,-0.486249684032865,-0.915121915217075,-0.61280214569378,-0.495623940452192,-0.37141504289611,-0.629207094427602,-0.727636786830535,-0.312825940275316,-0.647955607266256,-0.830753607443132,-0.303451683855989,-0.071438837477646,-0.336261581323633,-0.8284100433383,-0.270641786388345,-0.833097171547964,-0.729980350935367,-0.788569453556161
17,NaN,NaN,0.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.968617545851964,-0.92547895658359,-0.559060818822094,-0.597001987696688,-0.387545945827351,-0.894814176260287,-0.574133337964056,-0.552304172310179,-0.318420254590076,-0.526317070341279,-0.696792459257266,-0.279959343676103,-0.577771532239702,-0.788267058187795,-0.233182560132082,0.0630704023133825,-0.270084244927921,-0.780470927597125,-0.225386429541412,-0.878182431000191,-0.735773112210616,-0.790346026345307
18,NaN,NaN,0.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-1.00123796571327,-0.964098432865508,-0.686644275708733,-0.673536205291877,-0.479099827441853,-0.90074275918404,-0.540270822720512,-0.494392576261518,-0.494392576261518,-0.581779712373888,-0.712860416542443,-0.271555379174974,-0.568671641957033,-0.760923341404247,-0.19509163507665,0.051777024440796,-0.258447308758118,-0.81117094466886,-0.306510233619922,-0.876711296753138,-0.739076557376155,-0.743445914181773
19,NaN,NaN,0.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-1.00857305174964,-0.999890936024487,-0.754788130552835,-0.784841608062983,-0.547085208204923,-0.939116125948409,-0.360753647642005,-0.26391466455375,-0.440228399279952,-0.559106599208982,-0.692009755309414,-0.173086376967525,-0.511021035192745,-0.737423899102527,-0.201136289310329,0.0827021093966245,-0.236532607266726,-0.781502332784077,-0.21382553537017,-0.898376967545764,-0.70803827664816,-0.788180883341888
20,NaN,NaN,0.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.990897154606635,-0.990897154606635,-0.638581350846929,-0.66865709019227,-0.38938236769982,-0.920004340435475,-0.417309839949065,-0.376492765123245,-0.451682113486597,-0.490350921216321,-0.655767487615695,-0.286265547087223,-0.468868250255363,-0.782515246285345,-0.0972180426307952,0.149832673420218,-0.163814322609764,-0.786811780477537,-0.0950697755346995,-0.894225135282325,-0.677250158576653,-0.769625643708771
21,NaN,NaN,0.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-1.00944009164662,-0.980042752436888,-0.647626685988385,-0.695114695481028,-0.426015975022716,-0.96421341593934,-0.335562623608157,-0.362698629032525,-0.480287985871451,-0.421493307451988,-0.627274681920109,-0.175007924847316,-0.383050633100801,-0.719989367120032,0.0556481212598089,0.290826834937661,-0.113951912642489,-0.772000044183403,-0.0121918923011102,-0.889589401022329,-0.545866665647006,-0.643104018417657
22,NaN,NaN,0.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-1.00123796571327,-0.979391181685173,-0.269370700772165,-0.551194214734559,0.171934336595305,-0.769662055015484,-0.409190118551957,-0.413559475357576,-0.243154559938454,0.0211915268014665,-0.330541696050824,0.167564979789687,0.0758084868716978,-0.586149069179507,0.720288615700428,1.06983716014991,0.71591925889481,0.00371409957899236,1.16814768827633,-0.791508839043577,-0.243154559938454,-0.437590937788477
23,NaN,NaN,0.75,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.854234317031927,-0.657172123793911,0.268648368965823,1.29485903563926,0.361602233700736,-0.910006635872875,-0.7761530706546,-0.742689679350031,-0.110603399152623,-0.385746838767965,-0.474982548913482,-0.285356664854259,-0.575372722827188,-0.660890278383308,-0.0882944716162437,0.134794803747548,0.0938951032641858,-0.593963495774171,0.811498939017715,-0.817052771137962,-0.463828085145292,-0.504727785628654
24,NaN,NaN,0.75,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.982975419689782,-0.886303400365472,-0.342523291666231,0.0955217958970469,-0.0404232312777634,-0.895366402177126,-0.454300314009964,-0.430132309178886,0.0864587940853929,-0.39388030193227,-0.569098336957581,0.146878806163086,-0.484510320048811,-0.659728355074122,-0.209599265095305,0.231466823071857,0.0955217958970469,-0.71712736654793,0.29792883635732,-0.807757384664471,-0.620455347223621,-0.729211368963469
25,NaN,NaN,0.75,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.99357368410341,-0.930182196021896,-0.46742433302684,-0.16314519023557,-0.223367103913009,-0.901656026385214,-0.46742433302684,-0.549833267532809,0.0301988484130486,-0.473763481834991,-0.632242202038777,-0.0997537021540559,-0.565681139553187,-0.714651136544746,-0.172653913447797,0.0999294853027146,0.0714033156660331,-0.736838157373276,0.226712461465744,-0.806568794262942,-0.543494118724657,-0.625903053230626
26,NaN,NaN,0.75,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.951067121419562,-0.865368682667201,-0.294742492925871,-0.124390718332763,0.0114726601770771,-0.870594197225272,-0.507943486895159,-0.499582663602246,0.0240138951164469,-0.35222315306465,-0.554973117917796,0.0605924970229425,-0.437921591817011,-0.605138057675276,0.0344649242325887,0.428468721911126,0.0731337319623124,-0.715918966306377,0.277973902638687,-0.821474360379406,-0.547657397536497,-0.632310733377244
27,NaN,NaN,0.75,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.983085274257196,-0.905747658797748,-0.536636312286748,-0.431175927569319,-0.216739811977214,-0.860048158753529,-0.406568504468586,-0.230801196606205,-0.044487850272081,-0.431175927569319,-0.578820466173719,0.0433958036591096,-0.4592986968273,-0.733495697092615,0.0574571882880999,0.405476457855615,0.00824234208663352,-0.729980350935367,0.106672034489567,-0.737011043249862,-0.582335812330967,-0.670219466262157
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.940291604705863,-0.875583720803301,-0.325956514161057,-0.382868267472949,-0.0686842046689426,-0.829586550318347,-0.348565292874,-0.315821544393186,0.0350043321869699,-0.276840891439835,-0.532553974813815,0.0926956985579291,-0.354022584287469,-0.669765873209609,0.16286087387396,0.607240317542157,0.107508346680202,-0.658071677323604,0.174555069759965,-0.804638932428203,-0.591024954243841,-0.672884325445878
29,NaN,NaN,0.75,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.989222234497815,-0.933512935226178,-0.517331699491015,-0.497669593865732,-0.206015027090696,-0.838479424703976,-0.297771520008685,-0.228954150320193,-0.228954150320193,-0.360034854488749,-0.556655910741582,0.105301645309623,-0.340372748863466,-0.628750298034287,0.219997261457109,0.590300250733278,0.124963750934906,-0.704121702931206,0.0528693636422007,-0.802432231057623,-0.595980121992148,-0.602534157200576
30,NaN,NaN,0.75,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-1.00022486355238,-0.987201689964646,-0.619547481757168,-0.664627698022391,-0.3079930982353,-0.896039474850531,-0.0284957573909235,0.116762717241459,-0.147707884847844,-0.326025184741389,-0.525379918892038,0.253005148620797,-0.253896838717034,-0.593501134581707,0.210930280106589,0.63668787816702,0.157835803171995,-0.659618785104032,0.191896411016829,-0.834930737246563,-0.549422700900156,-0.669636610940749
31,NaN,NaN,0.75,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.973711017837869,-0.973711017837869,-0.44523731219831,-0.490350921216321,-0.071438837477646,-0.867371796581128,-0.113330045851514,-0.0521044336127842,-0.164888456157812,-0.222891667752398,-0.471016517351459,0.0832363934412492,-0.190667661310961,-0.661138155355934,0.366807650125891,0.737383724202411,0.266913230157438,-0.667582956644222,0.370030050770034,-0.828702988851404,-0.503240523792895,-0.641803751491072
32,NaN,NaN,0.75,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-1.00152542339785,-0.957429414583248,-0.458805314910494,-0.530037329149458,-0.126389248461991,-0.933685409836927,0.00929077865984766,-0.0314132294767038,-0.207797264735093,-0.119605247105899,-0.42827730880808,0.25012282680111,-0.0619412355791173,-0.567349336607964,0.596106895961797,0.948874966478576,0.341706845108351,-0.645365352203021,0.494346875620418,-0.82174938746141,-0.306165284398426,-0.452021313554402
33,NaN,NaN,0.75,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.989222234497815,-0.956452058455676,0.108578662913837,-0.314156608029754,0.770536218965041,-0.641858368451143,-0.101150463755852,-0.10770449896428,0.147902874164403,0.544422004274283,0.016822169995848,0.763982183756614,0.626347444379631,-0.366588889697177,1.59306763762273,2.11739045429695,1.5865136024143,0.518205863440572,2.26485624648657,-0.674628544493282,0.147902874164403,-0.143751692610632
34,NaN,NaN,1,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.797222613327847,-0.534473022343826,0.699954301335819,2.06823519023374,0.823892787649037,-0.871585705115778,-0.693114284824744,-0.648496429751986,0.194285277177892,-0.172572642309231,-0.29155358916992,-0.0387190770909566,-0.425407154388195,-0.539430561796355,0.224030513893064,0.521482881044786,0.46694994706697,-0.450194851650838,1.42375506140501,-0.74764721880256,-0.276680970812334,-0.33121390479015
35,NaN,NaN,1,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.968877416871653,-0.839981391105907,-0.114941246173585,0.469118870577452,0.287858834344371,-0.852065393521446,-0.263977275965229,-0.231753269523793,0.457034868161913,-0.183417259861638,-0.417041306562053,0.537594884265504,-0.304257284017025,-0.53788133071744,0.0622907892543155,0.650378906810532,0.469118870577452,-0.614413346015852,0.738994924524483,-0.735253370171238,-0.485517320250105,-0.63052534923657
36,NaN,NaN,1,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.983008436089824,-0.898486451981138,-0.281475967987731,0.124229555733962,0.0439336708307103,-0.860451559132229,-0.281475967987731,-0.391354547329022,0.382021607265454,-0.289928166398599,-0.501233126670314,0.208751539842648,-0.412485043356194,-0.611111706011606,0.111551258117659,0.474995789785009,0.4369608969361,-0.640694400449646,0.644039758002381,-0.733668582969201,-0.382902348918154,-0.492780928259446
37,NaN,NaN,1,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.926333019178027,-0.812068434174879,-0.0512335145197723,0.175902184937705,0.357053356284159,-0.819035786918973,-0.335501506478823,-0.324353742088272,0.373775002869985,-0.127874394704811,-0.398207681175673,0.422546472078646,-0.242138979707958,-0.465094267518979,0.387709708358174,0.91304810526289,0.439268118664472,-0.61280214569378,0.712388346232972,-0.753542671124486,-0.38845338733394,-0.501324501788269
38,NaN,NaN,1,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.969023889628205,-0.865907069015608,-0.373758607000941,-0.233144760711037,0.0527700600784365,-0.804974402289983,-0.200334863243392,0.0340215472397826,0.282439342351948,-0.233144760711037,-0.430004145516903,0.399617547593535,-0.270641786388345,-0.636237786742097,0.418366060432189,0.882391753188875,0.3527462654969,-0.631550658532434,0.483985855367478,-0.640924914951761,-0.434691273726567,-0.551869478968154
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.911965663559761,-0.825688485023012,-0.09285220950002,-0.168734547249209,0.250177536489466,-0.764358924376407,-0.122997247783944,-0.0793389164761918,0.388428918964016,-0.0273647125383909,-0.368315490370364,0.465350740791961,-0.130273636335237,-0.551264688231423,0.558904307880003,1.15141023277093,0.485100938288325,-0.535672427050083,0.574496569061343,-0.731095433856214,-0.446276796277066,-0.555422624546448
40,NaN,NaN,1,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.977206503282364,-0.902927437586849,-0.348019123273298,-0.321802982439587,0.0670697732604608,-0.776216090223912,-0.0552722172968575,0.0364842756211311,0.0364842756211311,-0.138289996603609,-0.40045140494072,0.48215866979422,-0.112073855769898,-0.496577254664327,0.635086157990867,1.12882347702576,0.508374810627931,-0.597072461193553,0.412248960904323,-0.728153165362108,-0.452883686608142,-0.461622400219379
41,NaN,NaN,1,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.991876675355114,-0.974512443904806,-0.484306832961502,-0.544413787981798,-0.068900988265678,-0.852962823752652,0.303762132860158,0.497440099036667,0.144812629584264,-0.0929437702737964,-0.358750082474662,0.679096674209118,0.00322735775867733,-0.449578370060887,0.622996849523508,1.19067364693742,0.552204213610715,-0.537735237423988,0.597618357403828,-0.771484506947361,-0.390807125152153,-0.551092338539609
42,NaN,NaN,1,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.956524881069103,-0.956524881069103,-0.251893273549691,-0.312044752240372,0.246504692744528,-0.814739252726782,0.190649748246038,0.272283897897677,0.121905201170973,0.0445675857115255,-0.286265547087223,0.452738333969721,0.0875329276334408,-0.539761064426523,0.830833342882577,1.3249347749846,0.697640782924639,-0.548354132810907,0.835129877074768,-0.763180842420483,-0.329230889009138,-0.513981859273374
43,NaN,NaN,1,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.993610755149072,-0.934816076729609,-0.269983943832602,-0.364959962817889,0.173237478098735,-0.903157403734513,0.354144180927853,0.299872170079117,0.0646934564012648,0.182282813240191,-0.229279935696051,0.675253578449536,0.259168161942566,-0.414709306095896,1.13656567066378,1.60692309801949,0.79736560285919,-0.518730660222639,1.00088564354195,-0.753909373900491,-0.0664639031498453,-0.260938608691146
44,NaN,NaN,1,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.977206503282364,-0.933512935226178,0.486528026599838,-0.0771190013249501,1.36913810133478,-0.514054681886801,0.206889191040253,0.198150477429016,0.53896030826726,1.0676524817471,0.36418603604252,1.36039938772354,1.17688640188756,-0.147028710214846,2.46584665954502,3.16494374844399,2.45710794593379,1.03269762730215,3.36156480469682,-0.557748249942986,0.53896030826726,0.150087552567213
45,NaN,NaN,1.25,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.740210909623767,-0.411773920893741,1.13126023370582,2.84161134482822,1.28618334159734,-0.83316477435868,-0.610075498994889,-0.554303180153941,0.499173953508407,0.0406015541495024,-0.108124629426358,0.207918510672346,-0.275441585949202,-0.417970845209402,0.536355499402372,0.908170958342024,0.840004790869755,-0.306426207527506,2.0360111837923,-0.678241666467158,-0.0895338564793759,-0.157700023951645
46,NaN,NaN,1.25,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.954779414053525,-0.793659381846342,0.11264079931906,0.842715945257856,0.616140899966506,-0.808764384865766,-0.0736542379204948,-0.0333742298686992,0.827610942238433,0.0270457822089943,-0.264984276166524,0.928310962367922,-0.124004247985239,-0.416034306360758,0.334180843603936,1.06929099054921,0.842715945257856,-0.511699325483773,1.18006101269164,-0.662749355678006,-0.35057929327659,-0.53183932950967
47,NaN,NaN,1.25,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.972443188076238,-0.866790707940381,-0.0955276029486215,0.411604301703494,0.31123444557443,-0.819247091879245,-0.0955276029486215,-0.232875827125236,0.73384436611786,-0.106092850962207,-0.370224051301851,0.517256781839352,-0.259288947159201,-0.507572275478466,0.395756429683116,0.850062094267303,0.802518478206167,-0.544550643526016,1.06136705453902,-0.660768371675459,-0.22231057911165,-0.359658803288265
48,NaN,NaN,1.25,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.901598916936492,-0.758768185682557,0.192275463886326,0.476195088208173,0.70263405239124,-0.767477376612675,-0.163059526062487,-0.149124820574298,0.723536110623523,0.0964743636550285,-0.241442244433549,0.784500447134349,-0.0463563675989062,-0.325050477362682,0.740954492483759,1.39762748861465,0.805402505366632,-0.509685325081183,1.14680278982726,-0.685610981869566,-0.229249377131384,-0.370338270199295
49,NaN,NaN,1.25,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.954962504999215,-0.826066479233469,-0.210880901715135,-0.035113593852754,0.322279932134087,-0.749900645826437,0.00589877798180161,0.29884429108577,0.609366534975976,-0.035113593852754,-0.281187824860087,0.755839291527961,-0.0819848759493889,-0.53897987639158,0.779274932576278,1.35930704852214,0.697250188907167,-0.5331209661295,0.861299676245389,-0.544838786653659,-0.287046735122167,-0.433519491674151
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.88363972241366,-0.775793249242723,0.140252095161017,0.0453991729745303,0.569039277647874,-0.699131298434467,0.102570797306111,0.157143711440802,0.741853505741062,0.222111466363053,-0.204077005926914,0.838005783025993,0.0934753116169961,-0.432763503253238,0.954947741886045,1.69558014799971,0.862693529896449,-0.413273176776562,0.974438068362721,-0.657551935284226,-0.30152863831029,-0.437960923647018
51,NaN,NaN,1.25,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.965190772066913,-0.872341939947519,-0.178706547055581,-0.145936371013442,0.340154573611618,-0.713952755743848,0.18722708541497,0.301922701562456,0.301922701562456,0.0834548612815302,-0.244246899139858,0.859015694278816,0.116225037323669,-0.364404211294367,1.05017505452463,1.66734670331824,0.891785870320955,-0.490023219455899,0.771628558166446,-0.653874099666594,-0.309787251224136,-0.320710643238182
52,NaN,NaN,1.25,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.98352848715785,-0.961823197844966,-0.349066184165836,-0.424199877941206,0.170191121703944,-0.809886172654773,0.636020023111239,0.878117480831876,0.437333144016372,0.140137644193796,-0.192120246057285,1.10518819979744,0.260351554234388,-0.305655605540066,1.03506341894043,1.74465941570781,0.946572624049436,-0.415851689743943,1.00334030379083,-0.70803827664816,-0.232191549404149,-0.432548066138469
53,NaN,NaN,1.25,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.939338744300336,-0.939338744300336,-0.0585492349010714,-0.133738583264423,0.564448222966701,-0.762106708872435,0.494629542343589,0.596672229408138,0.408698858499758,0.312026839175449,-0.101514576822987,0.822240274498194,0.365733516577843,-0.418383973497113,1.29485903563926,1.9124858257668,1.12836833569184,-0.429125308977591,1.3002297033795,-0.697658695989562,-0.155221254225381,-0.386159967055676
54,NaN,NaN,1.25,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.985696086900298,-0.912202738875969,-0.0811625727547112,-0.199882596486319,0.472864204659461,-0.872629397632099,0.698997583195857,0.631157569634939,0.337184177537623,0.48417087358628,-0.030282562584022,1.10038433009796,0.580277559464249,-0.262069275583828,1.67702444536577,2.2649712295604,1.25302436061003,-0.392095968242257,1.50742441146347,-0.686069360339572,0.173237478098735,-0.0698559038278914
55,NaN,NaN,1.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.965190772066913,-0.910573811996681,0.864477390285839,0.159918605379854,1.96773998370451,-0.38625099532246,0.514928845836358,0.504005453822312,0.930017742370117,1.59088295921992,0.711549902089191,1.95681659169047,1.7274253593955,0.0725314692674838,3.33862568146732,4.21249704259102,3.32770228945328,1.54718939116373,4.45827336290706,-0.440867955392691,0.930017742370117,0.443926797745057
