Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15
31,NaN,NaN,0.75,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.44601869355312,-0.237724389002343,-0.617793866786553,-0.593447779241657,-0.623204108463196,-0.486595506127947,-0.666486041876345,0.695542300218668,0.116646440817809,-0.547460724990187,1.51248879339184,-0.249897432774791,-0.531229999960256,-0.0578338532539455,-0.61373618552907
32,NaN,NaN,0.75,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.401913462493526,-0.0357812377241485,-0.594682725711325,-0.570101410267445,-0.614089027377547,-0.498944970824633,-0.656782891043234,0.793514720145714,0.331644740489644,-0.589507711933666,1.35241620813289,-0.214319213053386,-0.531288806935002,-0.00602490850260898,-0.605032753266644
33,NaN,NaN,0.75,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.433978253743335,-0.201762194328183,-0.611349314201139,-0.598513250615377,-0.613683143944005,-0.481821763472085,-0.661526653672755,0.786614701775502,0.199656521444742,-0.602013995229676,1.46925990156376,-0.162087088699464,-0.524997613715103,-0.150417939985135,-0.614850058815438
34,NaN,NaN,1,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,-0.0553792065673202,0.090096180737984,-0.584380614950245,-0.533684646646881,-0.610830685369391,-0.36396336145736,-0.65050579099811,1.8710675889605,0.96294850456981,-0.319879910758783,2.27443116285248,0.339167677184944,-0.410250984690866,0.850535705288438,-0.346329981177929
35,NaN,NaN,1,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.279323136116092,-0.027165798120231,-0.602013995229676,-0.522663783972237,-0.59848731917379,-0.436260220603026,-0.646097445928253,1.41700804676515,0.605872553911336,-0.443313572714798,2.22461686356309,0.00281094835480148,-0.489160361441318,0.494782258150922,-0.497977051581034
36,NaN,NaN,1,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.267300376834662,-0.0191506252659441,-0.573159372954243,-0.563060255157842,-0.604899457457219,-0.421672606008224,-0.646738659756596,1.26199460376325,0.534858122422355,-0.511121935062064,2.20265528994234,-0.0292497430623454,-0.447641766056113,0.30690660644644,-0.526991977313552
37,NaN,NaN,1,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.333734709549764,0.0346769855740586,-0.605792576718125,-0.573674634066305,-0.592567541508552,-0.445202863459023,-0.654914136067968,1.11157270978216,0.440874495582376,-0.481099387599293,2.17524339878068,-0.107019820242796,-0.473542224622394,0.253834711904128,-0.533999528437585
38,NaN,NaN,1,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.317829517703035,-0.0797788839307186,-0.614931471480887,-0.589096518978465,-0.611240763980541,-0.415633266462203,-0.638921070233136,1.20643267993986,0.470136533620833,-0.504210246470507,2.11988278627549,-0.0336450401763938,-0.447004280215144,0.136127504839522,-0.539271967723794
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.320320745265768,-0.0902051326191961,-0.596062729385368,-0.566306400163828,-0.613916526918292,-0.409589732930387,-0.643672856139831,1.25676470347583,0.495002675404414,-0.534566315660853,2.13358453787052,-0.129880238247915,-0.441329817433362,0.207358159596199,-0.564322644882392
40,NaN,NaN,1,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.336190787517256,-0.0386274953018609,-0.613916526918292,-0.558371379038084,-0.598046484666804,-0.399670956523207,-0.651607877265575,1.26866723516444,0.578320397224725,-0.506793741720749,2.16730837765494,-0.106075174870684,-0.455216104403414,0.249017020506354,-0.532582560379417
41,NaN,NaN,1,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.406170920636848,-0.107341401646068,-0.580066064456342,-0.563183040784546,-0.602013995229676,-0.36396336145736,-0.650974763877883,1.29226126074578,0.588239173631905,-0.522663783972237,1.99121844075811,-0.0431859116932457,-0.492274341363005,0.036164299564193,-0.569936250253264
42,NaN,NaN,1,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.367570189241789,-0.0898444498407532,-0.596603753553032,-0.564142303493171,-0.60381740912189,-0.421672606008224,-0.661526653672755,1.15451113578726,0.38264998991945,-0.502826231157877,2.24377312668483,-0.106075174870684,-0.481185264451303,0.150009597823777,-0.591193511876389
43,NaN,NaN,1,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.308763214495663,0.17941308519684,-0.565788898786062,-0.533013811527555,-0.591663967674358,-0.438138558937139,-0.648589119228607,1.28514102902332,0.669314389481896,-0.55888888041585,2.03034301300623,-0.0586375485754759,-0.481263673750965,0.21908819082556,-0.579588935526487
44,NaN,NaN,1,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.351516269495408,-0.0418948569418731,-0.588011016772481,-0.570896265324798,-0.591122789762969,-0.415307615800408,-0.654914136067968,1.27594100452971,0.493330097422027,-0.57556392481053,2.18613460424739,0.0110052838964193,-0.472875416124432,0.0265641488488584,-0.592678676258212
45,NaN,NaN,1.25,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,0.101117043412628,0.282961277544259,-0.560134717066028,-0.496764756686823,-0.59319730508996,-0.284613150199921,-0.64279118712586,2.5091755378224,1.37402668233404,-0.2295088368267,3.01338000518738,0.594300648102959,-0.342472679241803,1.23351068323233,-0.262571424850632
46,NaN,NaN,1.25,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.178812868523336,0.13638380397149,-0.582176442415316,-0.482988678343518,-0.577768097345458,-0.374984224132004,-0.637280755788537,1.94160111007822,0.927681744010948,-0.383800914271719,2.95111213107563,0.17385473706528,-0.441109400179869,0.788818874310431,-0.452130262854514
47,NaN,NaN,1.25,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.163784419421548,0.146402770039348,-0.546108164571026,-0.533484267325524,-0.585783270199745,-0.356749705888502,-0.638082273073966,1.74783430632584,0.838913704649723,-0.468561367205802,2.9236601640497,0.133778872793847,-0.389211155948363,0.553974309679829,-0.488398920020161
48,NaN,NaN,1.25,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.246827335315426,0.213687283589352,-0.586899669275878,-0.546752240961102,-0.570368375263911,-0.386162527702,-0.648301618463182,1.55980693884947,0.721434171099748,-0.431033182877338,2.88939530009763,0.0365662763182834,-0.421586729156214,0.487634441501938,-0.497158358925203
49,NaN,NaN,1.25,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.226945845507015,0.0706174467083803,-0.59832328772933,-0.566029597101302,-0.593709903353897,-0.349200531455976,-0.628310286169641,1.6783819015466,0.75801171864782,-0.459921756466355,2.82019453446614,0.128284751401286,-0.388414298647152,0.340500432671181,-0.503748908032964
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.230059879960432,0.0575846358477835,-0.574737360109931,-0.537541948583007,-0.597054607026086,-0.341646114541205,-0.63425001855301,1.74129693096656,0.789094395877297,-0.497866842954287,2.83732172395993,0.00799075381188432,-0.381321220169924,0.429538751117027,-0.535062254481212
51,NaN,NaN,1.25,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.249897432774791,0.122056682494452,-0.597054607026086,-0.527623172175827,-0.577217054211726,-0.32924764403223,-0.64416879496019,1.75617509557733,0.893241548152685,-0.463151125529158,2.87947652369045,0.0377470830334238,-0.398679078882489,0.481612327254722,-0.495387148852492
52,NaN,NaN,1.25,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.337372599174282,0.036164299564193,-0.554741528948648,-0.533637749358904,-0.582176442415316,-0.284613150199921,-0.643377403225575,1.785667627554,0.90564001866166,-0.482988678343518,2.65936410256941,0.116358662005221,-0.445001875081978,0.21554642607702,-0.542079261194802
53,NaN,NaN,1.25,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.289121684930457,0.0580354893208372,-0.575413640319512,-0.534836827744685,-0.584430709780584,-0.356749705888502,-0.656567265469165,1.61347997135586,0.648653539021091,-0.458191737325568,2.97505745997782,0.0377470830334238,-0.43114052894235,0.3578530489015,-0.568650838223707
54,NaN,NaN,1.25,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.2156129664978,0.394607408117829,-0.536895071860799,-0.495926212787665,-0.569238907971168,-0.377332147049646,-0.64039534741398,1.77676733790093,1.00698403847415,-0.528270048898034,2.70826981787956,0.0970441159024338,-0.431238540566927,0.444201290153728,-0.55414511778633
55,NaN,NaN,1.25,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.269054285247482,0.117972480444437,-0.564672719343822,-0.543279280034219,-0.568562435581932,-0.348793468128732,-0.648301618463182,1.76526730728391,0.787003673399313,-0.549113854391383,2.90300930693101,0.184097656492303,-0.420753218533762,0.203546237682852,-0.570507293700987
56,NaN,NaN,1.5,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,0.257613293392577,0.475826374350533,-0.53588881918181,-0.459844866726765,-0.57556392481053,-0.205262938942482,-0.635076583253608,3.1472834866843,1.78510486009827,-0.139137762894617,3.75232884752227,0.849433619020974,-0.274694373792741,1.61648566117621,-0.178812868523336
57,NaN,NaN,1.5,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,-0.0783026009305803,0.299933406063211,-0.562338889600956,-0.443313572714798,-0.557048875517127,-0.313708227660982,-0.628464065648822,2.46619417339129,1.24949093411056,-0.32428825582864,3.67760739858818,0.34489852577576,-0.393058438918421,1.08285549046994,-0.406283474127994
58,NaN,NaN,1.5,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.0602684620084352,0.311956165344641,-0.519056956187808,-0.503908279493206,-0.566667082942271,-0.291826805768779,-0.629425886391336,2.23367400888843,1.14296928687709,-0.426000799349539,3.64466503815707,0.296807488650039,-0.330780545840613,0.801042012913218,-0.449805862726771
59,NaN,NaN,1.5,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.159919961081089,0.392697581604645,-0.568006761833631,-0.5198298478559,-0.548169209019271,-0.327122191944977,-0.641689100858395,2.00804116791679,1.00199384661712,-0.380966978155382,3.60354720141458,0.180152372879363,-0.369631233690034,0.721434171099749,-0.460317189412821
60,NaN,NaN,1.5,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.136062173310995,0.221013777347479,-0.581715103977773,-0.54296267522414,-0.576179042727254,-0.282767796449748,-0.617699502106146,2.15033112315334,1.04588690367481,-0.415633266462203,3.52050628265679,0.290214542978967,-0.329824317079159,0.54487336050284,-0.468225848342134
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.139799014655095,0.205374404314763,-0.553411990834495,-0.508777497002185,-0.58019268713388,-0.273702496152023,-0.624827180966189,2.2258291584573,1.08318611635018,-0.461167370247722,3.54105891004934,0.145861745871684,-0.321312622906486,0.651719342637856,-0.505801864080031
62,NaN,NaN,1.5,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,-0.163604078032327,0.282740860290766,-0.58019268713388,-0.496874965313569,-0.556387623756649,-0.258824331541253,-0.636729712654805,2.24368295599022,1.20816269908064,-0.419508509337567,3.59164466972596,0.181569340937531,-0.342142053361564,0.714207634003089,-0.458191737325568
63,NaN,NaN,1.5,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.268574277711715,0.179670000774455,-0.529416993440955,-0.504092457933262,-0.562338889600956,-0.205262938942482,-0.635780042573267,2.27907399436222,1.22304086369141,-0.443313572714798,3.32750976438072,0.275903235703689,-0.397729408800951,0.394928552589847,-0.514222272136339
64,NaN,NaN,1.5,NaN,NaN,3.6,0.0627905195293134,0.998026728428272,NaN,1,NaN,-0.210673180619126,0.205915428482427,-0.554223527085991,-0.505531351996199,-0.565044010439278,-0.291826805768779,-0.651607877265575,2.07244880692445,0.914657088122732,-0.413557243493259,3.7063417932708,0.181569340937531,-0.381095793433398,0.565696499979223,-0.546108164571026
65,NaN,NaN,1.5,NaN,NaN,9,0.156434465040231,0.987688340595138,NaN,1,NaN,-0.122462718499937,0.609801731038818,-0.508001244935536,-0.458838614047775,-0.546813848267979,-0.316525735162152,-0.632201575599354,2.26839364677854,1.3446536874664,-0.497651217380218,3.3861966227529,0.252725780380343,-0.38121340738289,0.669314389481896,-0.528701300046173
66,NaN,NaN,1.5,NaN,NaN,18,0.309016994374947,0.951056516295154,NaN,1,NaN,-0.186592300999555,0.277839817830748,-0.541334421915164,-0.51566229474364,-0.546002081400895,-0.282279320457055,-0.641689100858395,2.25459361003812,1.0806772493766,-0.522663783972237,3.61988400961464,0.357190029088186,-0.368631020943091,0.380528326516845,-0.548335911143761
67,NaN,NaN,2,NaN,NaN,-18,-0.309016994374947,0.951056516295154,NaN,1,NaN,0.570605793352474,0.861556567963083,-0.487397023413375,-0.386005086806648,-0.540297164251668,-0.0465625164276048,-0.619647375509107,4.42349938440811,2.60726121562673,0.0416043849695493,5.23022653219207,1.359699560857,-0.139137762894617,2.38243561706399,-0.0112957558687431
68,NaN,NaN,2,NaN,NaN,-9,-0.156434465040231,0.987688340595138,NaN,1,NaN,0.122717934254931,0.627032610246653,-0.522663783972237,-0.36396336145736,-0.515610431860465,-0.191156234718938,-0.610830685369391,3.51538030001742,1.89310931430979,-0.205262938942482,5.13059793361329,0.686986103196717,-0.296956516395523,1.67092872278896,-0.314589896674953
69,NaN,NaN,2,NaN,NaN,-3.6,-0.0627905195293134,0.998026728428272,NaN,1,NaN,0.146763452817791,0.643062955955226,-0.464954539421373,-0.44475630382857,-0.528434708427323,-0.161981005529334,-0.612113113026077,3.20535341401361,1.75108045133182,-0.340879663637014,5.08667478637179,0.622864720362424,-0.213919325625112,1.29517741938,-0.372619748139989
70,NaN,NaN,2,NaN,NaN,-1.8,-0.0314107590781283,0.999506560365732,NaN,1,NaN,0.0138947873875867,0.750718177635232,-0.530220946949136,-0.465985061645495,-0.50377087652999,-0.209041520430932,-0.628464065648822,2.90450962605142,1.56311319765187,-0.280834568711471,5.03185100404847,0.467324566001522,-0.265720242757674,1.18903363029537,-0.386634850388056
71,NaN,NaN,2,NaN,NaN,-0.45,-0.00785390088871133,0.99996915764479,NaN,1,NaN,0.0457051710810449,0.521806438625677,-0.548498736474659,-0.496828831469815,-0.541117321473967,-0.149902326437292,-0.596477933979157,3.09422956636683,1.62163727372878,-0.3270562864539,4.92112977903809,0.614074126134327,-0.212644353943174,0.953619216166158,-0.397179728960473
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.0407227159555778,0.500953941248722,-0.510761252283621,-0.451248593840542,-0.546468847349469,-0.137815259373659,-0.605981505792548,3.19489361343877,1.67136955729594,-0.387768424834591,4.94853328222816,0.421603729991284,-0.20129542837961,1.09608052567951,-0.44728108327767
73,NaN,NaN,2,NaN,NaN,0.45,0.00785390088871133,0.99996915764479,NaN,1,NaN,0.00898263145260225,0.604109215883393,-0.546468847349469,-0.435378551589054,-0.514728762846493,-0.1179777065593,-0.621851548044035,3.218698676816,1.83800500093656,-0.332223276954384,5.01598096179698,0.469213856745747,-0.229068002319714,1.17939824749982,-0.383800914271719
74,NaN,NaN,2,NaN,NaN,1.8,0.0314107590781283,0.999506560365732,NaN,1,NaN,-0.130977634786582,0.466681403194978,-0.478767922425569,-0.445001875081978,-0.522663783972237,-0.0465625164276048,-0.620585321268651,3.26588672797867,1.85784255375092,-0.36396336145736,4.66380108800333,0.594992383100623,-0.303184476238896,0.7536928056155,-0.458508294019414
