Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13
11,NaN,NaN,0.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.693206415078117,-0.11455963746921,-0.683537510053804,-0.578295197673778,-0.694693938928011,-0.778739036447043,-0.0513398738486996,-0.776507750672201,-0.696553343740379,-0.628871008570186,-0.762748155060679,-0.579410840561198,-0.695065819890485
12,NaN,NaN,0.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.539619577576524,-0.167143605562976,-0.664571580967651,-0.315300981012454,-0.654456418788369,-0.728237601743129,0.640284340159684,-0.606855655591749,-0.586625331233186,-0.483688680820496,-0.641961218449256,-0.395032259366792,-0.559849901935087
13,NaN,NaN,0.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.60121110563161,-0.0657025196696391,-0.624368233673208,-0.326943870388925,-0.572988355830911,-0.762587341671501,0.639866225347822,-0.701799880562304,-0.662722226992106,-0.475294221905416,-0.646078041212207,-0.393520613508521,-0.569370054574411
14,NaN,NaN,0.5,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.608258178078793,-0.0529867752539398,-0.647146301583174,-0.280577924287777,-0.573832626124094,-0.740860304126519,0.680787489558237,-0.658621485568073,-0.578932707895161,-0.407442458343054,-0.684759404644788,-0.394692253915388,-0.58467029988761
15,NaN,NaN,0.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.58433279447629,-0.0204737539633916,-0.615833299532876,-0.207114246423667,-0.59614548387251,-0.672534208634732,0.689862635062634,-0.664659082370586,-0.471718488898993,-0.387454637872624,-0.661509031864927,-0.37485443584999,-0.599295534378169
16,NaN,NaN,0.5,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.549288482600838,0.0129955326592316,-0.63212496699183,-0.151840703957187,-0.622084181005043,-0.713287987051691,0.765217749502687,-0.69069621858142,-0.550125214766403,-0.411227675282517,-0.670614646607846,-0.366880870507541,-0.59614548387251
17,NaN,NaN,0.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.591826866243784,-0.0191781686747739,-0.623784636696354,-0.32752746736578,-0.51841036655545,-0.727431459785767,0.665754587241101,-0.70756581869363,-0.579734736883353,-0.425991949300722,-0.687700177601492,-0.362940131921329,-0.585780801563568
18,NaN,NaN,0.5,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.561839465084321,0.0473015514474203,-0.63212496699183,-0.308309618917951,-0.607859734190428,-0.755961327495535,0.646401781992375,-0.714124719217257,-0.622920913170608,-0.479839712858894,-0.672288110938978,-0.359350281017451,-0.602839341197035
19,NaN,NaN,0.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.587690085146795,0.0457602027213784,-0.603191649477273,-0.331914273693906,-0.59614548387251,-0.759616525903006,0.640456579763356,-0.71733953227443,-0.594031634191081,-0.47495143547059,-0.694087185778712,-0.420695960313917,-0.589803934828223
20,NaN,NaN,0.5,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.537813298615938,0.0455085539497798,-0.627702239830983,-0.442186765408443,-0.600926810532885,-0.760623120989401,0.686206326439995,-0.698465874404529,-0.597101749204585,-0.488087501348041,-0.696553343740379,-0.339866374876424,-0.597101749204585
21,NaN,NaN,0.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.59385044707553,0.269083388588903,-0.564779980980452,-0.362051730580563,-0.615270790514009,-0.728492605831683,0.725030698922237,-0.710132311455844,-0.525764355431794,-0.482158656289176,-0.701717176533584,-0.359756693783583,-0.561719931917812
22,NaN,NaN,0.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.576063911898936,0.581229643318878,-0.556726101850309,-0.346241477090257,-0.579038959598725,-0.747129154636788,0.707669170559899,-0.742666583087105,-0.582757769223461,-0.447393098883074,-0.715147391864059,-0.348472762865099,-0.579782721523672
23,NaN,NaN,0.75,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.404254907236137,0.154459050784185,-0.591682912322827,-0.0677770123900324,-0.576510169053904,-0.687181943486045,1.36560096936818,-0.505109024258975,-0.47476353772113,-0.320358562102095,-0.557767368545235,-0.187373929921539,-0.434600393773982
24,NaN,NaN,0.75,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.496642199318765,0.30662067962419,-0.531377891381163,-0.085241346454738,-0.454308074617718,-0.738706553378602,1.36497379715038,-0.647525361714807,-0.58890888135951,-0.307766873729476,-0.563942602689662,-0.185106461134132,-0.448880622732968
25,NaN,NaN,0.75,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.50721280798954,0.325694296247739,-0.565544993246112,-0.0156924273030169,-0.455574480057493,-0.706115997061129,1.426355693466,-0.582757769223461,-0.463224602714092,-0.205989228385931,-0.621964647838533,-0.186863921744432,-0.471830990702767
26,NaN,NaN,0.75,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.471324732585786,0.374463828183562,-0.518575490170666,0.0945030894931492,-0.489043766680116,-0.603626853823449,1.4399684117226,-0.591814164427229,-0.302403274219841,-0.176007497680287,-0.587089088668741,-0.157107194646335,-0.493768842438604
27,NaN,NaN,0.75,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.418758264772607,0.424667758117496,-0.543012991359096,0.177413403192868,-0.527951812378915,-0.664757521448887,1.55300108338268,-0.630869868743481,-0.420013363020956,-0.211667053795126,-0.600747510783121,-0.145146846632663,-0.489043766680116
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.482565840237027,0.376407206116488,-0.530502495915881,-0.0861167419200203,-0.372441090704526,-0.685972730550002,1.4038063399903,-0.656174268911795,-0.46442764619638,-0.233813464822435,-0.626375807273589,-0.139235738753345,-0.473496743216704
29,NaN,NaN,0.75,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.437584738497833,0.47612678629978,-0.543012991359096,-0.057289969248277,-0.506615142156993,-0.728767532114654,1.37477713211721,-0.666012619697236,-0.529206910627264,-0.314585110159693,-0.603257707279817,-0.133850962397528,-0.499084552666903
30,NaN,NaN,0.75,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.476360668591543,0.473814763210717,-0.49961301508726,-0.0926969514122099,-0.489043766680116,-0.73425032972586,1.36585932877368,-0.670834839282995,-0.485872992157973,-0.307252694077236,-0.63595631953942,-0.225869481342226,-0.479531443113686
31,NaN,NaN,0.75,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.401545488795258,0.473437290053319,-0.536378900617826,-0.258105688984016,-0.496215756670678,-0.735760222355452,1.43448394878864,-0.642524352478145,-0.490478164678228,-0.326956792893412,-0.63965555648192,-0.104625103185987,-0.490478164678228
32,NaN,NaN,0.75,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.485601211484646,0.808799542012003,-0.441995512342028,-0.137903136742195,-0.517731726642364,-0.687564449618875,1.492720507512,-0.660024008055116,-0.383472074019042,-0.318063525305115,-0.647401305671727,-0.134460581546725,-0.437405438748069
33,NaN,NaN,0.75,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.458921408719755,1.27701892410697,-0.429914693646815,-0.114187756506736,-0.463383980269438,-0.715519272826532,1.4666782149685,-0.708825415502008,-0.468962194706542,-0.265915189195961,-0.667546628667439,-0.117534685168999,-0.464499623156859
34,NaN,NaN,1,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.26889023689575,0.476061707131347,-0.518794243678003,0.17974695623239,-0.49856391931944,-0.646126285228961,2.09091759857667,-0.403362392926201,-0.362901744209074,-0.157028443383694,-0.473573518641214,0.020284399523714,-0.309350885612877
35,NaN,NaN,1,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.392073293005921,0.67894387891802,-0.438387549089119,0.156461177479449,-0.335627793404524,-0.714825765085703,2.09008136895294,-0.59325084286731,-0.515095535726914,-0.140239525553535,-0.481807164167116,0.0233076912402561,-0.328391190891525
36,NaN,NaN,1,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.406167437900287,0.704375367749418,-0.483943684909049,0.249193069681744,-0.337316333990891,-0.671371689995739,2.17192389737377,-0.506894052878848,-0.347516497533024,-0.00453599842880913,-0.559169891032279,0.0209644104265228,-0.358991681517923
37,NaN,NaN,1,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.358316670695282,0.769401410330515,-0.421317680808455,0.396120425409965,-0.381942049487722,-0.534719499012166,2.19007418838257,-0.518969246483873,-0.133088059540688,0.0354396425120495,-0.512669145472556,0.0606400465573187,-0.388242150499039
38,NaN,NaN,1,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.288228046944377,0.836339983575761,-0.453901015726361,0.506667510342923,-0.433819443752788,-0.616227055846084,2.34078441726267,-0.571043518905543,-0.289901511275508,-0.0121064323077358,-0.530880374958395,0.0765871772422156,-0.381942049487722
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.373304814230271,0.77199258090775,-0.437220355135409,0.155293983525739,-0.226471814853601,-0.644514001314236,2.1418580927395,-0.604782719129961,-0.349120555509407,-0.0416349803441468,-0.565051436945686,0.0844686544146398,-0.361212684869839
40,NaN,NaN,1,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.313330011911344,0.904952021152139,-0.453901015726361,0.193729680421397,-0.405370550123558,-0.701573736733773,2.10315248224205,-0.617900520177215,-0.435492908083919,-0.149330507460491,-0.534227303620657,0.091648356222396,-0.395329764136771
41,NaN,NaN,1,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.365031252036291,0.901869323700055,-0.396034380697247,0.146520370869486,-0.381942049487722,-0.708884133548714,2.09126207778401,-0.624330146291561,-0.377714350124864,-0.139553952683882,-0.577825453300127,-0.0310430023705357,-0.369258951399149
42,NaN,NaN,1,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.265277678974578,0.901366026156858,-0.445055561404668,-0.0740246125595886,-0.391504702808471,-0.710897323721503,2.18276157113729,-0.58658283055176,-0.383854580151872,-0.165826084438784,-0.582757769223461,0.13061616850445,-0.383854580151872
43,NaN,NaN,1,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.377351975893762,1.3485156954351,-0.319211043703605,0.0862454570961726,-0.42019266277072,-0.646636293406067,2.26041031610177,-0.609915704654389,-0.241179792606289,-0.153968394321054,-0.59308543480987,0.0908355306901323,-0.313090945578325
44,NaN,NaN,1,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.341778905540574,1.97280820489505,-0.30310328544332,0.117865964076784,-0.347729000940151,-0.683909391016277,2.2256872593771,-0.674984247916911,-0.355166620189623,-0.0844372795088492,-0.61994586547082,0.113403392527101,-0.349216524790046
45,NaN,NaN,1.25,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.133525566555363,0.797664363478508,-0.445905575033179,0.427270924854811,-0.420617669584975,-0.605070626971876,2.81623422778516,-0.301615761593426,-0.251039950697018,0.00630167533470695,-0.389379668737194,0.227942728968967,-0.184101377451771
46,NaN,NaN,1.25,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.287504386693077,1.05126707821185,-0.345397206797074,0.398163701413635,-0.216947512191331,-0.690944976792805,2.8151889407555,-0.538976324019813,-0.441282190094318,0.0272878226224059,-0.399671725644571,0.231721843614645,-0.207901759050081
47,NaN,NaN,1.25,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.305122067811034,1.0830564392511,-0.402342376571987,0.514078566666504,-0.219058187924289,-0.636627382930349,2.91749210128154,-0.431030336534236,-0.231808392351955,0.196917231528313,-0.496375134226024,0.228792742597478,-0.246152372333079
48,NaN,NaN,1.25,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.245308608804778,1.16433899247747,-0.324059871446244,0.697737761326781,-0.274840332295328,-0.465812144200883,2.94017996504253,-0.446124328540517,0.0362271551384641,0.246886782704386,-0.43824920227637,0.278387287760973,-0.282715458559474
49,NaN,NaN,1.25,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.157697829116147,1.24801220903403,-0.364789040093627,0.835921617492978,-0.33968707512666,-0.56769659024328,3.12856775114266,-0.511217169067604,-0.15978965953006,0.187454189179655,-0.461013239133669,0.298321201117094,-0.274840332295328
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.264043788223514,1.16757795569901,-0.343938214354937,0.396704708971498,-0.080502539002677,-0.603055272078471,2.8799098454887,-0.553391169348127,-0.233813464822435,0.150543504134141,-0.503727066617783,0.308173047582624,-0.248928626522974
51,NaN,NaN,1.25,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.189075285324856,1.3337772560045,-0.364789040093627,0.44474933009107,-0.304125958090123,-0.674379941352891,2.83152783236688,-0.569788420657194,-0.341778905540574,0.0159240952387111,-0.465196899961497,0.31714767484232,-0.291574975606639
52,NaN,NaN,1.25,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.253701835481039,1.32992388418939,-0.292455746307235,0.385737693151182,-0.274840332295328,-0.683517937371568,2.81666482679434,-0.577825453300127,-0.269555708091755,0.0281447887094716,-0.519694587060834,0.163783476601155,-0.258986459684611
53,NaN,NaN,1.25,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.129009869153898,1.3292947622604,-0.353732222191511,0.110056463864839,-0.286793648946264,-0.686034425087555,2.93103919348593,-0.530641308625376,-0.277230995625515,-0.00469537598415491,-0.525859981965001,0.365857440194887,-0.277230995625515
54,NaN,NaN,1.25,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.269102740302878,1.8882318488582,-0.196426575065182,0.31039405093454,-0.322653598899075,-0.605708137193259,3.02810012469154,-0.559807401253662,-0.0988875111935373,0.0101267366630068,-0.538769563948013,0.31613164292699,-0.188776452408582
55,NaN,NaN,1.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.224636402361393,2.66859748568314,-0.176291877239826,0.349919684660305,-0.232074021610865,-0.652299509206022,2.98469630378569,-0.641143080331814,-0.241371045672704,0.097040630178263,-0.5723451022742,0.344341470223201,-0.233933426423233
56,NaN,NaN,1.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.00183910378502383,1.11926701982567,-0.373016906388355,0.674794893477233,-0.342671419850511,-0.564014968714792,3.54155085699365,-0.199869130260652,-0.139178157184962,0.169631794053108,-0.305185818833173,0.43560105841422,-0.058851869290666
57,NaN,NaN,1.5,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,-0.182935480380233,1.42359027750568,-0.252406864505029,0.639866225347822,-0.0982672309781372,-0.667064188499906,3.54029651255806,-0.484701805172316,-0.367468844461722,0.194815170798347,-0.317536287122025,0.440135995989033,-0.0874123272086379
58,NaN,NaN,1.5,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.204076697721781,1.46173751075278,-0.320741068234925,0.778964063651264,-0.100800041857687,-0.60188307586496,3.66306030518931,-0.355166620189623,-0.116100287170886,0.398370461485435,-0.433580377419769,0.436621074768433,-0.133313063148235
59,NaN,NaN,1.5,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.132300546914274,1.55927657462442,-0.226802062084033,0.999355097243597,-0.167738615102933,-0.3969047893896,3.6902857417025,-0.37327941059716,0.205542369817616,0.458333922896723,-0.363829259080184,0.496134528964627,-0.177188766619909
60,NaN,NaN,1.5,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.0271676112879162,1.65968443449229,-0.275677064460893,1.16517572464303,-0.245554706500532,-0.519166124640477,3.91635108502266,-0.451390819229665,-0.0296778077846129,0.387014810667045,-0.391146103308943,0.520055224991972,-0.167738615102933
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.154782762216757,1.56316333049027,-0.250656073574464,0.638115434417258,0.0654667368482471,-0.561596542842705,3.6179615982379,-0.501999619566292,-0.118506374135462,0.342721988612429,-0.44240269628988,0.531877440750609,-0.136644568176109
62,NaN,NaN,1.5,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,-0.0648205587383673,1.76260249085686,-0.275677064460893,0.695768979760744,-0.202881366056688,-0.64718614597201,3.55990318249172,-0.521676321137173,-0.248064902997229,0.181178697937913,-0.396166496302337,0.542646993462243,-0.187820187076507
63,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,-0.142372418925788,1.75797844467873,-0.188877111917222,0.624955015432878,-0.167738615102933,-0.658151741194422,3.54206757580466,-0.531320760308692,-0.161397066058647,0.195843530102826,-0.461563720821541,0.358609955572845,-0.148713967970074
64,NaN,NaN,1.5,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,0.00725794066678187,1.75722349836394,-0.262408882978353,0.294137540289266,-0.182082595084058,-0.661171526453606,3.67931681583458,-0.474699786698992,-0.170607411099158,0.156435332470474,-0.468962194706542,0.601098711885324,-0.170607411099158
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,-0.160853504711994,2.4279480022813,-0.0736421064267587,0.534542644772908,-0.22511453502743,-0.564779980980452,3.79578993328131,-0.509699097852935,0.0434047702192149,0.174221867647068,-0.484453693086156,0.541427755163848,-0.064461959238839
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.107493899182212,3.36438676647123,-0.0494804690363317,0.581973405243825,-0.116419042281578,-0.620689627395767,3.74370534819429,-0.607301912746718,-0.127575471155786,0.278518539865375,-0.524744339077581,0.575279547919301,-0.11865032805642
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,0.272568444465798,1.76247233251999,-0.227239569098708,1.16984283072208,-0.186778920381581,-0.481903652200623,4.99218411541063,0.00362413240489706,0.0845454298391505,0.49629203148991,-0.136798119025131,0.850917717304726,0.191647147031545
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,0.0262023322454558,2.16823667609334,-0.0664261799209391,1.1232712732162,0.13909333144825,-0.619302611914109,4.99051165616318,-0.376152767477322,-0.219842153196531,0.529869867150228,-0.153265410076934,0.85696430073781,0.153566536474249
69,NaN,NaN,2,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,-0.00198595754327594,2.21909965375613,-0.157538451560801,1.30873505762079,0.135716250275517,-0.53239446173418,5.15419671300484,-0.203439187500398,0.115315923191251,0.80127692139968,-0.307990863807259,0.852277739110344,0.0923655552214522
70,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,0.0937155768667345,2.34915173891833,-0.0322864433596115,1.60258976907723,0.0464648192818547,-0.259090079767034,5.19049729502243,-0.227589574710448,0.544172799175921,0.881228203281397,-0.214989372687813,0.931629011371936,0.0338646172592202
71,NaN,NaN,2,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,0.233892824368544,2.48302888540882,-0.0974531131954248,1.82368393894314,-0.057289969248277,-0.422105193434869,5.49191775278264,-0.331738119553787,0.230545895706282,0.786136053641826,-0.251411831659491,0.963523272741729,0.0464648192818547
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.0637392897967571,2.3543340800728,-0.0640917920135198,1.12093688530878,0.357405288550096,-0.478679084371174,5.0940651037363,-0.399216520002624,0.112107807238483,0.727078957569004,-0.319753955634073,0.979286227086578,0.0879235485176202
73,NaN,NaN,2,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,0.18368889443461,2.62025296056158,-0.0974531131954248,1.19780827910009,-0.000392181989817678,-0.592798555210248,5.01665388274139,-0.425452122097132,-0.0606368979105394,0.511687903336317,-0.258105688984016,0.99364563070209,0.0196893899837562
74,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,0.080286414184716,2.61408756565741,0.0182801568628036,1.10338965999627,0.0464648192818547,-0.60741934884013,4.99287307382532,-0.438311374325824,0.0549202180075701,0.531241012889533,-0.345301988342955,0.748262913516227,0.0718310154590007
75,NaN,NaN,2,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,0.279793560308142,2.61308097057101,-0.0797622045520383,0.662299693138121,0.0273395126403558,-0.611445729185709,5.17587206053187,-0.362816742846223,0.042639757953555,0.478696749379731,-0.355166620189623,1.0715812552662,0.042639757953555
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,0.0556449664697742,3.5073803091275,0.171926830850088,0.982839832449643,-0.0300364072841411,-0.482923668554836,5.33116955046084,-0.40948249105148,0.327989333044719,0.50241212961519,-0.375821951362442,0.992019979637563,0.184167027100647
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.12679110717615,4.75596532804741,0.204142347370657,1.04608084641087,0.114890916376995,-0.557469863775257,5.26172343701149,-0.539619577576524,0.100015677878052,0.6414743592396,-0.429542812684341,1.0371557033115,0.111915868677207
