Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12
22,NaN,NaN,0.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.463403082752676,-0.41365511547433,-0.303888632834366,-0.424567572812806,-0.3950397470734,-0.449922988393382,1.19047611328163,-0.151756139350907,-0.287519946826652,-0.332132640063363,-0.447355351372565,-0.413976070101932
23,NaN,NaN,0.75,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.466647988436824,-0.2858906940984,-0.349039877056375,-0.398284652757548,-0.370475838243945,-0.414506461223817,1.06225745950901,-0.273724337748699,-0.176393486951086,-0.269089535329765,-0.344405074637441,-0.347881176451642
24,NaN,NaN,0.75,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.464539797058767,-0.281288077807375,-0.304075856367134,-0.388105789806244,-0.289358749380623,-0.408994586819356,1.61769346883917,-0.299803147887179,-0.0861677238894425,-0.284611295514007,-0.393802734446184,-0.34347972346005
25,NaN,NaN,0.75,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.465489287832091,-0.283187059354022,-0.319440343426365,-0.387285775047465,-0.310635974437368,-0.403340800850931,1.7185121254975,-0.301313701390194,-0.0957057902941899,-0.320476151542718,-0.402304992734578,-0.372784461418527
26,NaN,NaN,0.75,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.475953063701368,-0.238774143997758,-0.294929741162877,-0.354398867353268,-0.242262069287517,-0.404450595261309,1.84822595312952,-0.298592062717124,-0.0668194272126406,-0.33294812682125,-0.386138987490074,-0.334517693201641
27,NaN,NaN,0.75,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.474537376377877,-0.300110336078549,-0.285532860088115,-0.375511073960103,-0.27447408519882,-0.401649996425708,1.92773013252844,-0.275479428370574,-0.0769241519491483,-0.336302690261695,-0.402655339597462,-0.351382837838005
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.473722828260617,-0.278113867776849,-0.28834341800623,-0.357081005523166,-0.277864366551743,-0.399745715016437,1.89092503268952,-0.253038994653611,-0.0692813423624194,-0.340863425891221,-0.39987046562899,-0.350344472445281
29,NaN,NaN,0.75,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.476097391644392,-0.288687557627067,-0.273954080109982,-0.375320405427529,-0.273364741009298,-0.392411239347348,1.98498269280954,-0.194982640618405,-0.0541305955550692,-0.310493104352353,-0.403019343159649,-0.337013363883107
30,NaN,NaN,0.75,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.474369819182585,-0.292737819485686,-0.291062247532762,-0.379867561037704,-0.297094306563286,-0.401482439230416,1.99391522466891,-0.191868387919695,-0.0692165209657005,-0.338983605386372,-0.409525184604448,-0.359258026016746
31,NaN,NaN,0.75,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.471653195147435,-0.291218817370986,-0.292339527791958,-0.354538956155889,-0.26488212247815,-0.396005241731843,2.09309260324638,-0.211648377481993,-0.0401796830733176,-0.314193381000907,-0.399367372994758,-0.352297535313946
32,NaN,NaN,0.75,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.462428242950929,-0.323660875004937,-0.276724853493792,-0.379269857012706,-0.317028611095753,-0.385902120921889,2.18843662413502,-0.211932736842538,-0.0854095484211918,-0.306314954011687,-0.428756749258151,-0.353761149669692
33,NaN,NaN,0.75,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.44526914629315,-0.370647195375631,-0.205997471415685,-0.387015881383345,-0.342724142774236,-0.425049004754209,2.03554964775832,0.0222012688095033,-0.181444442404114,-0.24836348225918,-0.421197549222982,-0.371128627317034
34,NaN,NaN,1,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.455640332691856,-0.214630606907291,-0.298829517517924,-0.364489218452822,-0.32741079910135,-0.386118296407847,1.58290026456926,-0.198408798441022,-0.0686343307108712,-0.192229061882443,-0.292649780959345,-0.297284583378279
35,NaN,NaN,1,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.452829410854447,-0.208493785185924,-0.238877489932269,-0.350917401184416,-0.219254680616921,-0.378769130535232,2.32348161034281,-0.23318054529233,0.0516666867046528,-0.2129247421281,-0.358513327371002,-0.29141597938949
36,NaN,NaN,1,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.454095398552211,-0.211025760581453,-0.259363472677911,-0.34982404817271,-0.247624314025914,-0.371230749243998,2.45790648588724,-0.235194616629682,0.0389492648316563,-0.260744550166381,-0.369849671755528,-0.330488963334127
37,NaN,NaN,1,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.468047099711247,-0.151808540106434,-0.226682669659927,-0.305974837913781,-0.156459107159446,-0.372710475124502,2.63085825606327,-0.231565765065589,0.0774644156070553,-0.277373850537757,-0.348294998096189,-0.279466605711612
38,NaN,NaN,1,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.46615951661326,-0.233590129547489,-0.214153494893577,-0.334124446722894,-0.199408461707851,-0.368976343343701,2.73686382859516,-0.200748919270189,0.0639914492917118,-0.281846601791683,-0.37031680090604,-0.301953465226764
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.465073452456913,-0.204261505145223,-0.217900905451064,-0.309551022140312,-0.203928836845081,-0.366437301464673,2.68779036214326,-0.170828340980906,0.0741818620740169,-0.287927582631052,-0.366603635614744,-0.300568978036466
40,NaN,NaN,1,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.468239536968613,-0.218359758278847,-0.1987151215894,-0.333870222012795,-0.197929336121822,-0.356658000572554,2.81320057563662,-0.0934198689339634,0.0943828578171506,-0.247433820579228,-0.370802138988956,-0.282794166620233
41,NaN,NaN,1,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.465936107019537,-0.223760107423671,-0.22152601148644,-0.339933096159695,-0.229568756860472,-0.368752933749978,2.82511061811579,-0.0892675320023508,0.0742682906029756,-0.285421155291253,-0.379476594248688,-0.312453716131751
42,NaN,NaN,1,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.462313941639337,-0.221734771270739,-0.223229051832034,-0.306161622983943,-0.186619178080291,-0.361450003751881,2.95734712288575,-0.115640851418748,0.112984074459486,-0.252367522777299,-0.365932845435768,-0.303173061861351
43,NaN,NaN,1,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.450014005377329,-0.264990848116006,-0.202409486101146,-0.339136157459698,-0.256147829570428,-0.347979176005276,3.0844724840706,-0.116019997232808,0.0526775873289871,-0.24186295345834,-0.405118680453626,-0.305124547669013
44,NaN,NaN,1,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.427135209833624,-0.327639275276931,-0.108106309997004,-0.349464189953883,-0.290408538475072,-0.400175021115036,2.880623182235,0.196158676969914,-0.0753689379815757,-0.164594324454997,-0.3950397470734,-0.328281184532136
45,NaN,NaN,1.25,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.444632676946888,-0.143370519716181,-0.248619157979473,-0.330693784148095,-0.284345759958755,-0.357730131591876,2.10354306962951,-0.123093259133345,0.0391248255293432,-0.115368588435122,-0.24089448728125,-0.246687990304917
46,NaN,NaN,1.25,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.441119024650127,-0.135699492564473,-0.173679123497404,-0.313729012562587,-0.14915061185322,-0.348543674251107,3.02926975184644,-0.16655794269748,0.189501097298748,-0.141238188742192,-0.32322392029582,-0.239352235318931
47,NaN,NaN,1.25,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.442701509272332,-0.138864461808884,-0.199286601929456,-0.312362321297955,-0.18461265361446,-0.339120697637066,3.19730084627699,-0.16907553186917,0.173604319957503,-0.201012948790044,-0.337394350776478,-0.288193465249727
48,NaN,NaN,1.25,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.460141135721127,-0.0648429362151106,-0.158435598156976,-0.257550808474294,-0.0706561450313755,-0.340970354987696,3.41349055899702,-0.164539467414054,0.221748258426751,-0.221799574254264,-0.310451008702305,-0.224415518221583
49,NaN,NaN,1.25,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.457781656848643,-0.167069923016429,-0.142774129699039,-0.292737819485686,-0.124342838216881,-0.336302690261695,3.54599752466188,-0.126018410169805,0.204907050532572,-0.227390513321672,-0.337978262214618,-0.252524092615523
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.456424076653209,-0.130409142513597,-0.147458392895898,-0.262021038757458,-0.129993307138419,-0.333128887912909,3.48465569159701,-0.0886176873082,0.217645066510453,-0.234991739370883,-0.333336805600498,-0.25079348362765
51,NaN,NaN,1.25,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.460381682292834,-0.148031958930626,-0.123476163068817,-0.292420038598062,-0.122493931234345,-0.32090476179776,3.64141845846371,0.00814290275047796,0.24289631118937,-0.184374536806103,-0.338584934818263,-0.228574969357359
52,NaN,NaN,1.25,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.457502394856489,-0.154782395361657,-0.151989775440118,-0.299998631281687,-0.162043207157658,-0.336023428269541,3.65630601156268,0.0133333239149937,0.217753102171652,-0.231858705196134,-0.349428003892928,-0.265649406246757
53,NaN,NaN,1.25,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.45297468813124,-0.152250725170491,-0.154118575872111,-0.257784289811996,-0.108356233682431,-0.32689476577192,3.82160164252512,-0.0196333253555026,0.26614783199229,-0.190541664553692,-0.332498317876778,-0.254048588408757
54,NaN,NaN,1.25,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.437599767803729,-0.206320821227075,-0.128094118708501,-0.29900245790669,-0.195267048045103,-0.310056231088663,3.98050834400618,-0.0201072576230776,0.190764723079166,-0.177410952904993,-0.3814806116491,-0.256487945668335
55,NaN,NaN,1.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.409001273374098,-0.284631355178232,-0.0102151485783222,-0.311912498524422,-0.238092934175908,-0.375301037475863,3.72569671671168,0.370116085130325,0.0307065664409626,-0.0808251666508137,-0.368881944923818,-0.285433741747238
56,NaN,NaN,1.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.43362502120192,-0.0721104325250716,-0.198408798441022,-0.296898349843368,-0.241280720816161,-0.329341966775906,2.62418587468975,-0.0477777198256684,0.146883981769557,-0.0385081149878006,-0.189139193603154,-0.196091397231555
57,NaN,NaN,1.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.429408638445806,-0.0629051999430222,-0.108480757062539,-0.276540623940759,-0.079046543089518,-0.318318217966983,3.73505789335008,-0.09993534010263,0.327335507892844,-0.0695516353562852,-0.287934513220638,-0.187288491248371
58,NaN,NaN,1.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.431307619992453,-0.0667031630363154,-0.139209731181002,-0.274900594423201,-0.121600993203007,-0.307010646030133,3.93669520666673,-0.102956447108659,0.308259375083349,-0.141281347413707,-0.304939029797428,-0.245897967165326
59,NaN,NaN,1.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.452235171731007,0.0221226676762131,-0.0901885266540258,-0.209126779034807,0.0151468170966951,-0.309230234850889,4.19612286193077,-0.0975131697625195,0.366032101246447,-0.166225297970771,-0.27260701930842,-0.169364430731554
60,NaN,NaN,1.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.449403797084026,-0.100549716485369,-0.071394764504501,-0.251351192248477,-0.0492772147259117,-0.303629037179688,4.35513122072861,-0.0512879010694199,0.345822651773432,-0.172934424851661,-0.305639723523196,-0.203094720004282
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.447774700849505,-0.0565567798819703,-0.0770158803407316,-0.214491055374604,-0.0560577774317566,-0.299820474361145,4.28152102105076,-0.00640703363549428,0.36110827094689,-0.182055896110714,-0.300069975586252,-0.201017989218834
62,NaN,NaN,1.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.452523827617056,-0.0777041595824057,-0.0482372045482351,-0.250969855183329,-0.0470585263468683,-0.285151523022967,4.4696363412908,0.109705674434919,0.39140976456159,-0.121315253032978,-0.30636773064757,-0.174355772094485
63,NaN,NaN,1.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.449068682693441,-0.0858046832996425,-0.0824535393937956,-0.260064166403679,-0.0945176574548442,-0.303293922789103,4.48750140500956,0.115934179832338,0.361237913740328,-0.178296255101016,-0.319379413537168,-0.218845096361762
64,NaN,NaN,1.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.443635434623142,-0.0827666790702436,-0.085008099912187,-0.20940695664005,-0.0300932892845721,-0.292339527791958,4.68585616216448,0.0763742007077427,0.419311589525093,-0.128715806330085,-0.299063790317788,-0.204924114956163
65,NaN,NaN,1.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.42518553023013,-0.147650794338144,-0.0537787513158552,-0.258868758353683,-0.134386266519777,-0.27213328617205,4.87654420394176,0.0758054819866526,0.328851858829345,-0.112958952351646,-0.357842542844574,-0.207851343667656
66,NaN,NaN,1.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.390867336914571,-0.241623435079533,0.0876760128403591,-0.274360807094961,-0.185777329876744,-0.35042705383669,4.57077025118836,0.544073493290735,0.136782070863501,0.00294399115336939,-0.342724142774236,-0.242586298962339
67,NaN,NaN,2,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.411609709711984,0.0704097418571474,-0.0979880793641195,-0.229307481233915,-0.155150642530972,-0.272565637143965,3.66547148481025,0.102853358789685,0.362402294249986,0.115212831906842,-0.0856286062469623,-0.0948982110848303
68,NaN,NaN,2,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.405987866037166,0.0826833852998799,0.0219159758071903,-0.202163846697103,0.0611615944378856,-0.257867305398735,5.14663417635734,0.0333098650870696,0.603004329081034,0.0738214714155293,-0.217355699070275,-0.0831610031072521
69,NaN,NaN,2,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.408519841432694,0.0776194345088224,-0.0190559896840929,-0.199977140673691,0.00442232761990085,-0.242790542816268,5.41548392744621,0.0292817224123647,0.577569485335041,-0.0218181446610333,-0.240028387839328,-0.161306970996525
70,NaN,NaN,2,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.436423243750766,0.19605387545886,0.0463056163518752,-0.112278720155833,0.186752741352836,-0.245749994577276,5.76138746779827,0.0365394255405501,0.654599786885839,-0.0550767454037854,-0.19691904052065,-0.0592622557514962
71,NaN,NaN,2,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.432648077554792,0.0324906965767514,0.0713639658845749,-0.16857793777406,0.100854032256027,-0.238281731015674,5.97339861286205,0.0981731171313497,0.627653854255152,-0.0640222479116379,-0.240962646140352,-0.1042359747818
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,-0.430475949242097,0.0911479453812825,0.0638691447696007,-0.119431088608895,0.0918132819815674,-0.233203647257617,5.87525167995826,0.158014273709917,0.648034679819762,-0.0761842095903755,-0.23353631555776,-0.101467000401203
73,NaN,NaN,2,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.436808118265498,0.0629514391140353,0.102240712492929,-0.168069488353862,0.103812283428085,-0.213645045473379,6.12607210694498,0.312831217803802,0.68843667130603,0.00480331451327193,-0.241933322306183,-0.0659173775687375
74,NaN,NaN,2,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.432201258367345,0.0521507408243863,0.0566189326988488,-0.180195236647662,0.0405334419507839,-0.237834911828228,6.14989219190332,0.321135891667027,0.64820753687768,-0.0711713549107778,-0.259282232825648,-0.125236476591774
75,NaN,NaN,2,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.424956927606946,0.0562014131302514,0.0532128520076602,-0.112652290296156,0.126432599511147,-0.223229051832034,6.41436520144322,0.268389252834233,0.725639104590701,-0.00506408988286999,-0.232194735199808,-0.106675168050974
76,NaN,NaN,2,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.40035705508293,-0.030310740560283,0.0948519834694359,-0.178601359247667,-0.0126247034691271,-0.196287396338823,6.66861592381293,0.267630961206113,0.605026130329703,0.0159450487550479,-0.310566405235523,-0.110578139666298
77,NaN,NaN,2,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.354599463995519,-0.155607594882134,0.283458335677722,-0.199257424236038,-0.0811461212784159,-0.300679086558344,6.26091732014172,0.891988309611557,0.348933079708577,0.170482306761735,-0.290408538475072,-0.156891413392543
