Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18,Unit_19,Unit_20,Unit_21,Unit_22,Unit_23,Unit_24,Unit_25,Unit_26,Unit_27,Unit_28,Unit_29,Unit_30,Unit_31,Unit_32,Unit_33
11,NaN,NaN,0.25,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.685048373692676,-0.688214566138798,-0.71037791326165,-0.487161345810067,-0.653386449231459,-0.65496954545452,-0.735707452830624,-0.694546951031042,-0.279775740589093,-0.504575404263737,-0.60114427387045,-0.54573590606332,-0.596394985201268,-0.594811888978207,-0.612225947431876,-0.71037791326165,-0.735707452830624,-0.61855833232412,-0.666051219015946,-0.694546951031042,-0.694546951031042,-0.742039837722868,-0.344682685734589,-0.72779197171532,-0.721459586823076,-0.594811888978207,-0.100885867383215,0.0162632531232893,-0.49191063447925,-0.265527874581546,-0.371595321526624,-0.653386449231459,-0.632806198331668
12,NaN,NaN,0.5,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,-0.684671446020519,-0.641098607119129,-0.694923878703199,-0.57702090285238,-0.287389679566672,0.0458143826204256,-0.52319563126831,0.0124939764017158,0.0381250581084157,-0.425797520782851,-0.254069273347962,-0.60521509272975,-0.51038009041496,-0.456554818830891,-0.377098465540121,-0.55395292931635,-0.717991852239229,-0.59752576821774,-0.48218590053759,-0.618030633583099,-0.52575873943898,-0.730807393092579,-0.0695254850597235,-0.730807393092579,-0.676982121508509,-0.52063252309764,1.76053374879864,0.619950612850501,-0.0900303504250834,0.307251416028764,0.186785332007275,-0.60265198455908,-0.5155063067563
13,NaN,NaN,0.5,NaN,NaN,-7,-0.121869343405147,0.992546151641322,NaN,1,NaN,-0.602331596037746,-0.649428708673807,-0.639336470251794,-0.565326721823698,-0.309656681799367,-0.205370218105233,-0.474496576025581,-0.225554694949259,0.178134841931263,-0.424035383915515,-0.403850907071489,-0.548506324453676,-0.50477329129162,-0.437491701811533,-0.333205238117398,-0.602331596037746,-0.73689477499792,-0.467768417077572,-0.508137370765624,-0.646064629199802,-0.602331596037746,-0.740258854471924,-0.0741711186190629,-0.703253980257876,-0.656156867621815,-0.588875278141728,1.42957240626088,0.713023478297955,-0.195277979683219,0.332882497735463,0.14449404719122,-0.595603437089737,-0.444219860759541
14,NaN,NaN,0.5,NaN,NaN,-4.5,-0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.650652010300717,-0.660438423316003,-0.635972390777789,-0.503855815071437,-0.518535434594365,-0.313020761273372,-0.626185977762504,-0.386418858888012,0.0833289658456862,-0.469603369517938,-0.420671304441511,-0.513642228086722,-0.567467499670792,-0.322807174288657,-0.479389782533223,-0.567467499670792,-0.719156901407715,-0.317913967781014,-0.503855815071437,-0.694690868869502,-0.645758803793075,-0.743622933945928,-0.166224566044091,-0.724050107915358,-0.680011249346574,-0.601719945224291,1.04239744134365,0.655834127239881,-0.254302283181659,0.264377606628466,0.0539697267998301,-0.591933532209005,-0.357059619842156
15,NaN,NaN,0.5,NaN,NaN,-2,-0.034899496702501,0.999390827019096,NaN,1,NaN,-0.628698705428591,-0.677432397268221,-0.664339763639664,-0.499954474747776,-0.449766045838305,-0.32393128929717,-0.58360185626356,-0.433036569535149,0.0637561398151155,-0.37193761260188,-0.433036569535149,-0.47958815577002,-0.500681843282695,-0.412670250557392,-0.438855517814507,-0.647610287336507,-0.729075563247531,-0.457039731187504,-0.518138688120772,-0.651974498546026,-0.611241860590514,-0.739986091271329,-0.133360733148166,-0.717437666688814,-0.675250291663462,-0.596694489892117,0.894411006693595,0.593280433236773,-0.202460743965553,0.169224577378495,0.0448445579071992,-0.605422912311155,-0.441764991954187
16,NaN,NaN,0.5,NaN,NaN,-1.5,-0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.65211997225301,-0.662885026569824,-0.684415135203452,-0.52832184760965,-0.493335421080005,-0.326477079169389,-0.692488925941062,-0.436818885916732,0.238688272463342,-0.544469429084871,-0.469114048867174,-0.431436358758325,-0.504100475396819,-0.469114048867174,-0.471805312446377,-0.65211997225301,-0.71401903457469,-0.428745095179121,-0.603677227827348,-0.679032608045045,-0.59022090993133,-0.740931670366725,0.0314609768646737,-0.730166616049911,-0.662885026569824,-0.587529646352127,0.973403229585892,0.728498243878375,-0.197296427367622,0.219849427408917,0.0126221318102494,-0.614442282144162,-0.463731521708767
17,NaN,NaN,0.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.678263675593844,-0.672222063477265,-0.684305287710423,-0.438796140791249,-0.542602021703383,-0.331145597623109,-0.672771300942408,-0.514041673515917,0.155478796494091,-0.487129037723883,-0.432205291209526,-0.37123993257859,-0.508000061399338,-0.470102676304432,-0.545897446494244,-0.696937749408725,-0.727145809991621,-0.453625552350125,-0.607961280055467,-0.677165200663557,-0.662885026569824,-0.742524459015641,-0.128476972985133,-0.723301147735617,-0.667278926290973,-0.569514657495418,0.648144802727871,0.56630842042148,-0.230085904036693,0.0280557045807836,-0.0120386303746968,-0.627184591335492,-0.520083285632497
18,NaN,NaN,0.5,NaN,NaN,1.5,0.0261769483078732,0.999657324975557,NaN,1,NaN,-0.565585497167852,-0.673236040335991,-0.64839360729719,-0.404109682415643,-0.590427930206654,-0.188808596079365,-0.611129957738988,-0.499339009064382,0.192108710515589,-0.379267249376842,-0.424811709947978,-0.433092520960912,-0.536602658622584,-0.416530898935044,-0.486917792544981,-0.606989552232521,-0.727061311920061,-0.499339009064382,-0.590427930206654,-0.64839360729719,-0.623551174258389,-0.743622933945928,-0.072877241898292,-0.71464009540066,-0.689797662361859,-0.557304686154918,0.664114938252815,0.506779529007073,-0.147404541014696,0.142423844437986,0.0720369508280492,-0.606989552232521,-0.544883469635518
19,NaN,NaN,0.5,NaN,NaN,2,0.034899496702501,0.999390827019096,NaN,1,NaN,-0.586632558492392,-0.657758810228484,-0.645584046417802,-0.413622756972168,-0.562923807913695,-0.345700390449414,-0.675700567423174,-0.498205326604278,0.261756245999371,-0.219467313043917,-0.446943163190878,-0.407855763588161,-0.48474900870826,-0.451428602489551,-0.437331507550866,-0.623156849924439,-0.725681176751239,-0.441176169806871,-0.572535463553707,-0.611622863156425,-0.619952964711102,-0.737855940561921,-0.160515825118508,-0.719914183367231,-0.679545229679179,-0.512302421542963,0.661601120623889,0.693639972757263,-0.2572731585613,0.202804758073962,0.0996396542044952,-0.582787896236387,-0.453991710660221
20,NaN,NaN,0.5,NaN,NaN,4.5,0.0784590957278449,0.996917333733128,NaN,1,NaN,-0.616975236101059,-0.677132892577372,-0.677132892577372,-0.335184108396224,-0.572648541855355,-0.38267699508805,-0.702462432146346,-0.566316156963111,0.104916641614698,-0.240198335012572,-0.417505111995389,-0.439668459118241,-0.502992308040676,-0.439668459118241,-0.496659923148433,-0.616975236101059,-0.718293394376955,-0.461831806241094,-0.604310466316572,-0.648637160562276,-0.629640005885546,-0.743622933945928,-0.0628915580297542,-0.737290549053685,-0.664468122792885,-0.559983772070868,0.738155130839046,0.67166508947049,-0.265527874581546,0.136578566075915,-0.040728210906902,-0.58214711919372,-0.525155655163528
21,NaN,NaN,0.5,NaN,NaN,7,0.121869343405147,0.992546151641322,NaN,1,NaN,-0.663881790858418,-0.689797662361859,-0.64394650508654,-0.305046646964621,-0.58214711919372,-0.432632475904637,-0.729668233905614,-0.584140647770908,0.131536111439499,-0.287104889769931,-0.338936632776813,-0.334949575622437,-0.526328319032462,-0.428645418750262,-0.534302433341213,-0.663881790858418,-0.719700591019675,-0.336943104199625,-0.663881790858418,-0.645940033663728,-0.639959447932165,-0.721694119596863,-0.143570832212412,-0.727674705328426,-0.677836490898732,-0.506393033260585,0.649853541508318,0.466448912407044,-0.277137246883992,0.0537884969291767,-0.0957261463599056,-0.645940033663728,-0.576166533462157
22,NaN,NaN,0.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,-0.626473813439424,-0.632806198331668,-0.677132892577372,-0.230699757674206,-0.563149964516989,-0.566316156963111,-0.72779197171532,-0.645470968116155,0.184071452767742,-0.265527874581546,-0.458665613794972,-0.347848878180711,-0.449167036456607,-0.446000844010485,-0.480828960917824,-0.677132892577372,-0.72779197171532,-0.493493730702311,-0.588479504085963,-0.645470968116155,-0.645470968116155,-0.740456741499807,0.0542575624767503,-0.711961009484711,-0.699296239700224,-0.446000844010485,0.541851199179498,0.776149440192507,-0.240198335012572,0.212567184782837,0.000432290892680687,-0.563149964516989,-0.521989462717407
