Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17
11,NaN,NaN,0.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-1.01149856603251,-0.581691275752971,-0.840650168146392,-0.726751236222314,-0.531188919145125,-0.650460442197696,-0.590287421558561,-0.412991914318252,-0.962070727650361,-0.666578215583179,-1.00827501135541,-1.05555381328616,-0.752539673639087,-0.680546952517264,-0.850320832177681,-0.87933282427155,-0.947027472490577
12,NaN,NaN,0.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.939575168667182,-0.188382943268946,-0.517809434141262,-0.238296047946569,0.00877382020766793,-0.874688132586271,0.198443617982638,0.58277452400034,-0.797322820335955,-0.111017631018629,-0.944566479134944,-1.05187965419184,-0.323148325898529,-0.220826461309401,-0.293200463091955,-0.567722538818886,-0.550252952181717
13,NaN,NaN,0.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.956728404640901,-0.407543652892173,-0.647267155639634,-0.292040510659306,-0.167820150144713,-0.797639170999404,-0.143847799869967,0.124206662293102,-0.843404566978465,-0.233199287257657,-0.94147327264788,-1.07876946058506,-0.736618643027323,-0.440233221448645,-0.771487516154227,-0.893528572098388,-0.891349267527957
14,NaN,NaN,0.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-1.02528309984219,-0.496988539047167,-0.605299976197611,-0.247209102353288,-0.227315164917492,-0.680454850955061,-0.172054227595837,0.0887773965623734,-0.824133287991364,-0.238367352381823,-0.916971662691744,-1.08054403716384,-0.671613100983597,-0.485936351582836,-0.764451475683977,-0.870552475341554,-0.932444725141807
15,NaN,NaN,0.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-1.03009832517876,-0.484545747714085,-0.5826144533835,-0.396647130040016,-0.273879639239044,-0.722089945891114,-0.212132676410153,0.0472045674711905,-0.834687348696739,-0.248454419250677,-0.932029619509344,-1.07659015601463,-0.764223167586122,-0.438053916878214,-0.793280561858541,-0.902245790380114,-0.924765270941239
16,NaN,NaN,0.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-1.02564154916535,-0.477811500257707,-0.693179801927507,-0.312626103831355,-0.228987928425607,-0.734998889630381,-0.302171331905636,0.00519896271048679,-0.833273745732135,-0.258261289817619,-0.929457647448745,-1.08000636317909,-0.739180798400669,-0.392082370466815,-0.753817479096674,-0.873001879049865,-0.850001380813284
17,NaN,NaN,0.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.929920696170714,-0.548180435724515,-0.66918085488418,-0.441100418769059,-0.424503016140964,-0.76555287014409,-0.29547159570964,-0.109152366207147,-0.870491286760436,-0.367750607154572,-0.943305698290146,-1.07662031939969,-0.683101257088389,-0.554605236741842,-0.717902262598912,-0.883876288879868,-0.888159489558087
18,NaN,NaN,0.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-1.01740841627385,-0.468598232498167,-0.717617831303874,-0.362220928153982,-0.338044268075758,-0.70311183525694,-0.214743301676816,0.0560352911992929,-0.845754129718461,-0.367056260169627,-0.891689783867087,-1.07059706844594,-0.707947167272585,-0.4613452344747,-0.799818475569836,-0.87476612181233,-0.918284109953133
19,NaN,NaN,0.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.989383743282654,-0.404485780510626,-0.733389621072182,-0.339677141976329,-0.269197747570281,-0.636176663270736,-0.136340038574973,0.281675679971241,-0.849235062452237,-0.253805695918386,-0.926195320711714,-1.06391367759709,-0.735009837035539,-0.48954711858689,-0.682352818226423,-0.860576574195739,-0.828982362910269
20,NaN,NaN,0.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.981565558316612,-0.367555143631558,-0.718769100831409,-0.463340768322426,-0.347906810361636,-0.667192225997864,-0.178439935908562,0.138389438068926,-0.868587642014562,-0.360187018655338,-0.900516183578184,-1.0847193079837,-0.704032850878967,-0.537022018084633,-0.679472434291565,-0.834203058792199,-0.787538267276135
21,NaN,NaN,0.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.954549100070469,-0.358720725127731,-0.682038447964876,-0.391052497411446,-0.314841891314119,-0.555020771135998,-0.160111266813486,0.15396880679974,-0.850625546301387,-0.294057180560303,-0.908360853950877,-1.05385382922759,-0.635850201845284,-0.467263103508773,-0.582733718807753,-0.781343177121999,-0.742083167920346
22,NaN,NaN,0.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.913717407493913,-0.0541028269348385,-0.572020611721681,-0.344222747873526,0.0469018862808527,-0.191641159824291,-0.0712951185460201,0.283295895934598,-0.81486173072962,-0.223876706595256,-0.90727029813972,-1.00182790200122,-0.395799622707071,-0.251814180463426,-0.59136193978426,-0.649385923971998,-0.784775220410052
23,NaN,NaN,0.75,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.854722890715222,0.272065447382133,-0.222074288926342,0.197195790365697,0.567800592597053,-0.757392336593856,0.852305289259508,1.42880164828606,-0.64134436821838,0.388113415757608,-0.862209856416865,-1.0231796190022,0.069917373437757,0.22340017032145,0.114839167647618,-0.296943945942777,-0.270739565987025
24,NaN,NaN,0.75,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.8804527446758,-0.056675617052709,-0.416260871173899,0.116579096296592,0.302909637068481,-0.641818894213555,0.3388681624806,0.740949855725204,-0.710466988182146,0.204840931399066,-0.857570046686269,-1.06351432859204,-0.550288102255434,-0.105709969887417,-0.602591411945789,-0.785652995862031,-0.782384039006384
25,NaN,NaN,0.75,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.98328478747773,-0.1908429462852,-0.353310102010865,0.18382620875562,0.213667114909313,-0.466042414147041,0.296558520891795,0.687805957129111,-0.681560069701494,0.197088833712817,-0.820817631752065,-1.06617619346021,-0.452779789189844,-0.174264665088703,-0.592037351240414,-0.751188850726779,-0.844027225427159
26,NaN,NaN,0.75,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.990507625482588,-0.172178759285576,-0.319281817789699,-0.0403308327744731,0.143820403426985,-0.528495056551119,0.236440847670322,0.625446713492337,-0.697391160759557,0.181958233409536,-0.843404566978465,-1.06024537173639,-0.591694889093632,-0.102441013031769,-0.635280980502261,-0.79872882328462,-0.832508044126308
27,NaN,NaN,0.75,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.983822461462481,-0.162077388101009,-0.48512984060571,0.0857007065385189,0.211157969647141,-0.54785847216002,0.101382864427097,0.562438306351282,-0.695270756312651,0.167247927559123,-0.839546608887566,-1.06536968248308,-0.554131335315452,-0.0334836934146716,-0.57608635635946,-0.754862956289246,-0.720362208934375
28,NaN,NaN,0.75,NaN,NaN,0,0,1,NaN,1,NaN,-0.84024118197052,-0.267630791301221,-0.449131420040718,-0.107010765868038,-0.0821146619258943,-0.593689442930584,0.111432468721092,0.390911312974831,-0.751097067855103,0.0030139515536932,-0.860318685149668,-1.06029061681398,-0.470012023347032,-0.277267992827212,-0.522213531612817,-0.771174571034251,-0.777599372051579
29,NaN,NaN,0.75,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.971472762125226,-0.1482574864617,-0.52178688467026,0.0113084700545785,0.0475734601719145,-0.500027890599858,0.232524909770328,0.638692799084491,-0.713991332292141,0.00405547203111134,-0.782894813515079,-1.05125574038336,-0.507280888623326,-0.137377989426499,-0.645087851069202,-0.757509320432944,-0.822786302644148
30,NaN,NaN,0.75,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.929435752638429,-0.0520888084803873,-0.545444569322721,0.0451241493210578,0.150843240930129,-0.399625132620553,0.350129804423092,0.977153382242413,-0.719212731392804,0.173931318407972,-0.83465311878202,-1.04123065411009,-0.547874893267757,-0.179680815594784,-0.468889365054083,-0.736224999008057,-0.688833682079853
31,NaN,NaN,0.75,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.917708475189366,0.00330714683821383,-0.523513788961562,-0.140371290198088,0.0327796467430966,-0.446148476711245,0.286979958422709,0.76222401938894,-0.748241600736291,0.0143593343025447,-0.796134413081725,-1.07243909969,-0.5014094140329,-0.250893164841398,-0.464568789151797,-0.696664725902747,-0.626667538628651
32,NaN,NaN,0.75,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.877183787820152,0.016558774593954,-0.468417809661762,-0.0319388838316177,0.0823770253143727,-0.277891294418445,0.314472962065323,0.785593072485162,-0.721298457166529,0.113554091445097,-0.807901418640764,-1.02614088155584,-0.399135440482375,-0.146254792977608,-0.319460715926078,-0.617374903397447,-0.558484889594967
33,NaN,NaN,0.75,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.815936248955318,0.473485621883294,-0.30339105529697,0.038305740475262,0.62499269170683,0.267178122549115,0.447697184466521,0.979583706187449,-0.667652733808878,0.218824802392668,-0.806265584924029,-0.948101990716276,-0.0390595717750548,0.176918591590413,-0.332403047390839,-0.419439023672445,-0.622522968329526
34,NaN,NaN,1,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.769870612763262,0.732513838033211,0.0736608562885788,0.632687628677964,1.12682736498644,-0.64009654060144,1.50616696053638,2.27482877257178,-0.485365916100806,0.887244462533845,-0.779853233698786,-0.994479583812568,0.462983072774044,0.667626801952301,0.522878798387192,-0.0261653530666686,0.00877382020766793
35,NaN,NaN,1,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.804177084710699,0.294192418786756,-0.185254586708165,0.52519870325249,0.773639424281676,-0.485998617427706,0.821584124831168,1.35769304915731,-0.577529409385827,0.642881150055788,-0.773666820724658,-1.04825919659902,-0.363957561483544,0.228813281673812,-0.433695307737351,-0.677777419625674,-0.673418810484811
36,NaN,NaN,1,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.941286475113272,0.115302646476768,-0.101320227824119,0.614861519864527,0.654649394736118,-0.25162997733902,0.765171269379428,1.28683451769585,-0.538986851411625,0.632545019807457,-0.724663600812385,-1.05180834975658,-0.233946477396091,0.13740702140543,-0.419623226796851,-0.631825226112005,-0.755609725712512
37,NaN,NaN,1,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.950916925786417,0.140188229142932,-0.0559491821958985,0.31598546449107,0.561520446093014,-0.334900167211125,0.685014371750797,1.20368885951348,-0.560094972822375,0.612370886069748,-0.754779514447586,-1.04390058745816,-0.419166610601141,0.233171890814675,-0.47728139914598,-0.695211856189126,-0.740250817311376
38,NaN,NaN,1,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.942003373759607,0.153656724055689,-0.277079879283912,0.484027516908393,0.651303867719889,-0.36071805468966,0.50493706075983,1.11967764999208,-0.557267766893167,0.592757144935865,-0.749635570326387,-1.05073300178708,-0.369081872230234,0.325114983637472,-0.398355233622246,-0.636724033528627,-0.590723037055466
39,NaN,NaN,1,NaN,NaN,0,0,1,NaN,1,NaN,-0.750561667770326,0.0129188531220727,-0.229081985197257,0.227078887032984,0.260273692289175,-0.421826015717077,0.518336533151823,0.890974992156809,-0.63170284894977,0.373778510261958,-0.77733167200919,-1.04396091422827,-0.256922789605676,6.92510874179702e-05,-0.326524800626722,-0.658472853188634,-0.667039254545071
40,NaN,NaN,1,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.9255371079766,0.172083259574768,-0.325955938036646,0.384837868263139,0.433191188419587,-0.296943945942777,0.679793121217471,1.22135030696969,-0.58222853486582,0.375167204231849,-0.674099843163071,-1.03191441232079,-0.306614609974067,0.186589255621702,-0.490357226568569,-0.640252519053558,-0.727288495335164
41,NaN,NaN,1,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.869487761994205,0.300308163549851,-0.357499517573261,0.429925440618445,0.57088422943054,-0.16307360197037,0.836599647421156,1.67263108451358,-0.589190400333371,0.601668332734331,-0.743110916852326,-1.01854763062309,-0.360739949499975,0.130185487397322,-0.255425911881743,-0.611873423820375,-0.548685001249436
42,NaN,NaN,1,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.85385139206212,0.374169437307986,-0.328258477091715,0.18259818792625,0.41346610384783,-0.225104727424626,0.752399852753979,1.38605860070895,-0.627895559458021,0.388905687260427,-0.691752642585266,-1.0601588913963,-0.298785977186832,0.0352356884018368,-0.249665144012028,-0.559126393013295,-0.465796809981167
43,NaN,NaN,1,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.799818475569836,0.39183827431564,-0.254797171358649,0.327174729748211,0.479595941942864,-0.000761817700892945,0.789057190944131,1.41721733817058,-0.591971368031671,0.521165363450497,-0.707441983330652,-0.998427933884082,-0.162420679119465,0.174753517553557,-0.0561877130444034,-0.453406629672895,-0.374886611269589
44,NaN,NaN,1,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.718155090416724,1.00107407070143,-0.0347614988722593,0.42083422882405,1.20308349713281,0.725997404922522,0.966689487479062,1.6758715164403,-0.520443736888136,0.661526311380591,-0.705260871708338,-0.894376079431334,0.317680479156961,0.605651363644251,-0.0734441549974177,-0.189492123372893,-0.460270716249001
45,NaN,NaN,1.25,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.685018334811301,1.19296222868429,0.369396001503499,1.06817946699023,1.68585413737582,-0.522800744609024,2.16002863181325,3.1208558968575,-0.329387463983233,1.38637550931008,-0.697496610980707,-0.965779548622934,0.85604877211033,1.11185343358315,0.930918429126765,0.24461323980944,0.28828720640236
46,NaN,NaN,1.25,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.727901424745598,0.64506045462622,0.0457516977575694,0.933818310208388,1.24436921149487,-0.330178340641857,1.30430008718174,1.97443624258941,-0.444591830589508,1.08092136871251,-0.689763594763047,-1.033004064606,-0.177627020711655,0.56333653323504,-0.264799203528913,-0.569901843389317,-0.564453581963238
47,NaN,NaN,1.25,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.899288162748814,0.421448239238735,0.150669646362627,1.04589683097343,1.09563167456292,-0.0372175405309995,1.23378401786706,1.88586307826259,-0.396413633121756,1.0680012059021,-0.628509569872706,-1.03744050605295,-0.0151131656023376,0.449078707899563,-0.247209102353288,-0.512461601497231,-0.667192225997864
48,NaN,NaN,1.25,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.911326226090245,0.452555217571441,0.207383453397902,0.672301761756613,0.979220488759043,-0.141305277871131,1.13358789583127,1.78193100553463,-0.422798784885194,1.04278353872996,-0.666154461916706,-1.02755580317992,-0.246638332108651,0.568784794661119,-0.3192818177897,-0.591694889093632,-0.647993590496444
49,NaN,NaN,1.25,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.900184286056733,0.469390836212387,-0.0690299179621144,0.882354327278267,1.09144976579264,-0.173577637219299,0.908491257092563,1.67691699363287,-0.419264777473683,1.01826636231261,-0.659724531765208,-1.03609632109107,-0.184032409145018,0.683713660689616,-0.220624110885032,-0.518585110768009,-0.461083865176557
50,NaN,NaN,1.25,NaN,NaN,0,0,1,NaN,1,NaN,-0.660882153570132,0.293468497545366,-0.00903255035379573,0.561168539934006,0.602662046504244,-0.249962588503571,0.925240597582555,1.39103867133879,-0.512308630044437,0.744543068970223,-0.694344658868712,-1.02763121164257,-0.0438335558643188,0.277406495002048,-0.130836069640627,-0.545771135343017,-0.556479137038563
51,NaN,NaN,1.25,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.879601453827975,0.492424005611236,-0.130124991403032,0.758367266471699,0.818808916667259,-0.0938600012856957,1.12706133266461,1.80400781485489,-0.450465737439499,0.746278936432587,-0.565304872811063,-1.01257308425821,-0.105948331324808,0.510556500669904,-0.335626602067935,-0.522995717674171,-0.631790688026179
52,NaN,NaN,1.25,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.80953977134998,0.652705135580089,-0.1695544658238,0.814726731915831,0.990925217930951,0.0734779286798127,1.32306949041922,2.36810878678476,-0.459168069273939,1.02940534706069,-0.651568714922632,-0.995864607136083,-0.173605005732194,0.440051790389429,-0.0419624587094033,-0.487521848632693,-0.408536320419019
53,NaN,NaN,1.25,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.789994308934875,0.745031727777758,-0.133003165221868,0.505567666050588,0.794152560952563,-0.00406097813800664,1.21781974708525,2.00989318202897,-0.50754951817975,0.76345204021831,-0.587370872088807,-1.0478786831026,-0.0961625403407647,0.321364541645072,-0.0347614988722593,-0.421588060123843,-0.304926081333683
54,NaN,NaN,1.25,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.722453163319519,0.767117774037325,-0.041176533055536,0.686288343328039,0.876814858571356,0.27636765901666,1.26364141982294,2.048841603856,-0.462644278896814,0.928776635455898,-0.606982548020539,-0.970714986212326,0.0742940822434443,0.495761828084722,0.207085289837271,-0.289438355948343,-0.19128833294421
55,NaN,NaN,1.25,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.620373931878129,1.52866251951956,0.233868057552451,0.803362717172838,1.78117430255879,1.18481668729593,1.4856817904916,2.37215932669315,-0.373234739967395,1.10422782036851,-0.604256158492646,-0.840650168146392,0.674420530088977,1.03438413569809,0.185514737396003,0.0404547769266596,-0.298018464168476
56,NaN,NaN,1.5,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.600166056859341,1.65341061933537,0.66513114671842,1.5036713053025,2.24488090976521,-0.405504948616609,2.81389030309012,3.96688302114323,-0.173409011865658,1.88550655608632,-0.615139988262628,-0.937079513433301,1.24911447144662,1.556080065214,1.33895805986634,0.515391832685548,0.567800592597053
57,NaN,NaN,1.5,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.651625764780497,0.995928490465685,0.276757982223304,1.34243791716429,1.71509899870807,-0.174358063856008,1.7870160495323,2.59117943602151,-0.31165425179319,1.51896158736923,-0.605860368801436,-1.01774893261298,0.00870352006023464,0.897859784796269,-0.0959030993204751,-0.46202626715296,-0.455488353441666
58,NaN,NaN,1.5,NaN,NaN,-3.64,-0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.857289850384357,0.727593832000703,0.402659520549373,1.47693214208234,1.53661395438973,0.177194896277021,1.70239676635469,2.48489163882933,-0.253840414831886,1.50345739199674,-0.532355538933026,-1.02307266234932,0.203720146191415,0.760750394393696,-0.0747949779097248,-0.393097976882456,-0.578774726283217
59,NaN,NaN,1.5,NaN,NaN,-2.8,-0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.871735526394074,0.76492220599995,0.470716088991704,1.02861805902216,1.39692053142507,0.0522896114688637,1.58216141991175,2.36017315155578,-0.285502596948012,1.47319619139017,-0.577529409385827,-1.01121101890169,-0.0741100536161607,0.904397698507564,-0.161282236433419,-0.488177921998137,-0.555736363681513
60,NaN,NaN,1.5,NaN,NaN,-1.05,-0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.858365198353859,0.785124948369085,0.139020043359683,1.28068113764814,1.53159566386538,0.0135627802510615,1.3120454534253,2.23415633727367,-0.281261788054199,1.44377557968935,-0.569813493204029,-1.02145964039507,0.00101705394019951,1.04231233774176,-0.0428929881478181,-0.40044618800739,-0.331444693297648
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,-0.571202639369938,0.57401814196866,0.211016884489666,0.895258192835027,0.945050400719314,-0.0780991612900647,1.33214466201329,1.89110235052076,-0.392914411139104,1.11530762767849,-0.611357645728234,-1.01130150905686,0.169255677877038,0.554743738916678,0.0648526613454686,-0.4330694174974,-0.445919019532055
62,NaN,NaN,1.5,NaN,NaN,1.05,0.0183249313961028,0.999832084346831,NaN,1,NaN,-0.833665799679349,0.812764751647703,0.0657059552305825,1.13189666468026,1.20442664491493,0.109223943371386,1.57432954411176,2.38666532274008,-0.318702940013179,1.11739066863333,-0.456509902459055,-0.993231756195627,0.0947179473244512,0.834523745718105,-0.180895977567302,-0.405738916294785,-0.536292880717194
63,NaN,NaN,1.5,NaN,NaN,2.8,0.0488497697956133,0.998806137341434,NaN,1,NaN,-0.749591780705756,1.00510210761033,0.0183905859256603,1.19952802321322,1.41096620643136,0.310029459329996,1.80953933341729,3.06358648905593,-0.329145738214506,1.45714236138705,-0.560026512992938,-0.973181583649079,0.0135299380355882,0.749918093381534,0.171500994462936,-0.363170273445012,-0.268387639588603
64,NaN,NaN,1.5,NaN,NaN,3.64,0.0634872582684061,0.997982649166588,NaN,1,NaN,-0.726137225807629,1.11589401824753,0.062252146647979,0.828537144174926,1.1748390180573,0.216982771148612,1.68323964141652,2.63372776334898,-0.38720347690148,1.13799839317619,-0.482989101592348,-1.0355984748089,0.106460896505303,0.607493394888306,0.180142146267509,-0.284049727234391,-0.144055352686199
65,NaN,NaN,1.5,NaN,NaN,6.3,0.109734311091045,0.99396095545518,NaN,1,NaN,-0.645087851069202,1.14239727375901,0.172444105247577,1.04540195690787,1.27403377519985,0.553497135734212,1.73822564870175,2.68046586954143,-0.333317189761956,1.3363879074613,-0.506523112710426,-0.943002038540571,0.311008843606353,0.816770138615887,0.470358292718946,-0.125470082223792,-0.00769005461883174
66,NaN,NaN,1.5,NaN,NaN,18.2,0.312334918512233,0.949972051524652,NaN,1,NaN,-0.522592773339534,2.05625096833769,0.502497613977162,1.18589120552163,2.35926510798476,1.64363596966933,2.00467409350414,3.068447136946,-0.226025743046653,1.54692932935644,-0.503251445276955,-0.78692425686145,1.03116058102099,1.46311690775193,0.444473629789425,0.270401677226212,-0.135766212087951
67,NaN,NaN,2,NaN,NaN,-18.2,-0.312334918512233,0.949972051524652,NaN,1,NaN,-0.430461500955421,2.57430740063753,1.25660143714826,2.37465498192703,3.36293445454398,-0.170913356631777,4.12161364564386,5.65893726971467,0.13854789236949,2.88376864963879,-0.45042674282647,-0.879679443054034,2.03524587011919,2.4445333284757,2.15503732134549,1.05694901843777,1.12682736498644
68,NaN,NaN,2,NaN,NaN,-6.3,-0.109734311091045,0.99396095545518,NaN,1,NaN,-0.499074444850295,1.69766456214461,0.738770551154773,2.15967713107608,2.65655857313445,0.137282489715691,2.75244797423344,3.82466582288571,-0.0457790942005518,2.39504202468268,-0.438053916878214,-0.987238668626941,0.381364601604014,1.56690628791873,0.241889109096401,-0.246275114680246,-0.23755789639852
