Trial number,Choice,Confidence,Gain,Orientation data (sin),Orientation data (cos),GT orientation,GT orientation (sin),GT orientation (cos),Contrast data,GT contrast,Sigma_g,Unit_1,Unit_2,Unit_3,Unit_4,Unit_5,Unit_6,Unit_7,Unit_8,Unit_9,Unit_10,Unit_11,Unit_12,Unit_13,Unit_14,Unit_15,Unit_16,Unit_17,Unit_18
60,NaN,NaN,1.5,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,0.944906195224119,0.263462305619943,-0.0285850756389902,-0.789678251041057,0.0422142895146906,-0.497630869782124,1.14845437004095,-0.745428647820007,-0.736578727175797,-0.648079520733696,-0.311782536253713,4.36097556388921,0.918356433291488,0.785607623628337,1.1042047668199,0.714808258474656,0.192662940466262,0.263462305619943
61,NaN,NaN,1.5,NaN,NaN,0,0,1,NaN,1,NaN,0.452629359389933,0.22585014288205,0.668346175092554,-0.725516326370534,-0.249833091744242,-0.609361117915277,1.56440064031882,-0.692329123954746,-0.443425105836338,-0.432362705031075,-0.266426692952136,4.33000084163447,0.745782980729392,1.40399582864252,1.52015103709777,1.06106140367938,0.65175257388466,0.391786154960989
62,NaN,NaN,1.5,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,0.818478757449689,0.104163734024161,-0.0285850756389902,-0.717614611509632,-0.237190347966799,-0.49636659540438,1.40004497121207,-0.799792446063011,-0.679686380177303,-0.458438364072051,-0.36993915762995,4.05502116447509,0.982834426556447,1.22304655832786,1.27361753343764,0.850085616893296,0.382304097127906,0.091520990246718
63,NaN,NaN,1.5,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,0.535597365429402,0.391786154960989,-0.0119914744310963,-0.66467312194159,-0.271957893354767,-0.587236316304751,1.33209022340831,-0.719985125967903,-0.570642715096857,-0.399175502615287,-0.393644302212656,3.71050639653977,1.276778219382,1.82989825964513,1.3486838246162,0.939374994821487,0.601971770260978,0.159475738050474
64,NaN,NaN,1.5,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,0.750207941051497,0.396211115283094,-0.0533648534427783,-0.729498790660428,-0.106464377308039,-0.524180631714754,1.21040381455042,-0.733038758918112,-0.538340504745491,-0.442761361788022,-0.255143044130768,3.6529819123524,1.30952292576557,1.47944140213441,1.51484108471125,0.987385814316327,0.70064838544392,0.431610797859934
65,NaN,NaN,1.5,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,0.522523619023183,0.454137868590651,-0.117084282081091,-0.644056829531782,0.172549484456694,-0.434876887032271,1.79771673002982,-0.394649975013134,-0.446944960638012,-0.22569694453276,-0.117084282081091,3.46713357882399,1.59658216993413,1.36728877142505,1.83392095084704,1.27476687378104,0.703544723109298,0.534591692628924
66,NaN,NaN,1.5,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.232254690716675,0.684066428868453,-0.308056253877203,-0.690000197469428,-0.00995366375644251,-0.554922461320958,1.26164019722743,-0.391897607348667,-0.554922461320958,-0.38723975437803,0.0738876897150213,2.19786864432544,1.6249527289371,1.79263543588003,1.83455611261576,1.04272110760749,0.376648132806419,0.795854900163738
67,NaN,NaN,2,NaN,NaN,-15,-0.258819045102521,0.965925826289068,NaN,1,NaN,1.25899161416569,1.39781389878075,0.946641473781807,-0.864989340444727,-0.635932570829878,-0.635932570829878,0.294176736091024,-0.87193045467548,-0.580403656983854,-0.580403656983854,-0.365229115830511,4.56296198800412,1.44640169839602,-0.0945256608311437,0.32888230724479,0.273353393398765,-0.254171288138463,-0.205583488523192
68,NaN,NaN,2,NaN,NaN,-8,-0.139173100960065,0.99026806874157,NaN,1,NaN,1.10926186433088,1.26097478966019,1.49135367627138,-0.829292181543712,-0.627008281104624,-0.711293239620911,0.491172168544776,-0.784340203668359,-0.671960258979977,-0.733769228558587,-0.306725438742735,6.36864327574715,1.08116687815878,1.31716476200438,0.901358966657371,0.552981138123386,0.137175342776373,0.15965133171405
69,NaN,NaN,2,NaN,NaN,-4,-0.0697564737441253,0.997564050259824,NaN,1,NaN,1.32386433563004,0.842791726252464,0.833714884566095,-0.732040306332612,-0.332659272132362,-0.418889268152871,1.85939799512583,-0.781962935607643,-0.414350847309686,-0.473350318271086,-0.114815071659499,5.70797887014642,1.7187069489871,1.29209538972774,1.87755167849857,1.49178590682787,0.901791197213864,0.615870684093231
70,NaN,NaN,2,NaN,NaN,-3,-0.0523359562429438,0.998629534754574,NaN,1,NaN,1.0861944020001,0.781881341251828,0.862617459409534,-0.758315374372102,-0.155899723503065,-0.329792901073509,1.75692522977182,-0.758315374372102,-0.162110194130581,-0.59684313805669,0.0800981603425371,5.65089031322425,2.43386652817104,1.68861005286914,1.85629275981207,1.15450957890278,1.26629805019806,0.83777557689947
71,NaN,NaN,2,NaN,NaN,-1,-0.0174524064372835,0.999847695156391,NaN,1,NaN,1.56440064031882,0.655808787513256,0.266412279168012,-0.748378621368077,0.360811432706253,-0.358982113022833,1.83579820674127,-0.689379150406676,-0.677579256214396,-0.559580314291595,-0.111184334984951,6.11915979853894,1.52900095774198,1.35200254485778,1.77679873577987,1.25760339131954,0.561409633975015,0.655808787513256
72,NaN,NaN,2,NaN,NaN,0,0,1,NaN,1,NaN,0.908031525873243,0.605659237196066,1.19565394681007,-0.662829388474046,-0.0285850756389902,-0.507955777200369,2.39039323377843,-0.618579785252995,-0.286707761095117,-0.271957893354767,-0.0507098772495154,6.07786016886597,1.29890302099252,2.17652015154335,2.33139376281703,1.7192742515925,1.17352914519955,0.826907253301318
73,NaN,NaN,2,NaN,NaN,1,0.0174524064372835,0.999847695156391,NaN,1,NaN,1.39583072328625,0.443410692052214,0.266412279168012,-0.65229376865951,-0.0117280839357328,-0.357296413852507,2.17125234163609,-0.761864214730682,-0.601722793549738,-0.306725438742735,-0.188726496819934,5.71122059932012,1.6149716154286,1.93525445779048,2.00268242460351,1.43797320254439,0.814264509523874,0.426553700348957
74,NaN,NaN,2,NaN,NaN,3,0.0523359562429438,0.998629534754574,NaN,1,NaN,1.01865553392587,0.826907253301318,0.288537080778538,-0.58170511590212,-0.0580848111196904,-0.478456041719669,2.08064601123108,-0.655454454603871,-0.456331240109144,-0.227708290133717,-0.220333356263542,5.25186757540636,2.00689667252933,2.74439005954683,2.1027708128416,1.55702570644865,1.10715474036797,0.517160030753965
75,NaN,NaN,2,NaN,NaN,4,0.0697564737441253,0.997564050259824,NaN,1,NaN,1.30480296808866,0.832807200397458,0.233372575429628,-0.668139340860572,0.162573210275947,-0.394381795599673,1.91839746608723,-0.672859298537484,-0.413261626307322,-0.285822769030696,-0.0356650121543582,5.17516826315654,2.05055628104076,2.27711424953254,2.32431382630166,1.62104013244177,1.23872356061189,0.880006777166578
76,NaN,NaN,2,NaN,NaN,8,0.139173100960065,0.99026806874157,NaN,1,NaN,1.00122387205091,0.9100428714742,0.148413337245211,-0.554216726022377,0.534591692628924,-0.275310136023029,2.70148135339309,-0.221674253330846,-0.291400900830683,0.0035964539763192,0.148413337245211,4.92737048511865,2.43330193993218,2.12757740858674,2.74975364781605,2.00421487839472,1.24258534416573,1.01731463685856
77,NaN,NaN,2,NaN,NaN,15,0.258819045102521,0.965925826289068,NaN,1,NaN,0.6141986343089,1.21661428517794,-0.106215958482938,-0.615474549939238,0.291254161678076,-0.435370901741278,1.9867126429899,-0.218004429778223,-0.435370901741278,-0.211793959150708,0.403042632973361,3.23501723912059,2.47112935193614,2.69470629452671,2.75060053017435,1.69482052349666,0.806723223761891,1.36566558023832
